contrast,group_hi,group_lo,n_seeds,mean_diff,sd_diff,min_diff,max_diff,seed0_diff,seed1_diff,seed2_diff,seed3_diff,seed4_diff,bootstrap_ci_lo,bootstrap_ci_hi,bootstrap_note
reduced_exploration_random_init,B,A,5,3.816752729423881,2.1000079529367977,0.8095975786012843,5.891219016015796,5.6368626650469835,0.8095975786012843,2.831201406440343,5.891219016015796,3.9148829810149977,2.179371361458236,5.394209268628112,"WEAK: bootstrap resamples only n=5 seed-level differences -- CI width is not a substitute for a larger-n design, reported per Section 7's explicit instruction."
reduced_exploration_clone_init,D,C,5,1.0863616768304922,1.8618248392391819,-2.0498394619802767,2.9506236422540795,1.4101653163170056,1.5585089019591507,-2.0498394619802767,1.562349985602502,2.9506236422540795,-0.6354006168042645,2.3648772457363494,"WEAK: bootstrap resamples only n=5 seed-level differences -- CI width is not a substitute for a larger-n design, reported per Section 7's explicit instruction."
clone_init_default_exploration,C,A,5,8.138089504258604,2.51279525014381,4.851479277487627,11.026762651602716,11.026762651602716,4.851479277487627,9.147428791069743,9.398378249860045,6.266398551272886,6.0438429267191625,9.999542118799052,"WEAK: bootstrap resamples only n=5 seed-level differences -- CI width is not a substitute for a larger-n design, reported per Section 7's explicit instruction."
clone_init_reduced_exploration,D,B,5,5.4076984516652145,0.9224857920449759,4.266387922649123,6.8000653028727385,6.8000653028727385,5.600390600845493,4.266387922649123,5.069509219446751,5.3021392125119675,4.7403387162609665,6.1543688681153865,"WEAK: bootstrap resamples only n=5 seed-level differences -- CI width is not a substitute for a larger-n design, reported per Section 7's explicit instruction."
interaction_(D-C)-(B-A),D-C,B-A,5,-2.7303910525933888,2.482142484913778,-4.8810408684206195,0.7489113233578664,-4.226697348729978,0.7489113233578664,-4.8810408684206195,-4.328869030413294,-0.9642593387609182,-4.529303429279561,-0.6092788798201226,WEAK: bootstrap resamples only n=5 seed-level interaction values.
