n_updates,num_timesteps,policy_loss,value_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,log_std_mean,advantage_mean,advantage_std,advantage_min,advantage_max,return_mean,return_std,actor_grad_norm_mean,critic_grad_norm_mean,actor_param_update_norm,critic_param_update_norm,frac_sampled_action_clipped,frac_sampled_action_near_bound,log_std_bid,log_std_ask,action_std_bid,action_std_ask,learning_rate,total_loss
10,4000,-0.0019127606417998243,79.67302680969239,0.16139183208346367,0.003259307937696576,0.02465000000782311,-0.0012229681015014648,0.22344224154949188,2.8571555614471436,8.719550132751465,-51.26186752319336,38.78506088256836,3.0637736320495605,8.71422290802002,0.6550330455694584,4.917365190132738,0.08923637121915817,1.5859593152999878,0.0,0.00025,-1.4971176385879517,-1.500089168548584,0.22377422451972961,0.22311025857925415,0.0003,33.60127258300781
20,8000,-0.0013558003521989548,61.73337890625,0.16053952008485795,0.0038738050498068333,0.019274999983608723,0.01197826862335205,0.2230142503976822,0.9849295616149902,7.912312984466553,-42.01872253417969,48.609642028808594,3.5121943950653076,7.96013069152832,0.6496008008371595,2.702081123363011,0.15396517515182495,1.5899124145507812,0.0,0.0,-1.5071487426757812,-1.493934154510498,0.22154074907302856,0.22448773682117462,0.0003,33.29900360107422
30,12000,-0.0006212673747485553,57.86840705871582,0.16402118608355523,0.002616546116769314,0.006724999966099859,0.07146096229553223,0.2227197140455246,2.5678861141204834,7.534513473510742,-46.41297912597656,48.61286926269531,6.151005268096924,7.819070339202881,0.6243635351535959,6.94610428847139,0.09121823310852051,1.1990864276885986,0.0,0.0,-1.5102497339248657,-1.4935027360916138,0.22085480391979218,0.22458462417125702,0.0003,23.684280395507812
40,16000,-0.0011539876804788963,42.5995983505249,0.1675320339202881,0.0028554743621498346,0.011549999970011413,0.09747010469436646,0.2222914695739746,1.6342897415161133,6.551620006561279,-34.56208801269531,30.020112991333008,8.177271842956543,6.896327972412109,0.5940076522025053,5.105064577222141,0.10210410505533218,1.3671419620513916,0.0,0.00025,-1.5111418962478638,-1.4964438676834106,0.2206578552722931,0.22392505407333374,0.0003,19.815425872802734
50,20000,-0.002086847183391907,65.3014083480835,0.17144770324230194,0.004559493623673916,0.012924999967217445,0.09822094440460205,0.22154885530471802,2.729921817779541,7.995490550994873,-32.87075424194336,67.43827819824219,10.454367637634277,8.419669151306152,0.6038809865868607,8.700138325735896,0.11034263670444489,0.8294394612312317,0.0,0.0,-1.5212976932525635,-1.4931249618530273,0.21842826902866364,0.2246694564819336,0.0003,25.892675399780273
60,24000,-0.0010525865860596185,41.405876598358155,0.17653912037611008,0.003515553427860141,0.014300000001676381,0.20452672243118286,0.2215684950351715,1.9970940351486206,6.4069437980651855,-23.601613998413086,52.468849182128906,12.328374862670898,7.183533191680908,0.5970412377746768,7.210240782096195,0.08342644572257996,0.8925765752792358,0.0,0.0,-1.523895502090454,-1.4904314279556274,0.21786154806613922,0.225275456905365,0.0003,14.093435287475586
70,28000,-0.0010252595815109088,53.35794536590576,0.17557465225458146,0.0029030349105596542,0.011699999966658652,0.24288171529769897,0.22182612121105194,0.23270626366138458,7.468320369720459,-44.453678131103516,32.75595474243164,12.608490943908691,8.583038330078125,0.5329457250283646,6.078122676577563,0.1084180474281311,0.9766599535942078,0.0,0.0,-1.5265432596206665,-1.4855986833572388,0.21728546917438507,0.2263667732477188,0.0003,24.0314884185791
80,32000,-0.0010678956333049427,40.5830216217041,0.1836933045089245,0.0024472097866237164,0.0081999999191612,0.37912511825561523,0.21954771876335144,0.06605818122625351,6.459258556365967,-42.65999221801758,27.355117797851562,12.672602653503418,8.197484970092773,0.5810690032279255,4.77231084856575,0.11294964700937271,0.7273325324058533,0.0,0.0,-1.5391778945922852,-1.4937101602554321,0.21455740928649902,0.22453802824020386,0.0003,16.90833282470703
90,36000,-0.002591965346262075,60.19479545593262,0.19923611834645272,0.003711138619109988,0.025200000097975135,0.3607792854309082,0.2187132090330124,0.808063268661499,7.799201488494873,-52.91975402832031,35.489261627197266,13.407470703125,9.754942893981934,0.570495980447189,6.871034024415159,0.09143620729446411,0.5740506052970886,0.0,0.0,-1.5480632781982422,-1.4926910400390625,0.21265943348407745,0.22476696968078613,0.0003,19.650827407836914
100,40000,-0.0015885281652881567,36.47964714050293,0.20667936742305756,0.003636836539953947,0.01974999998230487,0.5230562686920166,0.217762291431427,0.4764946401119232,6.076510906219482,-28.36501693725586,33.360679626464844,14.031712532043457,8.798744201660156,0.5751860558924183,5.029901049557412,0.1294362097978592,0.3916254937648773,0.0,0.0,-1.5602036714553833,-1.4897397756576538,0.21009328961372375,0.22543132305145264,0.0003,17.876873016357422
110,44000,-0.0009702122739690821,43.53709890365601,0.21558112949132918,0.004750106483697891,0.026124999965541063,0.45628201961517334,0.21692398190498352,0.4511563181877136,6.609253883361816,-39.983001708984375,59.701385498046875,14.83071517944336,8.963251113891602,0.6075249726373652,5.2174205654369326,0.0709356963634491,0.4655003547668457,0.0,0.0,-1.5666217803955078,-1.4912160634994507,0.2087491750717163,0.22509875893592834,0.0003,22.925390243530273
120,48000,-0.0011458050050598078,55.83549751281738,0.22287375673651696,0.0018367909360677004,0.0039499999629333616,0.4825034737586975,0.2162083089351654,0.9798624515533447,7.549887180328369,-42.86227798461914,47.11181640625,15.079123497009277,10.49510383605957,0.5822637798728636,8.832680339077852,0.07719411700963974,0.830877423286438,0.0,0.0,-1.5706783533096313,-1.4938238859176636,0.20790410041809082,0.2245124876499176,0.0003,20.31356430053711
130,52000,-0.0020936349596818228,51.916916084289554,0.23248055100440979,0.0021198021713644266,0.01815000002272427,0.6016737818717957,0.21471454203128815,-0.5892654061317444,7.420994758605957,-41.12761306762695,30.35435676574707,14.75512409210205,11.75825023651123,0.6341227407497334,10.978708285205562,0.05750971660017967,0.4819982945919037,0.0,0.00025,-1.5792208909988403,-1.4992684125900269,0.20613564550876617,0.2232934534549713,0.0003,27.055980682373047
140,56000,-0.00223390188209192,53.863485412597655,0.23542013987898827,0.004323102999478579,0.01937499991618097,0.6655076742172241,0.21612441539764404,1.233739972114563,7.383153438568115,-67.27703857421875,33.185298919677734,15.111766815185547,12.765823364257812,0.5640802404324892,11.36226796903789,0.07451166212558746,0.617922842502594,0.0,0.00025,-1.5770375728607178,-1.4887140989303589,0.20658618211746216,0.22566266357898712,0.0003,30.484655380249023
150,60000,-0.001605804715097463,43.4574263381958,0.22712370455265046,0.002827183809131384,0.005524999937042594,0.6810210943222046,0.21599218249320984,1.529981255531311,6.605443000793457,-25.183483123779297,57.301055908203125,17.52187156677246,11.695557594299316,0.49422170616159933,9.870128335804777,0.06674376875162125,0.5341400504112244,0.0,0.00025,-1.575249195098877,-1.4915287494659424,0.20695596933364868,0.225028395652771,0.0003,20.9079647064209
160,64000,-0.0017709037367496406,54.9498779296875,0.23253772184252738,0.003458714811131358,0.013199999965727328,0.6677377223968506,0.2150317132472992,0.8443582653999329,7.549378395080566,-56.77757263183594,40.25794982910156,18.445911407470703,13.096965789794922,0.5185961355624105,12.04599347912416,0.0831097736954689,0.5731102824211121,0.0,0.0,-1.5800236463546753,-1.495693325996399,0.20597022771835327,0.22409316897392273,0.0003,23.70122528076172
170,68000,-0.0016581546065734076,65.18154968261719,0.23808143362402917,0.0028963033109903336,0.009574999902397394,0.6586812734603882,0.21505917608737946,1.0580391883850098,8.10263729095459,-56.12883377075195,86.406005859375,18.89555549621582,13.869038581848145,0.5947155685061136,12.88140273700436,0.08041153848171234,0.6316015720367432,0.0,0.0,-1.582771897315979,-1.492929458618164,0.20540495216846466,0.22471341490745544,0.0003,16.000410079956055
180,72000,-0.0008175210076729833,51.46708030700684,0.24084030508995055,0.00289029348641634,0.008524999939836561,0.7398685216903687,0.21418513357639313,0.06686758249998093,7.442737102508545,-45.097190856933594,51.726253509521484,18.254432678222656,14.592719078063965,0.5739768039042045,12.75083992597677,0.0845889151096344,0.8372921943664551,0.0,0.0,-1.5897634029388428,-1.4943411350250244,0.20397385954856873,0.22439639270305634,0.0003,22.016647338867188
190,76000,-0.0016404471747111526,53.128839111328126,0.2461780282855034,0.003214977215975523,0.01147499994840473,0.7450810670852661,0.21414175629615784,-0.5270794630050659,7.606934547424316,-39.04782485961914,36.479103088378906,17.52415657043457,15.066370964050293,0.5340045925163661,15.321664580910124,0.10776522755622864,0.828441321849823,0.0,0.0,-1.5917413234710693,-1.492932677268982,0.20357082784175873,0.22471268475055695,0.0003,22.87766456604004
200,80000,-0.0010880147136977025,85.7960661315918,0.24572774037718773,0.0038631856441497803,0.015599999981932343,0.5989046096801758,0.21448922157287598,-0.24932220578193665,9.603591918945312,-52.56622314453125,55.908729553222656,16.461444854736328,15.163863182067871,0.5819792809462554,15.483741112601574,0.08417079597711563,1.3043546676635742,0.0,0.00025,-1.590456247329712,-1.491006851196289,0.20383258163928986,0.2251458466053009,0.0003,51.316890716552734
210,84000,-0.0019575845993165773,88.10491561889648,0.24373696982860565,0.0022209149319678545,0.00782499996945262,0.569252610206604,0.2143222838640213,1.6421668529510498,9.647055625915527,-49.55646896362305,92.56059265136719,18.665836334228516,14.6988525390625,0.5850675780749388,17.682757604988907,0.08261637389659882,1.0231599807739258,0.0,0.0,-1.5913583040237427,-1.4916737079620361,0.20364879071712494,0.22499576210975647,0.0003,37.73027038574219
220,88000,-0.001820413472165816,61.12643634796142,0.2475705261528492,0.001997262006625533,0.010749999950639903,0.6865319609642029,0.21365588903427124,0.9985728859901428,7.898902893066406,-50.24566650390625,46.202728271484375,18.294921875,14.108152389526367,0.5166870961503336,9.901193517794324,0.06730426102876663,1.2164275646209717,0.0,0.0,-1.593577265739441,-1.4955989122390747,0.2031974196434021,0.224114328622818,0.0003,26.653711318969727
230,92000,-0.0018095167542636782,38.173489818572996,0.2593148371577263,0.00248917774297297,0.01527499994263053,0.7758811116218567,0.21189096570014954,0.21393483877182007,6.282886028289795,-27.85933494567871,28.693744659423828,19.16670036315918,13.27149772644043,0.5719458314822053,7.490927701999507,0.0831507071852684,0.738793671131134,0.0,0.0,-1.6011638641357422,-1.5045362710952759,0.20166166126728058,0.2221202701330185,0.0003,17.57512664794922
240,96000,-0.002230348651302121,70.66710067749024,0.2782001367211342,0.003491931362077594,0.021174999931827188,0.6134874820709229,0.2094808965921402,0.6620215177536011,8.483000755310059,-27.48745346069336,91.92825317382812,20.755504608154297,13.644817352294922,0.544923306342355,8.69923343577529,0.09060343354940414,1.066004753112793,0.0,0.0,-1.6130236387252808,-1.5155940055847168,0.1992841362953186,0.21967767179012299,0.0003,48.79629135131836
250,100000,-0.0018520396653380878,48.26720455169678,0.30035140573978425,0.00391390873119235,0.013874999964609742,0.6972577571868896,0.20724068582057953,-0.2788320779800415,7.108178615570068,-49.829708099365234,43.33089828491211,17.966527938842773,12.918789863586426,0.5738642368287756,8.209957081435455,0.1000351756811142,1.024355173110962,0.0,0.0,-1.625234842300415,-1.5250235795974731,0.19686543941497803,0.21761593222618103,0.0003,26.41983985900879
260,104000,-0.0013096717041582461,55.05602027893067,0.31662408977746964,0.0037188157439231873,0.013549999999813735,0.6872861385345459,0.2067336142063141,0.6008572578430176,7.493200302124023,-38.34895324707031,61.62907028198242,18.115703582763672,13.399659156799316,0.5519017074922103,8.017367257455536,0.07564618438482285,1.0575714111328125,0.0,0.0,-1.632891058921814,-1.5227866172790527,0.19536393880844116,0.21810325980186462,0.0003,27.522281646728516
270,108000,-0.0025957386688061847,104.50041389465332,0.31933798640966415,0.005944760981947184,0.04490000008605421,0.5169588327407837,0.20636634528636932,-2.252958059310913,10.372745513916016,-57.74357986450195,56.47144317626953,15.006732940673828,14.92456340789795,0.62168451953979,18.111771498905973,0.08824333548545837,0.6761484146118164,0.00025,0.0005,-1.6347943544387817,-1.524452567100525,0.19499246776103973,0.2177402228116989,0.0003,48.43868637084961
280,112000,-0.0017003621345451415,32.059594039916995,0.3260189807415009,0.0030282586812973022,0.015699999989010394,0.7939629554748535,0.2054618000984192,-0.5148658156394958,5.707113742828369,-31.499025344848633,25.208452224731445,17.618059158325195,12.57314395904541,0.5893862451814147,6.9250663066330285,0.08234253525733948,0.7557148933410645,0.0,0.0,-1.6456118822097778,-1.5231268405914307,0.19289448857307434,0.21802908182144165,0.0003,12.073978424072266
