evaluation_seed,full_objective,raw_pnl,fills,buy_side_fills,sell_side_fills,total_arrivals,buy_side_arrivals,sell_side_arrivals,fill_to_arrival_ratio,mean_quoted_spread,mean_bid_depth,mean_ask_depth,spread_revenue,spread_revenue_per_fill,adverse_selection_loss,carry_jump_pnl,diffusion_pnl,decomposition_residual,running_penalty,terminal_penalty,mean_abs_inventory,terminal_abs_inventory,mean_signed_inventory,terminal_signed_inventory,max_abs_inventory,mean_bid_action,mean_ask_action,action_std_bid,action_std_ask,near_bound_rate,episode_duration,n_decision_events,reward_reconciliation_error,path_seed
290036,39.887197907573494,40.036498848659505,68,35,33,257,126,131,0.26459143968871596,2.0716375222250005,1.0155919567886853,1.0560455654363152,64.3516202031704,0.9463473559289765,19.21781094113444,-5.137511722192011,0.040201308815700824,-1.4210854715202004e-13,0.14530094108601405,0.004,3.4767441860465116,2.0,-1.321705426356589,-2.0,7.0,-0.3384010259520222,-0.31204785743891306,0.13744985518319616,0.15478525376590677,0.0,1.0,258,1.4210854715202004e-14,290036
290037,-2.2228092339548007,-2.099063965146911,59,28,31,271,127,144,0.2177121771217712,2.192543515682066,1.1135422579456755,1.079001257736391,60.49941362994713,1.0254137903380869,24.37252637601696,-38.27894659592304,0.052995376846216816,-2.5357493882438575e-13,0.11474526880788999,0.009000000000000001,2.9816176470588234,3.0,2.452205882352941,3.0,6.0,-0.2745921130121584,-0.2970935616976256,0.12230675826771321,0.10865814338585708,0.0,1.0,272,4.884981308350689e-15,290037
290038,63.39753460495592,63.49655404287654,48,26,22,277,150,127,0.17328519855595667,2.248331052422994,1.1417498328595734,1.1065812195634201,52.54516835369889,1.0946910073687268,17.27714060173977,28.2942704938092,-0.06574420289178456,0.0,0.08301943792061936,0.016,2.553956834532374,4.0,1.2805755395683454,-4.0,5.0,-0.2562165218126906,-0.27912682384875426,0.09293929417880062,0.09469620668402037,0.0,1.0,278,0.0,290038
290039,42.62573400508401,42.641631490720556,55,27,28,269,123,146,0.20446096654275092,2.1799999795377434,1.0882511672739228,1.0917488122638204,54.76833933155032,0.9957879878463695,18.706279966064294,6.588632445898855,-0.009060320664436046,1.1368683772161603e-13,0.014897485636544684,0.001,0.9185185185185185,1.0,0.1111111111111111,1.0,3.0,-0.29106778469224387,-0.28878927281409045,0.1174846311374349,0.12220927690575392,0.0,1.0,270,1.4210854715202004e-14,290039
290040,51.68294408047912,51.72970912735201,62,31,31,263,136,127,0.23574144486692014,1.9883220040772636,0.9860407570019617,1.0022812470753015,54.378532276407256,0.8770731012323751,13.323732646306532,10.648896305764822,0.026013191486459995,0.0,0.04676504687289231,0.0,1.6893939393939394,0.0,-1.0075757575757576,0.0,5.0,-0.35765191045351413,-0.34707217762013004,0.15980919853915174,0.15129134655474163,0.0,1.0,264,1.4210854715202004e-14,290040
290041,14.62908915695959,14.846329162780307,49,28,21,250,134,116,0.196,2.287164255986245,1.1161180217379163,1.1710462342483283,54.85649351089243,1.1195202757324985,19.210627949366305,-20.87001895941975,0.0704825606742181,-2.8421709430404007e-13,0.16824000582071652,0.049,3.4223107569721116,7.0,-3.350597609561753,-7.0,8.0,-0.2729141530096738,-0.23713162361855158,0.07352523755966715,0.07510834522832274,0.0,1.0,251,1.4210854715202004e-14,290041
290042,67.42207949759468,67.75478837105322,61,34,27,282,152,130,0.21631205673758866,2.1302399497456856,1.0191860649411841,1.1110538848045015,63.761133655797906,1.0452644861606215,20.968168330435834,25.01702416471226,-0.05520111902099027,-1.2789769243681803e-13,0.2837088734585371,0.049,5.219081272084805,7.0,-5.219081272084805,-7.0,9.0,-0.33605967394503194,-0.2762131430983505,0.13236630354592024,0.1338231309302493,0.0,1.0,283,1.4210854715202004e-14,290042
290043,66.34883675440624,66.40217114620818,65,33,32,274,136,138,0.23722627737226276,1.8439892681266277,0.9213382755749829,0.9226509925516446,54.85635046158945,0.8439438532552224,14.79784534585544,26.335162697062497,0.008503333411710019,-4.263256414560601e-14,0.052334391801932306,0.001,1.6981818181818182,1.0,0.3018181818181818,-1.0,6.0,-0.399801806427291,-0.3989466478183933,0.16089875917939994,0.1638122078449364,0.0,1.0,275,2.842170943040401e-14,290043
290044,52.593779024209105,52.62269027861247,80,40,40,314,141,173,0.25477707006369427,2.0768522001283705,1.0493584719262055,1.027493728202165,75.45563868974844,0.9431954836218555,21.866729583072306,-0.9830741964635613,0.01685536839991656,-2.1316282072803006e-14,0.028911254403364332,0.0,1.3587301587301588,0.0,0.9206349206349206,0.0,5.0,-0.3164041091560309,-0.33064771547739974,0.14401608784976533,0.1435651337710324,0.0,1.0,315,7.105427357601002e-15,290044
290045,67.91272294567598,67.95894108089206,54,26,28,281,145,136,0.19217081850533807,2.122459138807868,1.0687254174523513,1.053733721355517,52.57616461095036,0.9736326779805622,17.841797872078708,33.24428017704925,-0.0197058350290506,2.1316282072803006e-13,0.042218135216072705,0.004,1.7092198581560283,2.0,0.9645390070921985,2.0,5.0,-0.30378767279604174,-0.3135538891298806,0.13563603880017638,0.13303153241495855,0.0,1.0,282,2.842170943040401e-14,290045
290046,17.819814176958474,18.591302675748068,85,43,42,290,154,136,0.29310344827586204,1.8711538694515293,0.8652144061094991,1.0059394633420302,72.5657414381432,0.8537146051546259,16.162746761715173,-37.73339783261451,-0.07829416806449556,-9.663381206337363e-13,0.7704884987895916,0.001,7.965635738831615,1.0,-7.965635738831615,-1.0,14.0,-0.43636323664516813,-0.34468906291275675,0.16437535231067527,0.1624968600291766,0.0,1.0,291,0.0,290046
290047,38.76395297915209,38.82268410598806,69,32,37,284,143,141,0.24295774647887325,2.0550687898935376,1.0250643889792692,1.0300044009142684,65.1391587666184,0.9440457792263536,22.811233343567732,-3.5199423530510163,0.01470103598860788,-1.9184653865522705e-13,0.03373112683597164,0.025,1.3087719298245615,5.0,0.1368421052631579,5.0,6.0,-0.33223028840616264,-0.3290121585203029,0.1415729631244365,0.15348914986951517,0.0,1.0,285,7.105427357601002e-15,290047
290048,89.91015965841984,89.96865245280725,91,47,44,286,144,142,0.3181818181818182,1.984260258888702,0.9779517890945147,1.006308469794187,82.20544647814717,0.9033565547049139,22.82387030686505,30.569966939886843,0.017109341638347833,-5.684341886080802e-14,0.04949279438739861,0.009000000000000001,1.8606271777003485,3.0,-1.0662020905923344,-3.0,7.0,-0.3629214016432588,-0.34444867671381824,0.15096908456959426,0.16329129843914603,0.0,1.0,287,9.947598300641403e-14,290048
290049,16.54183736504788,16.577697443289665,54,27,27,264,124,140,0.20454545454545456,2.056105564817688,1.0387866305655338,1.017318934252154,50.011052547532145,0.9261306027320768,16.037792462088927,-17.382923704398184,-0.012638937755639434,2.7355895326763857e-13,0.03586007824178462,0.0,1.3886792452830188,0.0,1.0566037735849056,0.0,5.0,-0.32329104770577544,-0.3372760007778892,0.15057032474145113,0.1428183456739014,0.0,1.0,265,1.4210854715202004e-14,290049
290050,53.88806937488029,53.93445966483375,60,32,28,256,120,136,0.234375,2.1436210548796835,1.0655989125571952,1.078022142322488,56.43834226418213,0.9406390377363689,15.117833093028425,12.634827774039689,-0.020877280359627326,-1.4210854715202004e-14,0.030390289953469492,0.016,1.4863813229571985,4.0,-0.9727626459143969,-4.0,4.0,-0.30582440853145665,-0.29773139832973256,0.12422090759970468,0.13416625586026698,0.0,1.0,257,2.842170943040401e-14,290050
