architecture_a,architecture_b,metric,n_seeds,mean_matched_seed_diff,sd_matched_seed_diff,se_matched_seed_diff,bootstrap_ci_lo,bootstrap_ci_hi,bootstrap_ci_contains_zero,n_seeds_favouring_a,n_seeds_favouring_b,n_seeds_tied,per_seed_diffs
hamilton_ppo,return_mlp_ppo,full_objective,5,-2.5847050447469213,3.8839443503429774,1.736952717638631,-5.85829405398317,0.22757614569031404,True,1,4,0,"[np.float64(-4.391993), np.float64(2.349292), np.float64(-1.305076), np.float64(-8.057746), np.float64(-1.518002)]"
hamilton_ppo,return_mlp_ppo,raw_pnl,5,-3.986120200807612,4.670099907520919,2.0885321709864515,-7.5894925269157785,-0.1308648442832876,False,1,4,0,"[np.float64(-5.545365), np.float64(2.387987), np.float64(-1.783284), np.float64(-10.206271), np.float64(-4.783668)]"
hamilton_ppo,return_mlp_ppo,fills,5,-6.900799999999999,12.1565971060984,5.43659550086265,-15.8988,3.124799999999999,True,1,4,0,"[np.float64(-10.534), np.float64(-1.584), np.float64(10.188), np.float64(-22.668), np.float64(-9.906)]"
hamilton_ppo,return_mlp_ppo,fill_to_arrival_ratio,5,-0.024565236805839035,0.0433218604848739,0.019374124991188006,-0.05706736570442763,0.011154700625271663,True,1,4,0,"[np.float64(-0.037382), np.float64(-0.005627), np.float64(0.036327), np.float64(-0.080776), np.float64(-0.035368)]"
hamilton_ppo,return_mlp_ppo,mean_quoted_spread,5,0.10458533172986942,0.31742284306161156,0.14195581093940218,-0.14393422513374005,0.37538813820159966,True,4,1,0,"[np.float64(0.215456), np.float64(0.037619), np.float64(-0.324249), np.float64(0.550297), np.float64(0.043803)]"
hamilton_ppo,return_mlp_ppo,spread_revenue,5,-1.1052993181376238,5.5233769029453725,2.470129244067622,-5.568603803248088,3.1690326001472515,True,2,3,0,"[np.float64(-3.356559), np.float64(-0.563042), np.float64(5.994163), np.float64(-8.88667), np.float64(1.285613)]"
hamilton_ppo,return_mlp_ppo,spread_revenue_per_fill,5,0.14133414358642588,0.18394402065120824,0.08226226684614535,0.004337656757614657,0.276968425185329,False,4,1,0,"[np.float64(0.182634), np.float64(0.036737), np.float64(-0.113804), np.float64(0.359286), np.float64(0.241819)]"
hamilton_ppo,return_mlp_ppo,adverse_selection_loss,5,-2.089061574577717,4.852074510097109,2.1699136872942253,-5.625837481966005,2.0457365078509127,True,1,4,0,"[np.float64(-3.751478), np.float64(-1.090493), np.float64(5.254993), np.float64(-8.090182), np.float64(-2.768148)]"
hamilton_ppo,return_mlp_ppo,running_penalty,5,-1.143131956060682,1.0086606746453535,0.4510867669475618,-1.9259317484813245,-0.38524622390188457,False,1,4,0,"[np.float64(-1.013374), np.float64(0.016875), np.float64(-0.473304), np.float64(-1.711554), np.float64(-2.534304)]"
hamilton_ppo,return_mlp_ppo,terminal_penalty,5,-0.2582832,0.3210854436270819,0.14359377570716636,-0.5271924,-0.021233200000000008,False,1,4,0,"[np.float64(-0.139998), np.float64(0.02182), np.float64(-0.004904), np.float64(-0.436972), np.float64(-0.731362)]"
hamilton_ppo,return_mlp_ppo,mean_abs_inventory,5,-4.682124227812773,3.3639688922963695,1.5044126234738702,-7.178415766636343,-2.0454954282961855,False,1,4,0,"[np.float64(-5.250179), np.float64(0.09096), np.float64(-2.930453), np.float64(-6.838701), np.float64(-8.482249)]"
hamilton_ppo,return_mlp_ppo,action_std_bid,5,-0.0408561925915291,0.0407314243077533,0.018215646714504735,-0.07396455355236811,-0.010025369098591357,False,1,4,0,"[np.float64(-0.094353), np.float64(-0.015796), np.float64(0.004629), np.float64(-0.027793), np.float64(-0.070968)]"
hamilton_ppo,return_mlp_ppo,action_std_ask,5,-0.04765960710275572,0.017648243818400435,0.007892534572286765,-0.060780470096553595,-0.0331002844879779,False,0,5,0,"[np.float64(-0.068674), np.float64(-0.057702), np.float64(-0.023514), np.float64(-0.037256), np.float64(-0.051152)]"
hamilton_ppo,return_lstm_ppo,full_objective,5,-0.7059460616825163,3.9907565575790342,1.7847205888799547,-3.727401891475445,2.5209490808068082,True,2,3,0,"[np.float64(-4.815883), np.float64(2.553911), np.float64(4.44708), np.float64(-3.290405), np.float64(-2.424432)]"
hamilton_ppo,return_lstm_ppo,raw_pnl,5,-1.2295201748750557,4.73799541673719,2.1188959657813604,-4.74484250727911,2.6640139592529066,True,2,3,0,"[np.float64(-6.324576), np.float64(2.774013), np.float64(4.75602), np.float64(-3.722002), np.float64(-3.631055)]"
hamilton_ppo,return_lstm_ppo,fills,5,-4.805600000000001,12.85847676826458,5.750485628188282,-14.1724,6.256799999999997,True,2,3,0,"[np.float64(-13.146), np.float64(1.548), np.float64(14.294), np.float64(-8.878), np.float64(-17.846)]"
hamilton_ppo,return_lstm_ppo,fill_to_arrival_ratio,5,-0.017121634359448253,0.045831028324651024,0.020496258962527596,-0.050492476339697334,0.018959452169072716,True,2,3,0,"[np.float64(-0.046787), np.float64(0.005457), np.float64(0.050988), np.float64(-0.031643), np.float64(-0.063623)]"
hamilton_ppo,return_lstm_ppo,mean_quoted_spread,5,0.09060384770313305,0.3238014531519751,0.14480841209220596,-0.18801306591722566,0.3134767084544182,True,3,2,0,"[np.float64(0.250957), np.float64(-0.040113), np.float64(-0.409863), np.float64(0.238607), np.float64(0.413432)]"
