source,policy,learner_seed,checkpoint_transition,n_paths,mean_bid_action,mean_ask_action,action_std_bid,action_std_ask,near_bound_rate_deterministic,stochastic_action_std_bid,stochastic_action_std_ask,near_bound_rate_stochastic,stochastic_full_objective
validation,hamilton_ppo,2.0,96000.0,50,-0.0258017768199324,-0.0012218825716863,0.0162569568930409,0.0337750355205465,0.0,0.1997658903340969,0.221023487904141,0.0,30.49676501134361
validation,hamilton_ppo,2.0,112000.0,50,0.0052282514132637,-0.0217103040038621,0.031419017318846,0.0451566548286482,0.0,0.195605864687472,0.2206495674182433,0.0,34.89456263402346
validation,hamilton_ppo,2.0,128000.0,50,0.0243450825344137,-0.0287528904409641,0.0212472540649715,0.049882406392384,0.0,0.1966090759825457,0.2213350787602329,0.0,31.694571073976185
validation,hamilton_ppo,2.0,144000.0,50,0.0083247476128854,-0.0399978331003977,0.0167549120612119,0.0518982701717329,0.0,0.1900684402432743,0.2185042619178928,7.168458781362e-05,32.98744230535886
validation,hamilton_ppo,2.0,160000.0,50,-0.0021906339465809,-0.0306272859854452,0.0166653354080172,0.0520853788083671,0.0,0.1863047500153891,0.2153710350304584,0.0,30.29266720591393
validation,hamilton_ppo,2.0,176000.0,50,-0.0035675650340215,-0.0396917905196367,0.015708544527868,0.045468989779856,0.0,0.1874340981549407,0.2116256518739595,0.0,27.87157296372821
validation,hamilton_ppo,2.0,192000.0,50,-0.0021622752421525,-0.0478318122628529,0.0254458224892188,0.0306014964348581,0.0,0.1876714201060434,0.207012444929541,0.0,32.17877560954732
validation,hamilton_ppo,2.0,200000.0,50,-0.0219332803793343,-0.0590928841585963,0.0154716813179756,0.0325724016859256,0.0,0.1871548428192082,0.2029306602561337,0.0,29.62171730126766
validation,hamilton_ppo,2.0,300000.0,50,0.0060317265473067,-0.0979356673038693,0.0301689314896338,0.0472321704956787,0.0,0.1860627946101056,0.1927615442585899,0.0,33.83941245559206
validation,hamilton_ppo,2.0,400000.0,50,-0.0676513097510397,-0.1793246178395232,0.0583952528119444,0.0741835486589234,0.0,0.1893888544325185,0.2013239831359891,0.0001485093954923,29.24595341274262
validation,hamilton_ppo,2.0,500000.0,50,-0.0142562888910737,-0.2144224021128145,0.053629615790785,0.0731335984542498,0.0,0.1726384058322296,0.1898891697150648,0.0001370650707035,28.91377411567816
