init_seed,epoch,train_mse,val_mse
0,53,3.5536688166092145e-05,5.1049410103587434e-05
0,54,3.3624893262982485e-05,3.566616942407563e-05
0,55,3.551313807439508e-05,3.46780834661331e-05
0,56,3.117061160342147e-05,3.120622568530962e-05
0,57,3.0201472598264804e-05,2.946739550679922e-05
0,58,2.9036528847565567e-05,3.065410055569373e-05
0,59,3.1041969187557496e-05,2.843609581759665e-05
0,60,2.82497954665754e-05,3.1369861972052604e-05
0,61,2.7466721874020535e-05,2.834882980096154e-05
0,62,2.6026135252460617e-05,2.3872773454058915e-05
0,63,2.5772283622878553e-05,3.510659735184163e-05
0,64,2.4841372224054203e-05,2.2421461835619994e-05
0,65,2.2734168924044626e-05,2.627861249493435e-05
0,66,2.121097160361473e-05,1.938112109201029e-05
0,67,2.0280919073777328e-05,2.0888694052700885e-05
0,68,1.8413395543790096e-05,1.84266573342029e-05
0,69,1.760326782444886e-05,2.1889583877054974e-05
0,70,1.8189174417291023e-05,1.8408838514005765e-05
0,71,1.687027819295331e-05,1.54299741552677e-05
0,72,1.9175933062262584e-05,2.0347597455838695e-05
0,73,1.5627245716506832e-05,1.66383215400856e-05
0,74,1.6976835290591318e-05,2.442762161081191e-05
0,75,1.6314572668355285e-05,1.6530420907656662e-05
0,76,1.430499345385256e-05,1.3067511645203922e-05
0,77,1.4533065779824699e-05,1.2569509635795839e-05
0,78,1.821201528687017e-05,1.7013155229506083e-05
0,79,1.2984265190901819e-05,1.6839652744238265e-05
1,0,0.013298544823841777,0.00043177211773581803
1,1,0.00036605032753830673,0.00033900488051585853
1,2,0.00031452106008843803,0.00031039080931805074
1,3,0.0002863377137734667,0.00029133824864402413
1,4,0.00025856575609874984,0.00025155371986329556
1,5,0.00023285321488374701,0.0002422010584268719
1,6,0.00020860224040878701,0.00021969461522530764
1,7,0.00018580762130754243,0.00019212586630601436
1,8,0.00016674616182354608,0.00017126371676567942
1,9,0.00014793576272559153,0.00015687078121118248
1,10,0.0001336046592357694,0.00014182411541696638
1,11,0.00012170895972992041,0.00012991590483579785
1,12,0.00011187010709058079,0.00012265318946447223
1,13,0.00010305829059687176,0.00011348263797117397
1,14,9.777358624162748e-05,0.00010869270045077428
1,15,9.191772828489879e-05,0.00010476216993993148
1,16,8.77399682479851e-05,9.695359040051699e-05
1,17,8.394513498364496e-05,9.184244117932394e-05
1,18,8.170348003124236e-05,0.00010134369222214445
1,19,8.144474668865305e-05,8.936557424021885e-05
1,20,7.947697507069467e-05,8.695828728377819e-05
1,21,7.563164134871901e-05,8.306428208015859e-05
1,22,7.420901392777875e-05,8.18050975794904e-05
1,23,7.22899379739367e-05,8.168358181137592e-05
1,24,7.076742546353065e-05,7.774076220812276e-05
1,25,7.047075507620754e-05,7.716384425293654e-05
1,26,6.952459302913413e-05,8.050680480664596e-05
1,27,6.880441656763751e-05,7.76289525674656e-05
1,28,6.670124408350808e-05,7.25303398212418e-05
1,29,6.615565678546699e-05,8.305180381285027e-05
1,30,6.681578296933218e-05,6.94095651851967e-05
1,31,6.323731862851152e-05,7.231030031107366e-05
1,32,6.236631257903163e-05,6.90571396262385e-05
1,33,6.0718872215218864e-05,6.675671465927735e-05
1,34,6.0604663178193125e-05,6.43010571366176e-05
1,35,6.597151204609607e-05,6.224207754712552e-05
1,36,5.712999289049745e-05,7.348618237301707e-05
1,37,5.8920005268963365e-05,6.152746937004849e-05
1,38,5.8101880588551864e-05,5.964619413134642e-05
1,39,5.567813717789771e-05,5.82044267503079e-05
1,40,5.551491283817234e-05,6.168489926494658e-05
1,41,5.803107652584302e-05,6.743938138242811e-05
1,42,5.7466022547077115e-05,5.411877646110952e-05
1,43,5.12124062958045e-05,5.6101609516190365e-05
1,44,5.114457753365512e-05,5.312793655321002e-05
1,45,4.8090383960740964e-05,5.433194382931106e-05
1,46,4.741046625002959e-05,4.808549419976771e-05
1,47,4.6440969049656805e-05,4.908153641736135e-05
1,48,4.5369753238829205e-05,5.2114024583715945e-05
1,49,4.611228237363518e-05,5.030651300330646e-05
1,50,4.7076689855561626e-05,6.419009150704369e-05
1,51,4.243876284734672e-05,4.342490137787536e-05
1,52,4.241178543088035e-05,5.667665391229093e-05
1,53,4.1567557656710554e-05,4.099721263628453e-05
1,54,4.254996040523712e-05,4.001663546659984e-05
1,55,3.899737652836322e-05,3.876970731653273e-05
1,56,3.721637379806677e-05,4.266081305104308e-05
1,57,3.575795251215356e-05,3.619780909502879e-05
1,58,3.71140719626338e-05,4.434969378053211e-05
1,59,3.741246413146164e-05,3.380772250238806e-05
1,60,3.50538243344908e-05,3.5427070542937145e-05
1,61,3.30012331900814e-05,3.297089278930798e-05
1,62,3.314638345058424e-05,4.43838544015307e-05
1,63,3.333260798266589e-05,3.191774521837942e-05
1,64,3.259281010149976e-05,3.5417786421021447e-05
1,65,3.062971484544227e-05,2.917794517998118e-05
1,66,3.0237535873839103e-05,2.9792196073685773e-05
1,67,2.9798375134296136e-05,2.8939344701939262e-05
1,68,3.004315735152043e-05,2.7553636755328625e-05
1,69,3.268458228111465e-05,2.615028279251419e-05
1,70,2.942443002159024e-05,2.7472666261019185e-05
1,71,2.6013657428496753e-05,3.245717743993737e-05
1,72,2.653072313871635e-05,2.8091439162380993e-05
1,73,2.3650361278508468e-05,2.465471152390819e-05
1,74,2.4632951801266858e-05,2.152835986635182e-05
1,75,2.7516450118396436e-05,3.402379297767766e-05
1,76,2.4092145732641567e-05,2.1326786736608483e-05
1,77,2.3108139013646145e-05,1.8912087398348376e-05
1,78,1.800742633003601e-05,2.1271691366564482e-05
1,79,1.7851639945755363e-05,1.6617666915408336e-05
2,0,0.01646224211746445,0.0004945739055983722
2,1,0.00042230569359633964,0.0003790514019783586
2,2,0.0003655308288644702,0.00034701076219789684
2,3,0.0003387965651057612,0.0003299150266684592
2,4,0.00031184708282030153,0.00029513315530493855
2,5,0.0002853260549373294,0.0002732663124334067
2,6,0.00026033157331698594,0.00024937649141065776
2,7,0.00023538492176732333,0.0002183732867706567
2,8,0.00021406825511288076,0.00020084982679691166
2,9,0.00019056125729577183,0.0001824136561481282
2,10,0.00017103045684782416,0.00016429579409305006
2,11,0.0001537987185723659,0.00015357114898506552
2,12,0.0001378945769947772,0.00013016132288612425
2,13,0.00012547948638229022,0.00011879049998242408
2,14,0.00011472048158356549,0.0001125256167142652
2,15,0.00010585895954336152,0.0001030561252264306
2,16,9.838497918004919e-05,9.970837709261104e-05
2,17,9.376727184171494e-05,9.097338624997064e-05
2,18,8.846583921232236e-05,8.806950791040435e-05
2,19,8.542325100865326e-05,8.588912896811962e-05
2,20,8.31278120378649e-05,8.415130287175998e-05
2,21,8.10901914248949e-05,8.466802682960406e-05
2,22,7.752963327414555e-05,8.508277096552774e-05
2,23,7.68822759851285e-05,8.298295870190486e-05
2,24,7.46302175101004e-05,8.032422192627564e-05
2,25,7.283987059553057e-05,7.64965225243941e-05
2,26,7.287380998269229e-05,7.699332491029054e-05
2,27,7.175052200260821e-05,7.588710286654532e-05
2,28,7.129627323778588e-05,7.207838643807918e-05
2,29,6.946785108115979e-05,8.910850738175213e-05
2,30,7.136753134673061e-05,7.266533066285774e-05
2,31,6.997095424878685e-05,7.45164361433126e-05
2,32,6.794730703005342e-05,7.049534906400368e-05
2,33,6.453195386952049e-05,6.945858331164345e-05
2,34,6.540555763812337e-05,7.92320424807258e-05
2,35,6.863631595649549e-05,7.013051799731329e-05
2,36,6.312247160603884e-05,6.606465467484668e-05
2,37,6.185226758624506e-05,6.729767483193427e-05
2,38,6.236396345651719e-05,6.645691610174254e-05
2,39,6.121987339215706e-05,6.66203850414604e-05
2,40,6.29013716899472e-05,6.405079329852015e-05
2,41,6.331713789566093e-05,6.125863728811964e-05
2,42,5.9812425017902304e-05,6.349987233988941e-05
2,43,5.775775626075457e-05,7.182997796917334e-05
2,44,6.509905078007214e-05,7.29503299226053e-05
2,45,5.6211152272775336e-05,6.0153328377055004e-05
2,46,5.6282239875767945e-05,6.174893496790901e-05
2,47,5.752156208076334e-05,5.6742006563581526e-05
2,48,5.572517928551352e-05,6.327957817120478e-05
2,49,5.30370592937062e-05,5.527853863895871e-05
2,50,5.4540750979566845e-05,5.8063960750587285e-05
2,51,5.3116982855489206e-05,6.917244172655046e-05
2,52,5.343810097333067e-05,5.787568079540506e-05
2,53,5.163270368518075e-05,5.322499055182561e-05
2,54,5.023335883078817e-05,5.061805131845176e-05
2,55,4.9297524211124865e-05,5.348904596758075e-05
2,56,4.6336630254165444e-05,6.662042869720608e-05
2,57,4.84277774553851e-05,4.994084520149045e-05
2,58,4.5331782524416484e-05,4.555137638817541e-05
2,59,4.460753173099575e-05,4.355899363872595e-05
2,60,4.205435128785745e-05,4.6033910621190444e-05
2,61,4.194401419666213e-05,4.5904489525128156e-05
2,62,5.462450066814299e-05,5.8611254644347355e-05
2,63,4.2044293484771485e-05,3.923073745681904e-05
2,64,4.57356833858841e-05,4.601021282724105e-05
2,65,4.5851236788222295e-05,4.109480869374238e-05
2,66,3.6511988623968765e-05,4.5764652895741165e-05
2,67,3.9563319267071914e-05,4.604941568686627e-05
2,68,3.5619624173975776e-05,3.672704042401165e-05
2,69,3.6654427315742746e-05,3.7359575799200684e-05
2,70,3.665594884369015e-05,4.6311422920553014e-05
2,71,3.178198156586196e-05,3.3164025808218867e-05
2,72,3.270139162891603e-05,4.033395816804841e-05
2,73,3.0032295313507097e-05,2.831201891240198e-05
2,74,2.4311903687020175e-05,2.6424964744364843e-05
2,75,2.1499889215316067e-05,2.5185869162669405e-05
2,76,2.3501356715772945e-05,2.3106826120056212e-05
2,77,2.4172860436225028e-05,2.1788087906315923e-05
2,78,2.3753006244828915e-05,2.4913413653848693e-05
2,79,1.8475115323205594e-05,2.0183933884254657e-05
