full_objective,raw_pnl,fills,buy_side_fills,sell_side_fills,total_arrivals,buy_side_arrivals,sell_side_arrivals,fill_to_arrival_ratio,mean_quoted_spread,mean_bid_depth,mean_ask_depth,spread_revenue,spread_revenue_per_fill,adverse_selection_loss,carry_jump_pnl,diffusion_pnl,decomposition_residual,running_penalty,terminal_penalty,mean_abs_inventory,terminal_abs_inventory,mean_signed_inventory,terminal_signed_inventory,mean_abs_inventory_event_weighted,mean_signed_inventory_event_weighted,max_abs_inventory,mean_bid_action,mean_ask_action,action_std_bid,action_std_ask,near_bound_rate,episode_duration,n_decision_events,reward_reconciliation_error,time_avg_signed_inventory,time_avg_abs_inventory,integrated_squared_inventory,rms_inventory,terminal_inventory,abs_terminal_inventory,squared_terminal_inventory,n_inventory_boundary_contacts,total_bid_fills,total_ask_fills,total_fills,terminal_mtm_wealth_pre_penalty,running_penalty_contribution,terminal_penalty_contribution,final_realised_objective,policy,architecture,penalty_calibration,learner_seed,holdout_episode_seed
62.89852791976109,63.03364776343494,61,34,27,278,130,148,0.21942446043165467,2.118149204578544,1.0507504864412098,1.0673987181373341,61.11543917664575,1.0018924455187828,18.625351085498185,20.558963897372454,-0.015404225084929444,-1.4921397450962104e-13,0.08611984367385535,0.049,2.086021505376344,7.0,-1.5842293906810037,-7.0,2.086021505376344,-1.5842293906810037,8.0,-0.31549729282213756,-0.3046519400835277,0.13753456117673732,0.1338865252421154,0.0,1.0,279,2.1316282072803006e-14,-1.6487834060428814,2.1341900177482005,8.611984367385531,2.9346182660416895,-7.0,7.0,49.0,0,27,34,61,63.03364776343494,0.08611984367385535,0.049,62.89852791976109,belief_weighted,analytical_belief_weighted,original,,290010
95.21000092922434,95.37896137998177,67,31,36,265,133,132,0.2528301886792453,1.883797232222545,0.9562290858090112,0.9275681464135335,57.34465659592253,0.8558903969540677,13.305383774242056,51.290169823546925,0.04951873475465804,-2.8421709430404007e-13,0.14396045075743988,0.025,3.556390977443609,5.0,2.345864661654135,5.0,3.556390977443609,2.345864661654135,7.0,-0.37707247689663276,-0.39574340863506235,0.15837167827498483,0.16913306402808467,0.0,1.0,266,5.684341886080802e-14,2.2511044148768375,3.412716408357464,14.396045075743984,3.7942120493910174,5.0,5.0,25.0,0,36,31,67,95.37896137998177,0.14396045075743988,0.025,95.21000092922434,belief_weighted,analytical_belief_weighted,original,,290011
129.21384869563656,129.4938200570226,56,29,27,280,133,147,0.2,2.1216554290640213,1.0182449785951904,1.103410450468831,54.33260972737399,0.970225173703107,15.412665559249163,90.52879415809439,0.04508173080316793,2.2737367544323206e-13,0.2759713613860421,0.004,4.419928825622776,2.0,-4.419928825622776,-2.0,4.419928825622776,-4.419928825622776,9.0,-0.33667273685562094,-0.2811923951305076,0.13475523396023298,0.13658418311019419,0.0,1.0,281,2.842170943040401e-14,-4.7414476998876545,4.7414476998876545,27.59713613860424,5.253297644204471,-2.0,2.0,4.0,0,27,29,56,129.4938200570226,0.2759713613860421,0.004,129.21384869563656,belief_weighted,analytical_belief_weighted,original,,290012
54.72515199519266,54.821798151009034,70,32,38,263,127,136,0.2661596958174905,1.8827558843875938,0.9288037964754569,0.953952087912137,57.46859760166244,0.8209799657380348,12.707934206924579,10.085378806097847,-0.02424404982658916,-8.526512829121202e-14,0.060646155816373795,0.036000000000000004,2.018939393939394,6.0,-0.7310606060606061,6.0,2.018939393939394,-0.7310606060606061,6.0,-0.3949384546298775,-0.3785558083295099,0.15459294248533023,0.17013763504541313,0.0,1.0,264,0.0,-0.8542067054900182,2.05113988377854,6.064615581637378,2.4626440225167294,6.0,6.0,36.0,0,38,32,70,54.821798151009034,0.060646155816373795,0.036000000000000004,54.72515199519266,belief_weighted,analytical_belief_weighted,original,,290013
-43.13392685999155,-42.766944728266,90,45,45,267,141,126,0.33707865168539325,1.712135302683671,0.8098638847609368,0.9022714179227342,71.12943213942776,0.7903270237714196,10.630647486514146,-103.17220615783692,-0.09352322334229539,-3.907985046680551e-13,0.3669821317255474,0.0,5.201492537313433,0.0,-3.8955223880597014,0.0,5.201492537313433,-3.8955223880597014,11.0,-0.47242087563339086,-0.41222275302570016,0.139449601598814,0.17929256082420192,0.0,1.0,268,2.1316282072803006e-14,-3.5701795327172463,5.04711556105873,36.69821317255479,6.057905015147958,0.0,0.0,0.0,0,45,45,90,-42.766944728266,0.3669821317255474,0.0,-43.13392685999155,belief_weighted,analytical_belief_weighted,original,,290014
79.69723624794614,79.89834447801123,63,32,31,291,143,148,0.21649484536082475,2.1712239321573827,1.1213994481917642,1.0498244839656183,64.4908150607884,1.0236637311236254,24.71256069427685,40.12954245538991,-0.009452343889695503,-5.542233338928781e-13,0.2001082300650886,0.001,4.078767123287672,1.0,3.1883561643835616,-1.0,4.078767123287672,3.1883561643835616,9.0,-0.26947361146144805,-0.31610052947020445,0.13237909076233267,0.11570548169340857,0.0,1.0,292,1.4210854715202004e-14,2.7499869868184432,3.806111117631717,20.010823006508858,4.473345840253004,-1.0,1.0,1.0,0,31,32,63,79.89834447801123,0.2001082300650886,0.001,79.69723624794614,belief_weighted,analytical_belief_weighted,original,,290015
49.70399630549231,49.76030109889261,52,26,26,273,144,129,0.19047619047619047,2.2695901814271355,1.1336407044153525,1.1359494770117833,56.714935681679535,1.0906718400322988,22.109089207901256,15.125193589926532,0.02926103518819564,-3.979039320256561e-13,0.05630479340030348,0.0,1.8430656934306568,0.0,-0.7481751824817519,0.0,1.8430656934306568,-0.7481751824817519,5.0,-0.2614991464172456,-0.2599951156193464,0.08584489576772063,0.08493238623105107,0.0,1.0,274,2.1316282072803006e-14,-0.8049137254364537,1.800715720535411,5.6304793400303454,2.372863110259491,0.0,0.0,0.0,0,26,26,52,49.76030109889261,0.05630479340030348,0.0,49.70399630549231,belief_weighted,analytical_belief_weighted,original,,290016
75.78362282457981,76.3665388561559,71,31,40,281,140,141,0.2526690391459075,1.9834443206232526,1.0320574802908782,0.9513868403323746,63.34222927013434,0.8921440742272442,18.12541181130484,31.082106407517358,0.06761498980888496,1.4210854715202004e-13,0.50191603157608,0.081,5.911347517730497,9.0,5.599290780141844,9.0,5.911347517730497,5.599290780141844,12.0,-0.32767469695404644,-0.38022691763241884,0.16064577612149206,0.1513896832011325,0.0,1.0,282,0.0,5.9944933849702124,6.236279778980219,50.191603157607986,7.084603246308715,9.0,9.0,81.0,0,40,31,71,76.3665388561559,0.50191603157608,0.081,75.78362282457981,belief_weighted,analytical_belief_weighted,original,,290017
55.35604528314696,55.639913452936696,64,30,34,278,132,146,0.2302158273381295,2.2568836670891743,1.1707305320555128,1.0861531350336617,68.78612661083025,1.0747832282942227,19.59900053198867,6.369106461818759,0.0836809122774773,-1.1297629498585593e-12,0.26786816978973327,0.016,4.903225806451613,4.0,4.903225806451613,4.0,4.903225806451613,4.903225806451613,8.0,-0.2373372851989492,-0.29243453042944445,0.0958578705874155,0.08761784213285537,0.0,1.0,279,5.684341886080802e-14,4.777558291975401,4.777558291975401,26.786816978973313,5.175598224260971,4.0,4.0,16.0,0,34,30,64,55.639913452936696,0.26786816978973327,0.016,55.35604528314696,belief_weighted,analytical_belief_weighted,original,,290018
25.38335469232614,25.401003221330583,49,24,25,302,161,141,0.16225165562913907,2.3286395694616204,1.1580002645401632,1.1706393049214574,56.67657975655531,1.1566648929909247,25.038371271035594,-6.235119812418316,-0.002085451770944101,1.2434497875801753e-13,0.016648529004441994,0.001,1.0,1.0,-0.48514851485148514,1.0,1.0,-0.48514851485148514,3.0,-0.24563031260155183,-0.23739671436032828,0.03811531408602153,0.0374086543460039,0.0,1.0,303,1.0658141036401503e-14,-0.5316334089401124,1.042790729101514,1.6648529004441994,1.2902917888773064,1.0,1.0,1.0,0,25,24,49,25.401003221330583,0.016648529004441994,0.001,25.38335469232614,belief_weighted,analytical_belief_weighted,original,,290019
-7.193382475308317,-6.927869108970299,54,24,30,289,138,151,0.18685121107266436,2.1494282711669594,1.1153269158714842,1.034101355295475,53.75446742045339,0.9954531003787664,13.303307023841661,-47.43483528486877,0.05580577928675439,-1.1546319456101628e-14,0.2295133663380181,0.036000000000000004,4.613793103448276,6.0,4.613793103448276,6.0,4.613793103448276,4.613793103448276,7.0,-0.2734295123782631,-0.3263432314997515,0.13389701245000576,0.12465560625299624,0.0,1.0,290,9.769962616701378e-15,4.481198701338194,4.481198701338194,22.951336633801823,4.7907553301960455,6.0,6.0,36.0,0,30,24,54,-6.927869108970299,0.2295133663380181,0.036000000000000004,-7.193382475308317,belief_weighted,analytical_belief_weighted,original,,290020
-59.74832570258916,-59.65561213245968,50,23,27,297,143,154,0.16835016835016836,2.2771060489770316,1.1414591953265627,1.1356468536504691,55.37199590979766,1.1074399181959533,24.46908655048232,-90.55475254324892,-0.0037689485261574425,5.684341886080802e-14,0.07671357012948762,0.016,2.3221476510067114,4.0,1.1006711409395973,4.0,2.3221476510067114,1.1006711409395973,6.0,-0.25640585522792186,-0.2601922571032179,0.07697477569590866,0.08283535733198949,0.0,1.0,298,1.4210854715202004e-14,0.9129815694122013,2.3272411630447873,7.67135701294876,2.76972146847815,4.0,4.0,16.0,0,27,23,50,-59.65561213245968,0.07671357012948762,0.016,-59.74832570258916,belief_weighted,analytical_belief_weighted,original,,290021
94.20071222425638,94.39128330547607,74,37,37,297,165,132,0.24915824915824916,1.8685562963125963,0.9703308360513814,0.8982254602612149,59.073979326917694,0.7982970179313202,8.243967806687136,43.634336692700245,-0.07306490745461758,-1.1368683772161603e-13,0.19057108121969155,0.0,3.902684563758389,0.0,3.902684563758389,0.0,3.902684563758389,3.902684563758389,9.0,-0.36788600842347435,-0.41485845865531873,0.15827248204332567,0.16565661568260542,0.0,1.0,298,2.842170943040401e-14,3.921536553834609,3.921536553834609,19.057108121969165,4.3654447793975315,0.0,0.0,0.0,0,37,37,74,94.39128330547607,0.19057108121969155,0.0,94.20071222425638,belief_weighted,analytical_belief_weighted,original,,290022
44.69418194653036,44.79076828347581,86,45,41,279,144,135,0.30824372759856633,1.9432689194861439,0.9624832623211648,0.9807856571649793,77.54923545744762,0.9017352960168328,19.617502768389507,-13.128531268707084,-0.012433136875952619,7.389644451905042e-13,0.08058633694545735,0.016,2.0964285714285715,4.0,-1.5321428571428573,-4.0,2.0964285714285715,-1.5321428571428573,7.0,-0.37299824537451765,-0.3610753017450923,0.1602462769959216,0.15954139040106416,0.0,1.0,280,2.842170943040401e-14,-1.7256587948882613,2.234746070921761,8.058633694545737,2.8387732728320763,-4.0,4.0,16.0,0,41,45,86,44.79076828347581,0.08058633694545735,0.016,44.69418194653036,belief_weighted,analytical_belief_weighted,original,,290023
59.509831961360426,59.54949852647199,69,34,35,268,135,133,0.2574626865671642,1.8329639269107427,0.9248796183055527,0.9080843086051898,59.00527309092538,0.8551488853757301,12.930357106953538,13.44197810030942,0.032604442190868256,-1.3500311979441904e-13,0.038666565111572,0.001,1.657992565055762,1.0,0.6171003717472119,1.0,1.657992565055762,0.6171003717472119,5.0,-0.39749482801766867,-0.4084359935047544,0.16492814409537856,0.16088780599887564,0.0,1.0,269,7.105427357601002e-15,0.6135865178746504,1.6768483882756753,3.866656511157198,1.9663815782185303,1.0,1.0,1.0,0,35,34,69,59.54949852647199,0.038666565111572,0.001,59.509831961360426,belief_weighted,analytical_belief_weighted,original,,290024
129.40980624624493,129.5883674614019,49,26,23,310,147,163,0.15806451612903225,2.2464079647417967,1.0890714604548526,1.1573365042869441,53.78799164800133,1.0977141152653334,17.675000334625967,93.51391009964547,-0.03853395161887562,-5.684341886080802e-14,0.16956121515698006,0.009000000000000001,3.787781350482315,3.0,-3.742765273311897,-3.0,3.787781350482315,-3.742765273311897,7.0,-0.2905334114892137,-0.2460627137244714,0.095376068364056,0.09815749420554415,0.0,1.0,311,0.0,-3.813206437970688,3.8636294752824747,16.956121515698012,4.117781139849228,-3.0,3.0,9.0,0,23,26,49,129.5883674614019,0.16956121515698006,0.009000000000000001,129.40980624624493,belief_weighted,analytical_belief_weighted,original,,290025
70.69597055522173,70.78399951467938,70,36,34,288,143,145,0.24305555555555555,2.0790899086889243,1.0523371862467925,1.0267527224421318,67.70874371428697,0.9672677673469566,24.188806433330615,27.255198069265923,0.00886416445694016,1.5631940186722204e-13,0.08402895945764284,0.004,2.0795847750865053,2.0,0.8408304498269896,-2.0,2.0795847750865053,0.8408304498269896,6.0,-0.314463650367135,-0.33113043754636157,0.14330646731357108,0.14483669084749642,0.0,1.0,289,1.4210854715202004e-14,0.9398450793221249,2.18776167631677,8.402895945764293,2.8987749042939317,-2.0,2.0,4.0,0,34,36,70,70.78399951467938,0.08402895945764284,0.004,70.69597055522173,belief_weighted,analytical_belief_weighted,original,,290026
71.49254266544565,71.55440273666454,54,26,28,264,130,134,0.20454545454545456,2.2697674057774533,1.1538801217876642,1.115887283989789,60.53174411203695,1.1209582242969804,30.254542819214016,41.24238887498649,0.03481256885517147,-4.263256414560601e-14,0.05786007121888391,0.004,2.1547169811320757,2.0,1.6264150943396227,2.0,2.1547169811320757,1.6264150943396227,5.0,-0.2483143454946482,-0.2730644652058423,0.08429820074475941,0.08521267465901004,0.0,1.0,265,2.842170943040401e-14,1.459526835870817,2.0371459195866306,5.786007121888385,2.405412048254599,2.0,2.0,4.0,0,28,26,54,71.55440273666454,0.05786007121888391,0.004,71.49254266544565,belief_weighted,analytical_belief_weighted,original,,290027
25.23136617217951,25.272752057887544,56,26,30,299,137,162,0.18729096989966554,2.2166338222369717,1.115668648984142,1.1009651732528298,58.28281014381061,1.0407644668537608,24.81877592954863,-8.180143393528832,-0.011138762845778966,1.7408297026122455e-13,0.025385885708035003,0.016,1.4133333333333333,4.0,0.7933333333333333,4.0,1.4133333333333333,0.7933333333333333,4.0,-0.27320689317059604,-0.2827853507329574,0.10498135670090403,0.11020818556759576,0.0,1.0,300,3.552713678800501e-15,0.7404079986400202,1.2792227692481184,2.5385885708035016,1.5932948787978645,4.0,4.0,16.0,0,30,26,56,25.272752057887544,0.025385885708035003,0.016,25.23136617217951,belief_weighted,analytical_belief_weighted,original,,290028
105.15201202621817,105.29297231857839,66,36,30,275,136,139,0.24,2.156701252928049,1.058506576051889,1.0981946768761601,65.7205622380766,0.995766094516312,21.49860821600818,61.104914090596644,-0.0338957940870722,3.979039320256561e-13,0.10496029236022314,0.036000000000000004,2.7318840579710146,6.0,-2.717391304347826,-6.0,2.7318840579710146,-2.717391304347826,7.0,-0.3104446524435398,-0.2845901676657391,0.12455277283736327,0.12701204295916949,0.0,1.0,276,2.842170943040401e-14,-2.5704903583537324,2.592510732521584,10.49602923602231,3.2397575890832186,-6.0,6.0,36.0,0,30,36,66,105.29297231857839,0.10496029236022314,0.036000000000000004,105.15201202621817,belief_weighted,analytical_belief_weighted,original,,290029
-0.17296987214723047,-0.017811545292488518,63,35,28,305,162,143,0.20655737704918034,2.168050809905681,1.0615747479988316,1.1064760619068494,62.91804141894475,0.9986990701419802,24.10654923706963,-38.88102393503728,0.05172020786950402,1.6009416015094757e-13,0.10615832685474194,0.049,2.872549019607843,7.0,-2.8529411764705883,-7.0,2.872549019607843,-2.8529411764705883,7.0,-0.30844591722440834,-0.2791953279337214,0.12206531509417297,0.12365739855641603,0.0,1.0,306,3.913536161803677e-15,-2.9194825810177454,2.9239081522451245,10.615832685474194,3.258194697293916,-7.0,7.0,49.0,0,28,35,63,-0.017811545292488518,0.10615832685474194,0.049,-0.17296987214723047,belief_weighted,analytical_belief_weighted,original,,290030
-3.3844962129796694,-3.2693238275082876,67,36,31,307,171,136,0.2182410423452769,2.0118534525198193,0.9865666538600202,1.0252867986597989,59.30126743131241,0.8850935437509315,12.79779243195089,-49.760264564309104,-0.012534262560874927,1.687538997430238e-13,0.09017238547138179,0.025,2.5194805194805197,5.0,-2.4740259740259742,-5.0,2.5194805194805197,-2.4740259740259742,7.0,-0.35730931929825654,-0.33208540146069876,0.15261303195964554,0.15301179137600202,0.0,1.0,308,1.9539925233402755e-14,-2.378933867200569,2.450747115127216,9.017238547138179,3.0028717167302,-5.0,5.0,25.0,0,31,36,67,-3.2693238275082876,0.09017238547138179,0.025,-3.3844962129796694,belief_weighted,analytical_belief_weighted,original,,290031
57.74488269942969,57.8287908992325,41,19,22,270,133,137,0.15185185185185185,2.2102559425947925,1.126772537704232,1.0834834048905604,43.30249796566997,1.0561584869675602,14.681897260606794,29.195601667189127,0.012588526980137266,5.684341886080802e-14,0.07490819980280963,0.009000000000000001,2.5645756457564577,3.0,2.5645756457564577,3.0,2.5645756457564577,2.5645756457564577,5.0,-0.2659733567723927,-0.29417370403342447,0.11225522238752109,0.10845805540267545,0.0,1.0,271,7.105427357601002e-15,2.531282969672718,2.531282969672718,7.490819980280964,2.7369362397178647,3.0,3.0,9.0,0,22,19,41,57.8287908992325,0.07490819980280963,0.009000000000000001,57.74488269942969,belief_weighted,analytical_belief_weighted,original,,290032
47.93979416151345,48.064317324970375,66,29,37,291,147,144,0.2268041237113402,2.0287608123831973,1.001254444837076,1.0275063675461211,59.67790448543548,0.9042106740217496,13.214212134209191,1.6196902938493223,-0.01906532010531704,8.526512829121202e-14,0.06052316345692674,0.064,2.1027397260273974,8.0,-0.7191780821917808,8.0,2.1027397260273974,-0.7191780821917808,8.0,-0.3477410794392315,-0.33063948168139773,0.14879557039261987,0.15339632211520574,0.0,1.0,292,1.4210854715202004e-14,-0.653733993907767,2.0431030875941154,6.05231634569267,2.4601455944095405,8.0,8.0,64.0,0,37,29,66,48.064317324970375,0.06052316345692674,0.064,47.93979416151345,belief_weighted,analytical_belief_weighted,original,,290033
-3.3955202320016955,-3.128316661398003,56,32,24,274,151,123,0.20437956204379562,2.0565975357610733,1.0183099352181813,1.0382876005428918,54.55807201058671,0.9742512859033342,11.99648590872646,-45.73036102426119,0.04045826100327402,-3.419486915845482e-13,0.20320357060369276,0.064,3.6945454545454544,8.0,-2.3927272727272726,-8.0,3.6945454545454544,-2.3927272727272726,10.0,-0.33663042140122906,-0.3236161366834811,0.14053213766738637,0.15371850418397595,0.0,1.0,275,1.3322676295501878e-15,-2.309043681119635,3.661175647739741,20.320357060369282,4.507810672640243,-8.0,8.0,64.0,0,24,32,56,-3.128316661398003,0.20320357060369276,0.064,-3.3955202320016955,belief_weighted,analytical_belief_weighted,original,,290034
43.05806932395444,43.12109140574297,56,28,28,280,141,139,0.2,2.252951187514689,1.1079503962547261,1.1450007912599631,62.36756857229202,1.1137065816480718,24.7838237541826,5.523112399233538,0.014234188400378007,-3.694822225952521e-13,0.06302208178853003,0.0,2.1281138790035588,0.0,-1.8576512455516014,0.0,2.1281138790035588,-1.8576512455516014,6.0,-0.2782348850260765,-0.25409871187141136,0.09322384319421946,0.09449486894988281,0.0,1.0,281,7.105427357601002e-15,-1.7383501821177827,2.071827434723572,6.302208178853,2.5104199208206186,0.0,0.0,0.0,0,28,28,56,43.12109140574297,0.06302208178853003,0.0,43.05806932395444,belief_weighted,analytical_belief_weighted,original,,290035
39.887197907573494,40.036498848659505,68,35,33,257,126,131,0.26459143968871596,2.0716375222250005,1.0155919567886853,1.0560455654363152,64.3516202031704,0.9463473559289765,19.21781094113444,-5.137511722192011,0.040201308815700824,-1.4210854715202004e-13,0.14530094108601405,0.004,3.4767441860465116,2.0,-1.321705426356589,-2.0,3.4767441860465116,-1.321705426356589,7.0,-0.3384010259520222,-0.31204785743891306,0.13744985518319616,0.15478525376590677,0.0,1.0,258,1.4210854715202004e-14,-0.8803653026897489,3.4485912353951873,14.53009410860139,3.811836054790577,-2.0,2.0,4.0,0,33,35,68,40.036498848659505,0.14530094108601405,0.004,39.887197907573494,belief_weighted,analytical_belief_weighted,original,,290036
