n_updates,num_timesteps,policy_loss,value_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,log_std_mean,advantage_mean,advantage_std,advantage_min,advantage_max,return_mean,return_std,actor_grad_norm_mean,critic_grad_norm_mean,actor_param_update_norm,critic_param_update_norm,frac_sampled_action_clipped,frac_sampled_action_near_bound,log_std_bid,log_std_ask,action_std_bid,action_std_ask,learning_rate,total_loss
10,4000,-0.0017815204367769156,109.13054019927978,0.16725896015763284,0.00367978448048234,0.023449999941512943,-0.0006797313690185547,0.22202157974243164,3.5271661281585693,10.166150093078613,-37.867408752441406,64.1806640625,3.6225943565368652,10.162696838378906,0.6683779212067258,6.832493192161971,0.06879548728466034,1.6914540529251099,0.0,0.0,-1.508473515510559,-1.5015000104904175,0.22124744951725006,0.22279570996761322,0.0003,55.37104797363281
20,8000,-0.000550200369149021,63.994884452819825,0.17415854588150978,0.003925576340407133,0.015949999862350524,-0.0007576942443847656,0.22148080170154572,2.1515097618103027,7.935462474822998,-39.613014221191406,44.22315979003906,4.986135959625244,7.932457447052002,0.6195367527176545,4.35618719471108,0.08300904184579849,1.2870877981185913,0.0,0.0,-1.5091298818588257,-1.5057117938995361,0.2211022675037384,0.22185930609703064,0.0003,28.397974014282227
30,12000,-0.0016668384345019137,76.27739093780518,0.17877699181437492,0.002623163629323244,0.012099999911151826,0.010799050331115723,0.2209112048149109,2.2429933547973633,8.705734252929688,-65.9228515625,66.03825378417969,7.088297367095947,8.753125190734863,0.6632548605737182,6.279243210085489,0.07325072586536407,1.391951560974121,0.0,0.0,-1.5156619548797607,-1.5043588876724243,0.21966272592544556,0.22215968370437622,0.0003,53.469078063964844
40,16000,-0.0017683776401878327,39.09867340087891,0.1756157672405243,0.004124223720282316,0.02375000001396984,0.06246626377105713,0.2226852923631668,1.2811977863311768,6.3160529136657715,-32.656837463378906,30.716018676757812,8.33669376373291,6.523073673248291,0.6134135623413673,4.026561999102903,0.1358972191810608,1.4441711902618408,0.0,0.0,-1.5123822689056396,-1.4917160272598267,0.22038434445858002,0.2249862551689148,0.0003,15.710697174072266
50,20000,-0.0018309746684310112,76.81166721343995,0.16575126498937606,0.0040002609603106976,0.013000000026077032,0.03717726469039917,0.2219843566417694,3.1410248279571533,8.633907318115234,-40.3612060546875,74.42449951171875,11.311236381530762,8.799017906188965,0.6911496988163006,10.52902064142084,0.10936050862073898,1.0952816009521484,0.0,0.0,-1.5213161706924438,-1.4892377853393555,0.21842420101165771,0.2255444973707199,0.0003,32.17070007324219
60,24000,-0.001086421973808319,74.13909469604492,0.17297418996691705,0.003806131659075618,0.01622499995864928,0.07101404666900635,0.22204360365867615,2.738870143890381,8.473020553588867,-32.46607971191406,65.64414978027344,14.162918090820312,8.79090690612793,0.6170222184945505,11.190668228479412,0.08342579007148743,0.7909001111984253,0.0,0.0,-1.5222365856170654,-1.4878225326538086,0.21822327375411987,0.22586391866207123,0.0003,47.651947021484375
70,28000,-0.0016676033923315114,112.18342483520507,0.16967357963323593,0.0021896841935813427,0.006249999930150807,0.08074015378952026,0.2226383090019226,-0.7652844190597534,10.917632102966309,-72.4310073852539,27.48963165283203,13.212580680847168,11.386999130249023,0.6286558228399171,11.82134947791834,0.0953076109290123,1.5331385135650635,0.0,0.0,-1.5211998224258423,-1.4835675954818726,0.2184496372938156,0.226827010512352,0.0003,69.62594604492188
80,32000,-0.0019900850338339304,61.409901542663576,0.1705028773844242,0.003331295447424054,0.016650000005029142,0.2820456624031067,0.22168004512786865,0.21442373096942902,8.005589485168457,-38.869239807128906,30.949321746826172,12.234567642211914,9.44810962677002,0.6106114635805067,6.9651128641540625,0.06891630589962006,0.9686800241470337,0.0,0.0,-1.5262010097503662,-1.4872193336486816,0.21735985577106476,0.22600020468235016,0.0003,31.929122924804688
90,36000,-0.0025047120898103437,89.92923385620117,0.17924069210886956,0.0038236535619944334,0.01959999991580844,0.26589876413345337,0.22074410319328308,1.1751809120178223,9.497517585754395,-61.442962646484375,49.155948638916016,13.23429012298584,11.084908485412598,0.6382555356070905,9.105072146849693,0.08191800117492676,0.6696385741233826,0.0,0.0,-1.536187767982483,-1.4859455823898315,0.21519991755485535,0.22628827393054962,0.0003,41.388187408447266
100,40000,-0.0010097652536198432,48.38664524078369,0.1893039272725582,0.0029169442132115364,0.010500000012107193,0.4253823757171631,0.21939979493618011,0.41858065128326416,7.004401206970215,-34.952392578125,40.99256896972656,14.209074974060059,9.240203857421875,0.5798893482079552,4.90150224042431,0.09953607618808746,0.43137773871421814,0.0,0.0,-1.5497485399246216,-1.4850181341171265,0.2123013585805893,0.22649824619293213,0.0003,20.274606704711914
