n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.96419826537254,34.40697047258688,24.129034207476273,4.4,0.0036940178531564356,0.0034783203746394757,0.0020738994692128983,0.002253291566542054,276.6,0,baseline_untrained,1,70000
5,23.952988462767117,44.20747191846195,24.287903752547408,7.0,0.0149896503620581,-0.07883730475300559,0.0504235697013586,0.03863978386948223,276.6,16000,timestep_16000,1,70000
5,26.911429888623207,30.578761496679707,27.02949367272678,4.2,-0.05522140973875204,-0.009410001727809965,0.10086462786781396,0.008870858222424982,276.6,32000,timestep_32000,1,70000
5,29.819016112841815,29.05039472690168,29.882772446227115,3.0,0.028512119865065154,0.1053718978129004,0.14219918000113263,0.051913576758382186,276.6,48000,timestep_48000,1,70000
5,33.626112845581844,27.07879160324473,33.69047104718667,3.0,0.10665960521157763,0.2674007781983952,0.12664623760959023,0.12301654395418495,276.6,64000,timestep_64000,1,70000
5,30.03208948115527,26.66327801796879,30.095973281698463,3.0,0.20028849887922245,0.40759086576024434,0.21043281177716788,0.17027682901412566,276.6,80000,timestep_80000,1,70000
5,23.03562416701886,19.329049481290358,23.094498138012437,3.2,0.27849727164447546,0.4655419283567383,0.22106699334406288,0.2261868698641372,276.6,96000,timestep_96000,1,70000
5,19.756328626578387,16.847595897261606,19.797274854599788,2.6,0.3463923293027814,0.4216529109777205,0.2889154766184439,0.22444729497745858,276.6,112000,timestep_112000,1,70000
5,24.91163728910201,25.05861506548009,25.00478364881844,3.8,0.3539962444618743,0.3310040628075578,0.2570051603578794,0.23355935975311254,276.6,128000,timestep_128000,1,70000
5,26.071477314718983,28.707450042477166,26.25221582744963,4.6,0.35274490580671153,0.2120394002106135,0.1821897434868927,0.15427910277601362,276.6,144000,timestep_144000,1,70000
5,24.164679097042825,25.247646728104176,24.312682779447503,4.8,0.36361941248609464,0.32205565385480056,0.21556580242675466,0.22364344775266798,276.6,160000,timestep_160000,1,70000
5,28.01618825829338,22.011467812432002,28.1552170593033,4.2,0.3438333519481914,0.27709936455702944,0.1650704164469779,0.21252911778383213,276.6,176000,timestep_176000,1,70000
5,23.51465117984846,24.745404603635453,23.83440543480712,6.6,0.43849756934195866,0.23588364879686227,0.1781411507375913,0.23211174383349223,276.6,192000,timestep_192000,1,70000
5,21.55321385680687,22.68289355818671,21.78593271299969,5.8,0.5173062210328828,0.32151415740056954,0.19554661538732204,0.219767072221834,276.6,200000,final_post_training,1,70000
