n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag,learner_seed,training_env_seed
10,44.8853714937779,22.626858647170895,45.03885699377845,3.5,0.0007470586557567003,-0.0003984085454565502,0.0011851863490311882,0.0005342066213633226,0,baseline_untrained,3,70000
10,44.277045708829014,23.09698480284234,44.42319920882923,4.4,0.12462076991694047,0.03664999065325246,0.05628755938164795,0.04576721643253404,16000,timestep_16000,3,70000
10,45.80265072704334,18.544245223252,45.94155122704338,3.8,-0.008783478092291625,0.09912768562531564,0.03867218788460252,0.044643402634241054,32000,timestep_32000,3,70000
10,47.63835904773013,21.28738625064811,47.77707704773013,4.4,-0.06822787349040736,0.012877373551903293,0.030474572836868354,0.03663470531706148,48000,timestep_48000,3,70000
10,45.10299966571806,22.75366914426429,45.498159165718576,7.9,-0.15608609684410038,0.14432684371382348,0.048154039169380936,0.04648771294138173,64000,timestep_64000,3,70000
10,25.189645553355447,47.52400792954923,26.613865053355607,17.5,-0.28201500877216457,0.44694860534071923,0.04319146327517027,0.07665752182448307,80000,timestep_80000,3,70000
10,29.833289940719755,30.423648153812543,30.746854190719727,13.8,-0.18853982864394783,0.44085005295947194,0.03120908011454389,0.08881837050066387,96000,timestep_96000,3,70000
10,27.510391562784157,28.67504719290401,28.191189062784076,11.7,-0.16176837375555186,0.3924724076990038,0.025988649032635463,0.08886463701307389,112000,timestep_112000,3,70000
10,35.71400508317019,20.782871231567366,36.04606858317028,7.7,-0.050709057044028304,0.33318415567651394,0.028817260633720507,0.06767042512602421,128000,timestep_128000,3,70000
10,28.782944457041232,42.20680827246087,30.02550870704126,16.2,-0.2228541305284947,0.4857047665327787,0.028164710523354612,0.05577864681250633,144000,timestep_144000,3,70000
10,23.200548209544344,49.44879346381556,25.087858709544786,20.6,-0.2841869984716177,0.72958581142053,0.023739106702699377,0.07683638727304998,160000,timestep_160000,3,70000
10,18.463379051646626,58.50133026852957,20.75179730164721,22.7,-0.3535858606558293,0.6009288882791995,0.0366471508388168,0.05802746387445292,176000,timestep_176000,3,70000
10,26.561735603238674,43.60667933516908,28.054410103238343,18.0,-0.24857970568723978,0.5607181663751603,0.02892335813670753,0.05938784698758796,192000,timestep_192000,3,70000
10,28.268460840495457,43.34224338761074,29.78983784049574,18.2,-0.2649791645102203,0.5278497027501464,0.028866024906301843,0.05331593399518239,200000,final_post_training,3,70000
