n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag,learner_seed,training_env_seed
10,44.85045473524061,22.62925891731189,45.00394023524116,3.5,-0.00222714889446425,0.0008013976644928334,0.001324507736103281,0.0008890694961085816,0,baseline_untrained,0,70000
10,51.021697837352356,32.43545964176175,51.41268608735247,6.3,0.04649236591629451,-0.09773976361908718,0.04086851405016519,0.04139401581212782,16000,timestep_16000,0,70000
10,57.05319425411172,41.214135483707025,57.58536650411143,8.0,0.09663418469240423,-0.09469848056146875,0.07307487247853905,0.153706413207943,32000,timestep_32000,0,70000
10,72.15401373600109,79.92691837286128,74.28099898600212,18.1,0.17651460902306718,-0.27275783355569,0.09075296775919088,0.15910677827665903,48000,timestep_48000,0,70000
10,67.81438236093423,91.51878997538773,70.58615461093487,21.7,0.217124752145377,-0.3213200808182359,0.1229538937302298,0.12303141876908115,64000,timestep_64000,0,70000
10,66.41356126841518,82.17595009335278,68.59157926841667,19.2,0.2933981644017622,-0.291124802872166,0.14226213041962676,0.11982626782789112,80000,timestep_80000,0,70000
10,65.0210285589396,71.19471531054839,66.38422905894248,14.3,0.21763877941877582,-0.20688859593340894,0.13805382731001933,0.16507589085893143,96000,timestep_96000,0,70000
10,65.89395588368077,69.30753282510766,67.08908063368357,13.4,0.18113613823968916,-0.1790556934085209,0.15868427599427337,0.16484884069968284,112000,timestep_112000,0,70000
10,49.733243436941976,41.41706234578175,50.418535186942336,10.6,0.16931013314202428,-0.1343141839314485,0.19031984659019704,0.10338862553953454,128000,timestep_128000,0,70000
10,61.060980359135854,56.35737406067534,61.77984410913622,10.6,0.16827215572679416,-0.12349972310503944,0.23262159433973917,0.13039801335242532,144000,timestep_144000,0,70000
10,55.50821427852679,71.10288294844095,56.81748552852747,15.5,0.16452621751111002,-0.25163894952534466,0.27246663662312126,0.1131622326298553,160000,timestep_160000,0,70000
10,60.51497692997964,93.74708248015627,62.89249742998006,21.1,0.23773636687858962,-0.31647057440268106,0.26848337196054567,0.1335826450595138,176000,timestep_176000,0,70000
10,61.47468736532397,95.52848381422973,63.92050061532454,21.5,0.24844901149086654,-0.3167017000855412,0.22608814065147526,0.13084369001635252,192000,timestep_192000,0,70000
10,59.78194355197974,123.508005372017,64.99070430197744,31.9,0.3250831681811251,-0.44859944216497244,0.23293783285626746,0.13953945486511463,200000,final_post_training,0,70000
