epsilon,episode,policy,raw_pnl,full_objective,mean_absolute_inventory,terminal_absolute_inventory,steps_taken,raw_pnl_pct,full_objective_pct
0.03154786722400966,18,randomised,63.39152796626968,63.17468296626967,3.41,3.0,4000,0.006339152796626968,0.006317468296626967
0.03154786722400966,18,naive,66.4453978416334,66.16789784163339,3.8185,4.0,4000,0.00664453978416334,0.006616789784163339
0.03154786722400966,19,oracle,65.22183852011563,64.90857852011563,4.4315,9.0,4000,0.006522183852011563,0.006490857852011563
0.03154786722400966,19,belief,64.54643206367507,64.27436206367507,4.1795,8.0,4000,0.006454643206367507,0.006427436206367508
0.03154786722400966,19,randomised,65.75406696780658,65.48116946780658,4.20525,8.0,4000,0.006575406696780658,0.006548116946780657
0.03154786722400966,19,naive,66.74009836489222,65.15957586489223,10.30475,19.0,4000,0.0066740098364892215,0.006515957586489224
0.007924465962305569,0,oracle,58.31732901369992,57.45999651369992,6.62325,12.0,4000,0.005831732901369993,0.005745999651369992
0.007924465962305569,0,belief,58.311527446757964,57.454194946757966,6.62325,12.0,4000,0.005831152744675797,0.005745419494675797
0.007924465962305569,0,randomised,58.31751207558068,57.46017957558068,6.62325,12.0,4000,0.005831751207558068,0.005746017957558068
0.007924465962305569,0,naive,58.888915526456685,57.87793302645669,7.28725,14.0,4000,0.005888891552645668,0.005787793302645669
0.007924465962305569,1,oracle,60.240912826945134,60.158180326945136,2.42475,2.0,4000,0.006024091282694513,0.006015818032694514
0.007924465962305569,1,belief,60.268795008747645,60.186062508747646,2.42475,2.0,4000,0.006026879500874764,0.006018606250874765
0.007924465962305569,1,randomised,60.272821565115976,60.19008906511598,2.42475,2.0,4000,0.006027282156511597,0.006019008906511598
0.007924465962305569,1,naive,61.20680450997895,61.04975200997895,3.15925,4.0,4000,0.006120680450997895,0.006104975200997895
0.007924465962305569,2,oracle,61.74772182619722,61.42340182619722,3.6775,9.0,4000,0.006174772182619722,0.006142340182619722
0.007924465962305569,2,belief,61.72649392003268,61.40217392003268,3.6775,9.0,4000,0.006172649392003268,0.006140217392003268
0.007924465962305569,2,randomised,61.74005015844455,61.415730158444546,3.6775,9.0,4000,0.006174005015844455,0.006141573015844455
0.007924465962305569,2,naive,62.661942360876765,62.39071236087676,3.269,9.0,4000,0.006266194236087676,0.006239071236087677
0.007924465962305569,3,oracle,64.68151561662137,64.58490061662137,2.4665,1.0,4000,0.006468151561662137,0.006458490061662136
0.007924465962305569,3,belief,64.66355480103535,64.56693980103535,2.4665,1.0,4000,0.006466355480103534,0.006456693980103535
0.007924465962305569,3,randomised,64.66585152967014,64.56923652967014,2.4665,1.0,4000,0.006466585152967014,0.006456923652967013
0.007924465962305569,3,naive,66.53332728770411,66.3390747877041,3.64125,2.0,4000,0.006653332728770411,0.006633907478770411
0.007924465962305569,4,oracle,70.01194083850442,69.49688083850442,5.8565,8.0,4000,0.007001194083850441,0.006949688083850443
0.007924465962305569,4,belief,70.03590603421083,69.52084603421083,5.8565,8.0,4000,0.007003590603421082,0.006952084603421084
0.007924465962305569,4,randomised,70.05106936543882,69.53600936543883,5.8565,8.0,4000,0.007005106936543882,0.006953600936543882
0.007924465962305569,4,naive,70.51654042426526,68.90752792426527,9.67075,17.0,4000,0.007051654042426526,0.006890752792426526
0.007924465962305569,5,oracle,74.06278822809168,73.89584572809167,2.86875,5.0,4000,0.007406278822809168,0.007389584572809167
0.007924465962305569,5,belief,74.06490243667326,73.89795993667326,2.86875,5.0,4000,0.007406490243667327,0.007389795993667326
0.007924465962305569,5,randomised,74.05520709813663,73.88826459813663,2.86875,5.0,4000,0.007405520709813663,0.007388826459813664
0.007924465962305569,5,naive,73.97189773048478,73.77427023048477,3.28675,5.0,4000,0.007397189773048479,0.007377427023048477
0.007924465962305569,6,oracle,70.9364780868397,70.8271080868397,2.9165,0.0,4000,0.00709364780868397,0.0070827108086839695
0.007924465962305569,6,belief,70.94230197729323,70.83293197729323,2.9165,0.0,4000,0.0070942301977293225,0.007083293197729323
0.007924465962305569,6,randomised,70.95221904686632,70.84284904686632,2.9165,0.0,4000,0.007095221904686632,0.007084284904686633
0.007924465962305569,6,naive,73.02489045516128,72.8967954551613,3.1675,0.0,4000,0.007302489045516128,0.007289679545516129
0.007924465962305569,7,oracle,59.03414533778641,58.92586783778641,2.41475,5.0,4000,0.005903414533778641,0.005892586783778641
0.007924465962305569,7,belief,59.036148353653005,58.927870853653005,2.41475,5.0,4000,0.005903614835365301,0.005892787085365301
0.007924465962305569,7,randomised,59.02610605318182,58.91782855318182,2.41475,5.0,4000,0.005902610605318182,0.005891782855318182
0.007924465962305569,7,naive,58.95707910882015,58.764279108820155,3.0935,7.0,4000,0.005895707910882016,0.005876427910882016
0.007924465962305569,8,oracle,81.44805607956391,80.7406785795639,6.28375,14.0,4000,0.008144805607956392,0.00807406785795639
0.007924465962305569,8,belief,81.44509347326743,80.73771597326743,6.28375,14.0,4000,0.008144509347326743,0.008073771597326744
0.007924465962305569,8,randomised,81.44031216983308,80.73293466983307,6.28375,14.0,4000,0.008144031216983308,0.008073293466983307
0.007924465962305569,8,naive,77.3497715526446,75.14330655264462,11.4195,23.0,4000,0.007734977155264461,0.007514330655264462
0.007924465962305569,9,oracle,62.10658140916087,62.02017390916087,2.26825,3.0,4000,0.006210658140916087,0.006202017390916087
0.007924465962305569,9,belief,62.64892519877742,62.50795019877742,2.9885,4.0,4000,0.006264892519877742,0.006250795019877743
0.007924465962305569,9,randomised,62.07473639733519,61.98832889733519,2.26825,3.0,4000,0.006207473639733519,0.006198832889733519
0.007924465962305569,9,naive,62.99076329041782,62.79251079041782,3.56725,5.0,4000,0.0062990763290417815,0.006279251079041782
0.007924465962305569,10,oracle,67.89611131924295,67.71544131924294,3.1805,4.0,4000,0.0067896111319242945,0.006771544131924294
0.007924465962305569,10,belief,67.88800730619681,67.7073373061968,3.1805,4.0,4000,0.006788800730619681,0.00677073373061968
0.007924465962305569,10,randomised,68.52178607423843,68.34960357423843,3.14225,3.0,4000,0.006852178607423843,0.006834960357423843
0.007924465962305569,10,naive,70.33287988122129,70.07481238122129,3.99275,0.0,4000,0.0070332879881221284,0.007007481238122129
0.007924465962305569,11,oracle,70.3844843983702,70.23848689837021,2.76925,6.0,4000,0.00703844843983702,0.007023848689837022
0.007924465962305569,11,belief,70.40127405179487,70.25527655179488,2.76925,6.0,4000,0.0070401274051794865,0.007025527655179487
0.007924465962305569,11,randomised,70.39228128833247,70.24628378833248,2.76925,6.0,4000,0.007039228128833247,0.0070246283788332475
0.007924465962305569,11,naive,68.6534735493334,68.3458860493334,4.41725,8.0,4000,0.00686534735493334,0.00683458860493334
0.007924465962305569,12,oracle,69.79051543876642,69.70983043876642,1.5795,6.0,4000,0.0069790515438766425,0.006970983043876641
0.007924465962305569,12,belief,69.78547991977689,69.70479491977689,1.5795,6.0,4000,0.006978547991977689,0.006970479491977689
0.007924465962305569,12,randomised,69.77463805037041,69.69395305037041,1.5795,6.0,4000,0.006977463805037042,0.0069693953050370405
0.007924465962305569,12,naive,69.11665380925706,68.85508130925706,3.10275,10.0,4000,0.006911665380925705,0.006885508130925706
0.007924465962305569,13,oracle,82.16136490053543,81.97835990053544,3.2345,3.0,4000,0.008216136490053544,0.008197835990053543
0.007924465962305569,13,belief,82.19148043109695,82.00847543109695,3.2345,3.0,4000,0.008219148043109695,0.008200847543109695
0.007924465962305569,13,randomised,82.18536445101836,82.00235945101836,3.2345,3.0,4000,0.008218536445101836,0.008200235945101837
0.007924465962305569,13,naive,81.68195461314053,81.23231461314053,5.11,7.0,4000,0.008168195461314054,0.008123231461314055
0.007924465962305569,14,oracle,71.26931875342927,71.03935125342929,3.00425,8.0,4000,0.007126931875342928,0.007103935125342929
0.007924465962305569,14,belief,71.26610790950929,71.0361404095093,3.00425,8.0,4000,0.007126610790950928,0.0071036140409509296
0.007924465962305569,14,randomised,71.26908977346795,71.03912227346797,3.00425,8.0,4000,0.007126908977346795,0.007103912227346797
0.007924465962305569,14,naive,72.92999079289905,72.66368829289904,3.10775,9.0,4000,0.007292999079289905,0.007266368829289904
0.007924465962305569,15,oracle,61.09419025143188,60.2889502514319,7.7445,12.0,4000,0.006109419025143188,0.00602889502514319
0.007924465962305569,15,belief,61.09373648934593,60.288496489345945,7.7445,12.0,4000,0.006109373648934593,0.006028849648934595
0.007924465962305569,15,randomised,61.12599965047275,60.320759650472766,7.7445,12.0,4000,0.0061125999650472745,0.006032075965047277
0.007924465962305569,15,naive,59.776632072442,57.693832072442035,11.854,20.0,4000,0.0059776632072441995,0.005769383207244203
0.007924465962305569,16,oracle,75.76284614661284,75.62706864661284,2.50525,5.0,4000,0.0075762846146612845,0.007562706864661283
0.007924465962305569,16,belief,75.74925795810606,75.61348045810605,2.50525,5.0,4000,0.0075749257958106055,0.007561348045810605
0.007924465962305569,16,randomised,75.77088169647203,75.63510419647203,2.50525,5.0,4000,0.0075770881696472035,0.007563510419647202
0.007924465962305569,16,naive,76.25456317841122,76.07923567841122,2.72375,6.0,4000,0.0076254563178411216,0.007607923567841122
0.007924465962305569,17,oracle,58.03754503175861,57.91446003175861,2.8785,3.0,4000,0.005803754503175861,0.00579144600317586
0.007924465962305569,17,belief,58.0565932423205,57.9335082423205,2.8785,3.0,4000,0.00580565932423205,0.00579335082423205
0.007924465962305569,17,randomised,58.02154237755627,57.89845737755627,2.8785,3.0,4000,0.005802154237755627,0.005789845737755627
0.007924465962305569,17,naive,58.20013971348068,58.10947971348068,2.515,1.0,4000,0.005820013971348068,0.005810947971348068
0.007924465962305569,18,oracle,63.44191176644489,63.22475426644489,3.53175,2.0,4000,0.006344191176644489,0.006322475426644489
0.007924465962305569,18,belief,63.46643380667001,63.24927630667001,3.53175,2.0,4000,0.006346643380667,0.006324927630667001
0.007924465962305569,18,randomised,63.44206894081901,63.224911440819014,3.53175,2.0,4000,0.006344206894081902,0.0063224911440819005
0.007924465962305569,18,naive,67.15293041082955,66.97928791082956,3.35725,2.0,4000,0.006715293041082955,0.006697928791082956
0.007924465962305569,19,oracle,67.61894836400677,67.33107086400676,4.19575,9.0,4000,0.006761894836400677,0.006733107086400676
0.007924465962305569,19,belief,67.61743210357042,67.32955460357041,4.19575,9.0,4000,0.006761743210357042,0.006732955460357042
0.007924465962305569,19,randomised,67.68432666021101,67.32990166021101,4.8995,9.0,4000,0.0067684326660211016,0.006732990166021101
0.007924465962305569,19,naive,70.22096330751174,68.89862830751176,9.3715,18.0,4000,0.007022096330751173,0.006889862830751176
0.0019905358527674863,0,oracle,60.137580584068246,59.28024808406825,6.62325,12.0,4000,0.006013758058406825,0.005928024808406825
0.0019905358527674863,0,belief,60.13704902614268,59.27971652614268,6.62325,12.0,4000,0.006013704902614267,0.005927971652614268
0.0019905358527674863,0,randomised,60.13560862417171,59.27827612417171,6.62325,12.0,4000,0.006013560862417171,0.005927827612417171
0.0019905358527674863,0,naive,60.75910100031592,59.748118500315925,7.28725,14.0,4000,0.006075910100031593,0.005974811850031593
0.0019905358527674863,1,oracle,61.267049107779314,61.153806607779316,2.66325,3.0,4000,0.006126704910777932,0.006115380660777931
0.0019905358527674863,1,belief,61.27706024570102,61.163817745701024,2.66325,3.0,4000,0.006127706024570102,0.006116381774570102
0.0019905358527674863,1,randomised,61.273096197060624,61.159853697060626,2.66325,3.0,4000,0.006127309619706062,0.006115985369706063
0.0019905358527674863,1,naive,62.43840012421845,62.232915124218444,3.5505,5.0,4000,0.0062438400124218444,0.006223291512421843
0.0019905358527674863,2,oracle,61.60838367011809,61.28406367011809,3.6775,9.0,4000,0.006160838367011809,0.006128406367011809
0.0019905358527674863,2,belief,61.602702901368275,61.278382901368275,3.6775,9.0,4000,0.0061602702901368276,0.006127838290136828
0.0019905358527674863,2,randomised,61.60643426724812,61.28211426724812,3.6775,9.0,4000,0.006160643426724812,0.0061282114267248115
0.0019905358527674863,2,naive,62.64337950793299,62.37214950793299,3.269,9.0,4000,0.006264337950793299,0.006237214950793299
0.0019905358527674863,3,oracle,65.32712764510192,65.23211764510192,2.223,0.0,4000,0.006532712764510192,0.006523211764510193
0.0019905358527674863,3,belief,65.32391067711579,65.22890067711579,2.223,0.0,4000,0.006532391067711579,0.006522890067711579
0.0019905358527674863,3,randomised,65.32917345499146,65.23416345499146,2.223,0.0,4000,0.006532917345499146,0.006523416345499146
0.0019905358527674863,3,naive,66.64438566472268,66.45013316472267,3.64125,2.0,4000,0.0066644385664722675,0.006645013316472268
0.0019905358527674863,4,oracle,70.75162318135779,70.2365631813578,5.8565,8.0,4000,0.007075162318135778,0.00702365631813578
0.0019905358527674863,4,belief,70.76130932076194,70.24624932076195,5.8565,8.0,4000,0.007076130932076194,0.007024624932076194
0.0019905358527674863,4,randomised,70.75950010632948,70.24444010632949,5.8565,8.0,4000,0.007075950010632948,0.007024444010632949
0.0019905358527674863,4,naive,72.12324613983469,70.5142336398347,9.67075,17.0,4000,0.00721232461398347,0.00705142336398347
0.0019905358527674863,5,oracle,74.1238146982601,73.9568721982601,2.86875,5.0,4000,0.0074123814698260106,0.0073956872198260104
0.0019905358527674863,5,belief,74.12677162144524,73.95982912144524,2.86875,5.0,4000,0.007412677162144525,0.007395982912144524
0.0019905358527674863,5,randomised,74.12191039089572,73.95496789089572,2.86875,5.0,4000,0.007412191039089572,0.007395496789089572
0.0019905358527674863,5,naive,74.62989448005942,74.45348948005942,3.2815,4.0,4000,0.007462989448005942,0.007445348948005942
0.0019905358527674863,6,oracle,70.42373120624836,70.33041120624836,2.486,1.0,4000,0.007042373120624837,0.007033041120624836
0.0019905358527674863,6,belief,70.42005685920967,70.32673685920966,2.486,1.0,4000,0.007042005685920966,0.007032673685920966
0.0019905358527674863,6,randomised,70.41382642168321,70.3205064216832,2.486,1.0,4000,0.007041382642168321,0.007032050642168321
0.0019905358527674863,6,naive,76.37085235038114,76.14936485038113,4.25475,2.0,4000,0.007637085235038114,0.007614936485038113
0.0019905358527674863,7,oracle,57.08360024270428,56.93827024270428,2.7365,6.0,4000,0.005708360024270428,0.005693827024270428
0.0019905358527674863,7,belief,57.08413514646929,56.93880514646929,2.7365,6.0,4000,0.00570841351464693,0.005693880514646929
0.0019905358527674863,7,randomised,57.083570412685276,56.938240412685275,2.7365,6.0,4000,0.0057083570412685275,0.005693824041268527
0.0019905358527674863,7,naive,56.279599207489014,56.086799207489015,3.0935,7.0,4000,0.005627959920748902,0.005608679920748902
0.0019905358527674863,8,oracle,81.69608830995321,80.9887108099532,6.28375,14.0,4000,0.008169608830995321,0.00809887108099532
0.0019905358527674863,8,belief,81.69399230497561,80.9866148049756,6.28375,14.0,4000,0.008169399230497561,0.00809866148049756
0.0019905358527674863,8,randomised,81.69413773207566,80.98676023207565,6.28375,14.0,4000,0.008169413773207566,0.008098676023207565
0.0019905358527674863,8,naive,78.45650809171048,76.50780559171051,10.57175,22.0,4000,0.007845650809171047,0.007650780559171051
0.0019905358527674863,9,oracle,62.80056557146355,62.65959057146355,2.9885,4.0,4000,0.006280056557146354,0.006265959057146356
0.0019905358527674863,9,belief,62.79861237308194,62.65763737308194,2.9885,4.0,4000,0.006279861237308193,0.006265763737308194
0.0019905358527674863,9,randomised,62.794574544581735,62.65359954458174,2.9885,4.0,4000,0.006279457454458173,0.006265359954458175
0.0019905358527674863,9,naive,63.31707507563158,63.11882257563158,3.56725,5.0,4000,0.006331707507563157,0.006311882257563158
0.0019905358527674863,10,oracle,67.75695068302696,67.55271568302696,3.386,3.0,4000,0.006775695068302697,0.006755271568302695
0.0019905358527674863,10,belief,67.75275033023516,67.54851533023516,3.386,3.0,4000,0.006775275033023516,0.006754851533023516
0.0019905358527674863,10,randomised,67.75087760630765,67.54664260630766,3.386,3.0,4000,0.006775087760630766,0.006754664260630765
0.0019905358527674863,10,naive,69.57823142318803,69.32016392318803,3.99275,0.0,4000,0.006957823142318803,0.006932016392318803
0.0019905358527674863,11,oracle,70.66586456353161,70.51986706353162,2.76925,6.0,4000,0.007066586456353161,0.007051986706353161
0.0019905358527674863,11,belief,70.67174734869616,70.52574984869617,2.76925,6.0,4000,0.0070671747348696155,0.007052574984869616
0.0019905358527674863,11,randomised,70.67374967538683,70.52775217538684,2.76925,6.0,4000,0.007067374967538682,0.007052775217538683
0.0019905358527674863,11,naive,69.13866794128023,68.83108044128024,4.41725,8.0,4000,0.006913866794128023,0.006883108044128023
0.0019905358527674863,12,oracle,68.74474279491722,68.6247727949172,2.0545,7.0,4000,0.006874474279491722,0.006862477279491721
0.0019905358527674863,12,belief,68.74306024003783,68.62309024003783,2.0545,7.0,4000,0.006874306024003784,0.006862309024003782
0.0019905358527674863,12,randomised,68.74073985254051,68.6207698525405,2.0545,7.0,4000,0.006874073985254052,0.00686207698525405
0.0019905358527674863,12,naive,68.31755668229039,68.05598418229039,3.10275,10.0,4000,0.006831755668229038,0.0068055984182290395
0.0019905358527674863,13,oracle,82.13039761287911,81.94739261287911,3.2345,3.0,4000,0.008213039761287911,0.008194739261287911
0.0019905358527674863,13,belief,82.13560438200568,81.95259938200569,3.2345,3.0,4000,0.008213560438200568,0.00819525993820057
0.0019905358527674863,13,randomised,82.1404686667866,81.95746366678661,3.2345,3.0,4000,0.00821404686667866,0.00819574636667866
0.0019905358527674863,13,naive,81.9098830178009,81.46024301780089,5.11,7.0,4000,0.008190988301780089,0.008146024301780089
0.0019905358527674863,14,oracle,70.98230636063613,70.75233886063614,3.00425,8.0,4000,0.007098230636063613,0.007075233886063614
0.0019905358527674863,14,belief,70.98132009242761,70.75135259242762,3.00425,8.0,4000,0.007098132009242761,0.007075135259242762
0.0019905358527674863,14,randomised,70.98228338216427,70.75231588216428,3.00425,8.0,4000,0.007098228338216427,0.007075231588216429
0.0019905358527674863,14,naive,73.40835606273527,73.08821106273527,3.3155,10.0,4000,0.0073408356062735275,0.007308821106273527
0.0019905358527674863,15,oracle,60.63623190491853,59.83099190491855,7.7445,12.0,4000,0.006063623190491854,0.0059830991904918545
0.0019905358527674863,15,belief,60.636796653971714,59.83155665397173,7.7445,12.0,4000,0.006063679665397171,0.0059831556653971735
0.0019905358527674863,15,randomised,60.64216345941372,59.83692345941374,7.7445,12.0,4000,0.006064216345941372,0.005983692345941374
0.0019905358527674863,15,naive,58.910864548628524,56.82806454862856,11.854,20.0,4000,0.0058910864548628525,0.005682806454862856
0.0019905358527674863,16,oracle,75.50856922603214,75.37279172603213,2.50525,5.0,4000,0.007550856922603213,0.007537279172603213
0.0019905358527674863,16,belief,75.50777713917898,75.37199963917898,2.50525,5.0,4000,0.007550777713917899,0.007537199963917897
0.0019905358527674863,16,randomised,75.51258287755456,75.37680537755456,2.50525,5.0,4000,0.0075512582877554565,0.007537680537755455
0.0019905358527674863,16,naive,77.37859726678789,77.20494976678789,2.67775,6.0,4000,0.00773785972667879,0.0077204949766787895
0.0019905358527674863,17,oracle,55.06895156931097,54.945866569310965,2.8785,3.0,4000,0.005506895156931097,0.005494586656931096
0.0019905358527674863,17,belief,55.076126073423154,54.95304107342315,2.8785,3.0,4000,0.005507612607342315,0.005495304107342315
0.0019905358527674863,17,randomised,55.064960520610214,54.94187552061021,2.8785,3.0,4000,0.005506496052061021,0.005494187552061021
0.0019905358527674863,17,naive,55.727160794809066,55.60152579480908,3.04,0.0,4000,0.005572716079480906,0.005560152579480908
0.0019905358527674863,18,oracle,63.630817185860536,63.41277218586053,3.6055,1.0,4000,0.006363081718586054,0.006341277218586054
0.0019905358527674863,18,belief,63.63829136161144,63.42024636161143,3.6055,1.0,4000,0.006363829136161144,0.006342024636161144
0.0019905358527674863,18,randomised,63.63085689742705,63.41281189742705,3.6055,1.0,4000,0.006363085689742705,0.006341281189742705
0.0019905358527674863,18,naive,66.79098628275796,66.61734378275796,3.35725,2.0,4000,0.006679098628275796,0.006661734378275796
0.0019905358527674863,19,oracle,68.33186536088613,67.94839286088613,4.95825,10.0,4000,0.006833186536088613,0.006794839286088613
0.0019905358527674863,19,belief,68.3326243984269,67.9491518984269,4.95825,10.0,4000,0.006833262439842691,0.006794915189842691
0.0019905358527674863,19,randomised,68.32986496821752,67.94639246821752,4.95825,10.0,4000,0.006832986496821752,0.006794639246821753
0.0019905358527674863,19,naive,70.62693298052068,69.3045979805207,9.3715,18.0,4000,0.0070626932980520675,0.006930459798052069
0.0005,0,oracle,60.594806317529674,59.737473817529676,6.62325,12.0,4000,0.0060594806317529675,0.0059737473817529675
0.0005,0,belief,60.59440403102303,59.737071531023034,6.62325,12.0,4000,0.006059440403102303,0.005973707153102303
0.0005,0,randomised,60.593306576932264,59.735974076932266,6.62325,12.0,4000,0.006059330657693226,0.005973597407693226
0.0005,0,naive,61.22887035193571,60.217887851935714,7.28725,14.0,4000,0.006122887035193571,0.006021788785193571
0.0005,1,oracle,61.387865230174555,61.274622730174556,2.66325,3.0,4000,0.006138786523017455,0.006127462273017455
0.0005,1,belief,61.39373965416934,61.28049715416934,2.66325,3.0,4000,0.006139373965416933,0.006128049715416934
0.0005,1,randomised,61.39387713543073,61.28063463543073,2.66325,3.0,4000,0.006139387713543072,0.006128063463543072
0.0005,1,naive,62.6113285710818,62.405843571081796,3.5505,5.0,4000,0.00626113285710818,0.00624058435710818
0.0005,2,oracle,62.19334278886481,61.932785288864814,3.33925,8.0,4000,0.006219334278886482,0.006193278528886481
0.0005,2,belief,62.193501748498875,61.93294424849888,3.33925,8.0,4000,0.006219350174849887,0.006193294424849888
0.0005,2,randomised,62.19636473545006,61.93580723545006,3.33925,8.0,4000,0.006219636473545007,0.006193580723545007
0.0005,2,naive,62.63871673008953,62.367486730089524,3.269,9.0,4000,0.006263871673008952,0.006236748673008953
0.0005,3,oracle,65.3519363314018,65.2569263314018,2.223,0.0,4000,0.006535193633140181,0.0065256926331401805
0.0005,3,belief,65.35194024271867,65.25693024271867,2.223,0.0,4000,0.006535194024271866,0.0065256930242718674
0.0005,3,randomised,65.35345014655059,65.25844014655058,2.223,0.0,4000,0.006535345014655059,0.006525844014655059
0.0005,3,naive,66.67228226775669,66.47802976775668,3.64125,2.0,4000,0.006667228226775668,0.0066478029767756686
0.0005,4,oracle,70.93742261330715,70.42236261330716,5.8565,8.0,4000,0.007093742261330714,0.007042236261330716
0.0005,4,belief,70.94177539302552,70.42671539302553,5.8565,8.0,4000,0.007094177539302552,0.0070426715393025535
0.0005,4,randomised,70.94188225241294,70.42682225241295,5.8565,8.0,4000,0.007094188225241294,0.007042682225241295
0.0005,4,naive,72.52683236847406,70.91781986847407,9.67075,17.0,4000,0.0072526832368474065,0.007091781986847407
0.0005,5,oracle,74.13914379519133,73.97220129519133,2.86875,5.0,4000,0.007413914379519134,0.007397220129519132
0.0005,5,belief,74.14288215718511,73.97593965718511,2.86875,5.0,4000,0.007414288215718512,0.00739759396571851
0.0005,5,randomised,74.14164939631837,73.97470689631837,2.86875,5.0,4000,0.007414164939631837,0.0073974706896318375
0.0005,5,naive,74.65463872244936,74.47823372244936,3.2815,4.0,4000,0.007465463872244937,0.0074478233722449355
0.0005,6,oracle,71.05564782285226,70.96190782285227,2.445,2.0,4000,0.007105564782285226,0.007096190782285227
0.0005,6,belief,71.05617387751863,70.96243387751863,2.445,2.0,4000,0.0071056173877518634,0.007096243387751863
0.0005,6,randomised,71.05563910109844,70.96189910109844,2.445,2.0,4000,0.007105563910109844,0.0070961899101098435
0.0005,6,naive,76.3547419079369,76.13325440793689,4.25475,2.0,4000,0.00763547419079369,0.0076133254407936895
0.0005,7,oracle,56.90098327909527,56.75565327909527,2.7365,6.0,4000,0.005690098327909527,0.005675565327909527
0.0005,7,belief,56.897365972290686,56.752035972290685,2.7365,6.0,4000,0.005689736597229069,0.0056752035972290685
0.0005,7,randomised,56.894952459690785,56.749622459690784,2.7365,6.0,4000,0.005689495245969079,0.005674962245969078
0.0005,7,naive,56.10942395031202,55.91662395031202,3.0935,7.0,4000,0.005610942395031202,0.005591662395031202
0.0005,8,oracle,81.75839100052167,81.05101350052166,6.28375,14.0,4000,0.008175839100052167,0.008105101350052166
0.0005,8,belief,81.75758251334923,81.05020501334923,6.28375,14.0,4000,0.008175758251334923,0.008105020501334922
0.0005,8,randomised,81.75743075457808,81.05005325457807,6.28375,14.0,4000,0.008175743075457808,0.008105005325457808
0.0005,8,naive,78.55958685641917,76.6108843564192,10.57175,22.0,4000,0.007855958685641918,0.00766108843564192
0.0005,9,oracle,62.83568336496222,62.694708364962224,2.9885,4.0,4000,0.006283568336496222,0.006269470836496222
0.0005,9,belief,62.833971639424306,62.69299663942431,2.9885,4.0,4000,0.00628339716394243,0.006269299663942431
0.0005,9,randomised,62.8346674428779,62.693692442877904,2.9885,4.0,4000,0.006283466744287791,0.00626936924428779
0.0005,9,naive,63.39904089020348,63.200788390203485,3.56725,5.0,4000,0.006339904089020348,0.006320078839020348
0.0005,10,oracle,67.53181310377073,67.32757810377073,3.386,3.0,4000,0.006753181310377073,0.006732757810377073
0.0005,10,belief,67.52878783546868,67.32455283546868,3.386,3.0,4000,0.0067528787835468675,0.006732455283546868
0.0005,10,randomised,67.52878737374238,67.32455237374238,3.386,3.0,4000,0.0067528787373742375,0.0067324552373742375
0.0005,10,naive,69.3886723009586,69.13060480095861,3.99275,0.0,4000,0.00693886723009586,0.006913060480095861
0.0005,11,oracle,70.73654422626691,70.59054672626692,2.76925,6.0,4000,0.007073654422626691,0.007059054672626692
0.0005,11,belief,70.74128315755831,70.59528565755832,2.76925,6.0,4000,0.007074128315755832,0.007059528565755832
0.0005,11,randomised,70.74054516007448,70.59454766007448,2.76925,6.0,4000,0.0070740545160074475,0.007059454766007448
0.0005,11,naive,69.26054326225778,68.95295576225779,4.41725,8.0,4000,0.006926054326225778,0.006895295576225779
0.0005,12,oracle,68.54130820824366,68.42133820824365,2.0545,7.0,4000,0.006854130820824367,0.006842133820824365
0.0005,12,belief,68.53969757878053,68.41972757878052,2.0545,7.0,4000,0.006853969757878053,0.006841972757878052
0.0005,12,randomised,68.53882151192863,68.41885151192862,2.0545,7.0,4000,0.006853882151192863,0.006841885151192862
0.0005,12,naive,68.1168325592223,67.8552600592223,3.10275,10.0,4000,0.006811683255922229,0.006785526005922231
0.0005,13,oracle,82.1226188937543,81.9396138937543,3.2345,3.0,4000,0.00821226188937543,0.00819396138937543
0.0005,13,belief,82.12414758659045,81.94114258659046,3.2345,3.0,4000,0.008212414758659045,0.008194114258659046
0.0005,13,randomised,82.12512028672859,81.9421152867286,3.2345,3.0,4000,0.00821251202867286,0.008194211528672859
0.0005,13,naive,81.9671360445044,81.5174960445044,5.11,7.0,4000,0.008196713604450439,0.00815174960445044
0.0005,14,oracle,70.9102119757448,70.68024447574481,3.00425,8.0,4000,0.0070910211975744805,0.007068024447574482
0.0005,14,belief,70.91064098225786,70.68067348225787,3.00425,8.0,4000,0.007091064098225785,0.0070680673482257875
0.0005,14,randomised,70.90871351355065,70.67874601355066,3.00425,8.0,4000,0.007090871351355066,0.0070678746013550665
0.0005,14,naive,73.37736733708823,73.05722233708823,3.3155,10.0,4000,0.007337736733708824,0.007305722233708824
0.0005,15,oracle,60.52119788676532,59.71595788676534,7.7445,12.0,4000,0.006052119788676532,0.0059715957886765335
0.0005,15,belief,60.52081260195018,59.7155726019502,7.7445,12.0,4000,0.006052081260195018,0.005971557260195021
0.0005,15,randomised,60.520185521738995,59.71494552173901,7.7445,12.0,4000,0.0060520185521739,0.005971494552173901
0.0005,15,naive,58.693393579036865,56.6105935790369,11.854,20.0,4000,0.005869339357903686,0.005661059357903691
0.0005,16,oracle,75.44469774378075,75.30892024378075,2.50525,5.0,4000,0.007544469774378075,0.007530892024378074
0.0005,16,belief,75.44623548547742,75.31045798547741,2.50525,5.0,4000,0.007544623548547741,0.007531045798547742
