n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
10,42.92535778285754,18.240752778099917,43.11443403285768,3.8,-0.0014880628025461704,0.000305869151750168,0.0014600459377673099,0.0010669914757071661,0,baseline_untrained
10,38.346127422541294,20.017300090025905,38.48799292254147,3.1,0.001988345378916711,0.032194314358494014,0.017766878033151214,0.024283349038213047,8000,timestep_8000
10,44.759176086489774,22.04616012250079,44.90660333648968,2.0,0.026143812285654714,0.060439006288861855,0.05593848888063448,0.11184623642870845,16000,timestep_16000
10,54.245884333367236,27.585365398815775,54.48577283336657,3.0,0.0422605892565276,0.0035845511315856127,0.040737601211637435,0.132751396154124,24000,timestep_24000
10,55.28908491894049,24.125105460487124,55.611908168940246,4.4,0.05706263416246075,-0.06467603557673283,0.04695654248739673,0.0633967082354038,32000,timestep_32000
10,65.31563954977689,35.263089255715954,65.75443379977652,5.4,-0.02932008295946871,-0.16064099971477408,0.03416650516815116,0.07308552074540844,40000,timestep_40000
10,71.1513147661411,36.11035621451051,72.25961976614062,11.8,-0.07910213567042956,-0.2758796350287157,0.025904211355676894,0.10682845680588583,48000,timestep_48000
10,72.95923653871728,47.406351255075535,74.62090303871707,15.4,-0.03450051620388404,-0.3143981824457878,0.032321608467209266,0.13521767705034987,56000,timestep_56000
10,76.14520056704107,48.09588645787846,77.81368156704056,15.5,-0.023953348057554103,-0.3166462050380884,0.03550708136723123,0.13160094118575003,64000,timestep_64000
10,66.1764933888938,28.488788147038825,67.07243938889357,9.8,-0.02213950075797038,-0.19806882413669955,0.04931295017192019,0.13943143610609643,72000,timestep_72000
10,79.7855558843065,47.86572832962227,81.69521738430635,17.8,0.05402859886689112,-0.32670662083269564,0.01329436283646251,0.1307780883001243,80000,timestep_80000
10,75.30933709845168,39.94330059107313,77.08086759845114,16.9,0.03065475601024227,-0.31188112331342416,0.025886392282559335,0.13201812464521515,88000,timestep_88000
10,80.12401408165822,46.96616615409469,81.72158108165767,15.9,0.045443135535198964,-0.2999055701266741,0.009711670292417719,0.11209927326536301,96000,timestep_96000
10,87.72659059503226,70.6035284397178,90.9116583450345,22.9,0.04650574669353373,-0.4023430631944095,0.00971795917206584,0.13002079501776992,100000,final_post_training
