agent_type,training_seed,evaluation_seed,raw_pnl,full_objective,spread_revenue,adverse_selection_loss,running_penalty,terminal_penalty,mean_abs_inventory,max_abs_inventory,mean_signed_inventory,terminal_signed_inventory,terminal_abs_inventory,fills,bid_action_mean,ask_action_mean,bid_action_std,ask_action_std,mean_quoted_spread,episode_length,reward_reconciliation_error,path_pairing_status,model_path,total_training_timesteps,recurrent_state_reset_verified,return_on_turnover_pct,raw_pnl_loss,full_objective_loss,turnover,checkpoint_selection,loaded_model_path,best_validation_timestep,best_validation_mean_objective
oracle,,130034,47.68729860703377,47.60800110703377,59.89220344478689,14.38443241156007,0.06329750000000019,0.016,1.87125,8.0,-0.39925,-4.0,4.0,68.0,-0.34825202903233743,-0.34682481763113604,0.15477292803862563,0.15591805828754673,2.0031310669169797,4000,2.3305801732931286e-12,exogenous_paired_fills_not_claimed_paired,,,,0.7012838030446142,False,False,6800.0,analytic,,,
oracle,,130035,39.443954377905925,39.19235437790592,50.49912595297153,24.994836024682495,0.23560000000000586,0.016,4.6375,7.0,-4.6375,-4.0,4.0,50.0,-0.33948250178942474,-0.28214482428083565,0.1345198560996772,0.1396118093231334,2.1158802477206407,4000,5.258016244624741e-13,exogenous_paired_fills_not_claimed_paired,,,,0.7888790875581185,False,False,5000.0,analytic,,,
oracle,,130036,42.318973748257804,42.27602624825781,38.03678322719252,19.930134103519038,0.033947499999999665,0.009000000000000001,1.27325,5.0,-0.83325,3.0,3.0,33.0,-0.24996223101054005,-0.2388033138602938,0.04915697827503595,0.04957501125578064,2.319830618932931,4000,6.963318810448982e-13,exogenous_paired_fills_not_claimed_paired,,,,1.2823931438866,False,False,3300.0,analytic,,,
oracle,,130037,14.961064817894794,14.559467317894796,66.21151530115554,21.19913934513985,0.25759749999999804,0.14400000000000002,4.04125,12.0,3.41825,12.0,12.0,74.0,-0.33293376787532347,-0.3577748967501468,0.15241835211083074,0.15590292593586685,2.00983647414644,4000,3.5349501104064984e-13,exogenous_paired_fills_not_claimed_paired,,,,0.20217655159317288,False,False,7400.0,analytic,,,
oracle,,130038,20.835399167124777,20.76974416712477,54.71569836016691,12.205863517160243,0.06465500000000442,0.001,2.112,6.0,0.561,1.0,1.0,61.0,-0.35957596233758704,-0.37284604236444974,0.1680414228786246,0.15331633228001781,1.9458041307869112,4000,0.0,exogenous_paired_fills_not_claimed_paired,,,,0.34156392077253733,False,False,6100.0,analytic,,,
oracle,,130039,20.855837966983017,20.66627046698302,73.33601654771529,23.426782231973046,0.12556749999999903,0.064,2.99425,8.0,-0.26725,8.0,8.0,76.0,-0.32294648072505866,-0.30504856801179225,0.13673949714351274,0.1429222920886083,2.1061054321950325,4000,1.0231815394945443e-12,exogenous_paired_fills_not_claimed_paired,,,,0.2744189206181976,False,False,7600.0,analytic,,,
oracle,,130040,70.0541105506646,70.0230205506646,50.35629009816859,17.18858240485316,0.030090000000000613,0.001,1.5265,3.0,-0.8805,-1.0,1.0,47.0,-0.26732416401772413,-0.25886075371182665,0.08961996771796195,0.08973116384784664,2.2623897588438195,4000,2.8705926524708048e-12,exogenous_paired_fills_not_claimed_paired,,,,1.4905129904396723,False,False,4700.0,analytic,,,
oracle,,130041,51.95288289977276,51.78840789977276,55.41880782545358,23.485002600022508,0.15547500000000172,0.009000000000000001,3.1595,8.0,2.518,3.0,3.0,59.0,-0.329238981491608,-0.3571970484721337,0.16370776046183957,0.14336468624939272,2.0163952107330436,4000,4.831690603168681e-13,exogenous_paired_fills_not_claimed_paired,,,,0.8805573372842841,False,False,5900.0,analytic,,,
oracle,,130042,57.967207571420204,57.89941257142021,71.04289345248274,17.894477165851274,0.05179500000000076,0.016,1.83,5.0,0.133,-4.0,4.0,78.0,-0.3513609609763671,-0.3589701955017989,0.15779702032286932,0.157554021907435,1.9797148359948302,4000,1.2079226507921703e-12,exogenous_paired_fills_not_claimed_paired,,,,0.7431693278387206,False,False,7800.0,analytic,,,
oracle,,130043,91.0324538401996,90.78229134019959,54.00046522941882,17.926923299527957,0.23416250000000127,0.016,4.21275,8.0,-1.05525,4.0,4.0,56.0,-0.3295839123207024,-0.2987993274941335,0.12667953738990886,0.15544536380883683,2.105509536868765,4000,7.531752999057062e-13,exogenous_paired_fills_not_claimed_paired,,,,1.6255795328607068,False,False,5600.0,analytic,,,
