agent_type,training_seed,training_env_seed,evaluation_seed,raw_pnl,full_objective,spread_revenue,adverse_selection_loss,running_penalty,terminal_penalty,mean_abs_inventory,max_abs_inventory,mean_signed_inventory,terminal_signed_inventory,terminal_abs_inventory,fills,bid_action_mean,ask_action_mean,bid_action_std,ask_action_std,mean_quoted_spread,episode_length,reward_reconciliation_error,path_pairing_status,model_path,total_training_timesteps,recurrent_state_reset_verified,return_on_turnover_pct,raw_pnl_loss,full_objective_loss,turnover,checkpoint_selection,loaded_model_path,best_validation_timestep,best_validation_mean_objective,selected_checkpoint_timestep,selected_validation_mean,selected_validation_std,validation_seed_count,environment_type
belief_weighted,,,170021,14.73769525720627,14.728619131804772,40.36350582602958,28.94076779507638,0.0050761254014984065,0.004,0.4765625,2.0,0.25,2.0,2.0,48.0,-0.16906090871802001,-0.33016818856585567,0.2564123123342259,0.24305871493917272,2.3037684723955776,256,0.0,exogenous_paired_fills_not_claimed_paired,,,,0.30703531785846394,False,False,4800.0,analytic,,,,,,,,event
belief_weighted,,,170022,37.73480858353841,37.723957858930824,55.97176213164657,21.656094991681012,0.010850724607583852,0.0,0.6747404844290658,4.0,0.0657439446366782,0.0,0.0,82.0,-0.34642763344087185,-0.34231951165859725,0.300440223312262,0.3599810449879775,2.0128475178932312,289,7.105427357601002e-15,exogenous_paired_fills_not_claimed_paired,,,,0.4601805924821757,False,False,8200.0,analytic,,,,,,,,event
belief_weighted,,,170023,46.60435410860531,46.599115221208216,48.96206817793451,12.33446589525099,0.004238887397093541,0.001,0.4142857142857143,3.0,-0.1,1.0,1.0,93.0,-0.4621407893521318,-0.39802792867784775,0.2826193211578411,0.29352692075150627,1.7497056789283083,280,1.4210854715202004e-14,exogenous_paired_fills_not_claimed_paired,,,,0.5011220871893044,False,False,9300.0,analytic,,,,,,,,event
belief_weighted,,,170024,48.63529004065656,48.62662387488229,56.42909438078461,23.47557840550085,0.007666165774269593,0.001,0.519298245614035,2.0,0.11228070175438597,1.0,1.0,71.0,-0.24150013358268005,-0.3437015390637971,0.27955439616051364,0.27673866842747014,2.1717956921047548,285,7.105427357601002e-15,exogenous_paired_fills_not_claimed_paired,,,,0.6850040850796698,False,False,7100.0,analytic,,,,,,,,event
belief_weighted,,,170025,39.08160295116066,39.07307348219134,60.77381600970308,34.361607731281424,0.008529468969321139,0.0,0.6366782006920415,3.0,0.2422145328719723,0.0,0.0,78.0,-0.2254608349614506,-0.37096047512949687,0.32776352418734267,0.28785493252338434,2.154572912152463,289,1.4210854715202004e-14,exogenous_paired_fills_not_claimed_paired,,,,0.501046191681547,False,False,7800.0,analytic,,,,,,,,event
belief_weighted,,,170026,40.95294360103438,40.9472383275396,63.73311029796481,36.366118132759595,0.0057052734947746755,0.0,0.4863013698630137,2.0,0.2671232876712329,0.0,0.0,74.0,-0.17334491001981903,-0.3413986145762281,0.2597325352962055,0.26238255687487927,2.279952946358678,292,1.4210854715202004e-14,exogenous_paired_fills_not_claimed_paired,,,,0.5534181567707348,False,False,7400.0,analytic,,,,,,,,event
belief_weighted,,,170027,24.14083308111681,24.131387340773365,58.19927708910651,29.62765667410906,0.008445740343443654,0.001,0.654485049833887,3.0,0.34219269102990035,1.0,1.0,69.0,-0.2175720036169885,-0.3243245538958542,0.2732457069706753,0.2932986470526247,2.2382715004761526,301,7.105427357601002e-15,exogenous_paired_fills_not_claimed_paired,,,,0.3498671461031422,False,False,6900.0,analytic,,,,,,,,event
belief_weighted,,,170028,30.711529502510984,30.703364304412272,64.92313278439718,34.82701486057943,0.004165198098711452,0.004,0.3939393939393939,2.0,-0.037037037037037035,2.0,2.0,74.0,-0.26105480367516876,-0.21742415214022368,0.24949740638443377,0.24936705981905669,2.3356211166774754,297,3.552713678800501e-15,exogenous_paired_fills_not_claimed_paired,,,,0.41502066895285117,False,False,7400.0,analytic,,,,,,,,event
belief_weighted,,,170029,32.578553248825784,32.56865662455312,55.195169376597754,23.657611032502068,0.008896624272663897,0.001,0.6942446043165468,3.0,-0.01079136690647482,1.0,1.0,93.0,-0.36589434052632347,-0.3968688992583951,0.3561426129994676,0.3193040650397717,1.8992286137173031,278,7.105427357601002e-15,exogenous_paired_fills_not_claimed_paired,,,,0.3503070241809224,False,False,9300.0,analytic,,,,,,,,event
randomised,,,170000,46.999585330478936,46.991527216959746,60.02662480097646,22.9670638909523,0.007058113519189806,0.001,0.5888157894736842,2.0,-0.14144736842105263,1.0,1.0,87.0,-0.42383396324681016,-0.2846354865319317,0.33108345418682184,0.2808394459923643,1.9825726613905772,304,7.105427357601002e-15,exogenous_paired_fills_not_claimed_paired,,,,0.5402251187411372,False,False,8700.0,analytic,,,,,,,,event
