n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
10,44.85045473524061,22.62925891731189,45.00394023524116,3.5,-0.00222714889446425,0.0008013976644928334,0.001324507736103281,0.0008890694961085816,0,baseline_untrained
10,48.263794756012054,24.080177146535394,48.40249675601242,3.5,-0.03721958836911945,0.005560316710319603,0.03435561594488738,0.04838981912847529,16000,timestep_16000
10,47.8267677894644,27.759104708278823,48.07440828946439,4.7,0.009551479134475812,-0.040517110505723396,0.03460285239409092,0.06676094686064762,32000,timestep_32000
10,45.89104361220031,30.964153572172176,46.33128011220037,7.3,0.09407921778146411,-0.08173125690777087,0.0440004588900393,0.05344847261634624,48000,timestep_48000
10,55.051836753267274,35.249732296784806,55.381711253266346,4.9,0.02102963308777544,-0.01945140386558087,0.045911678957084104,0.1705762423154837,64000,timestep_64000
10,59.3066738039077,40.04000035471562,59.81799405390759,6.6,0.03393266562224016,-0.08612289286354208,0.0664011933177828,0.18759725041314465,80000,timestep_80000
10,64.45613384509855,48.03511453887232,65.12848884509962,8.0,0.04609797803953406,-0.09534704494569887,0.07478744757082477,0.21697559686006834,96000,timestep_96000
10,72.59144598135518,65.4312704081841,73.65881023135694,11.7,0.17284733338535296,-0.09892801866610826,0.134734427188561,0.2371765219210595,112000,timestep_112000
10,47.997638322030916,29.362760935561514,48.27935132203115,5.2,0.06465571044784738,-0.015593127184687182,0.048695993290917776,0.08267485562229218,128000,timestep_128000
10,47.91524983138852,26.611094853032657,48.122557831388896,4.2,0.04547808109876932,0.014936246549966744,0.026633848135996077,0.06007818724178418,144000,timestep_144000
10,50.252359969211824,23.574969348380215,50.45704946921198,4.2,0.04476379103193758,0.08166815669953358,0.04409986150287739,0.09534000739622295,160000,timestep_160000
10,41.650532350992236,27.282244730517434,42.05678660099248,8.4,-0.12384709582999931,0.22170536018463316,0.05343620705111441,0.08201596924862586,176000,timestep_176000
10,37.30660085849737,31.255528556692415,37.90651460849746,10.9,-0.1613912829553243,0.274970292155724,0.05642153564012981,0.07250307544679747,192000,timestep_192000
10,39.47865250586858,25.27728516076043,39.881841005868544,8.9,-0.10570903132249368,0.30088149709105494,0.04476362828334579,0.08595293976557575,200000,final_post_training
