n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag,learner_seed,training_env_seed
10,44.848600744685804,22.615605660566644,45.00208624468635,3.5,-0.0008541552058409011,-0.0007473773047341211,0.0006004921676655322,0.0013067266066318802,0,baseline_untrained,2,70000
10,37.497945515496795,18.683409598482793,37.58636051549699,2.8,0.03040378446833929,0.13147627949980087,0.04761783619346672,0.056097490968908925,16000,timestep_16000,2,70000
10,44.908995560365696,17.06270868996352,45.00445431036667,3.5,0.09156297024211381,0.12218735799434362,0.0404084076609988,0.06140964695178411,32000,timestep_32000,2,70000
10,44.535584337737376,19.098644068606017,44.61242783773861,2.3,0.08830253487084992,0.10334300914416089,0.031209172499024336,0.06406302436363463,48000,timestep_48000,2,70000
10,43.93961348016934,31.897369067093504,44.15393823016843,5.4,0.28094428357523865,0.09255635997019708,0.07295714901539258,0.033571984469334376,64000,timestep_64000,2,70000
10,40.550941339201955,32.65506799409114,40.762315089201806,5.1,0.38062754007745536,0.1455615038887132,0.10115988495460226,0.0420367254027015,80000,timestep_80000,2,70000
10,36.415259672412375,15.29235431919678,36.46600392241292,2.2,0.17087344347401523,0.21748506196415984,0.04970316357641407,0.09030003522902999,96000,timestep_96000,2,70000
10,33.03808230787496,13.26439698578496,33.11781805787491,2.7,0.030778816236928106,0.22975300072557292,0.008850408835809917,0.20433252521756387,112000,timestep_112000,2,70000
10,30.433321615160946,13.010649822544691,30.55025686516109,3.2,-0.03790444317269139,0.17549447978562677,0.059290470428416016,0.2482811572969049,128000,timestep_128000,2,70000
10,27.091816168224835,14.505866860831656,27.144573668225394,1.4,-0.025193770715873687,0.10537238409565762,0.15601695242382413,0.21013409651261275,144000,timestep_144000,2,70000
10,26.647270368688424,14.501739180121213,26.69599386868892,1.4,-0.02798752703850623,0.06074066556163598,0.12738757386365696,0.19616936720351752,160000,timestep_160000,2,70000
10,23.949245546223718,20.48116321474276,24.009443796224325,1.1,-0.10981166560014244,0.002819043909572065,0.14915533086755048,0.23195498847525578,176000,timestep_176000,2,70000
10,16.937008036171214,30.35797926698496,17.014162286171455,0.7,-0.12936572735498195,-0.040562397713703104,0.18284556775018038,0.28927972844911515,192000,timestep_192000,2,70000
10,20.30693448614689,24.866969854317418,20.360488736147303,0.6,-0.13362759080210235,-0.01777141739949584,0.18026786606780013,0.282189049163396,200000,final_post_training,2,70000
