n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.705770336026223,34.412092382165014,23.88632758295609,4.8,-0.00016313289465958963,-0.0008594439174910985,0.0001867969809040136,0.0002576856160890969,276.6,0,baseline_untrained,4,70000
5,27.121714757818882,22.682017807426686,27.185742352856884,2.8,0.14417884467588502,0.20731720398365375,0.011016837296622742,0.012996720582511145,276.6,16000,timestep_16000,4,70000
5,26.317012841740723,30.717442877332612,26.405737329752192,3.4,0.13079026341438293,0.14541687206543621,0.012528957003218946,0.014706093087266846,276.6,32000,timestep_32000,4,70000
5,27.191176452620436,29.861129438692828,27.27076571985084,3.2,0.08201659954033808,0.1359200110835436,0.010643736016627162,0.016141442557690833,276.6,48000,timestep_48000,4,70000
5,32.04608773844434,30.387118248143544,32.12431024068843,3.4,0.060520835236302126,0.15964065115044968,0.018096579034922677,0.0239648726334894,276.6,64000,timestep_64000,4,70000
5,14.37713027106137,45.57724096140535,14.863886210153883,8.2,0.322266262097369,0.016993731922259257,0.03245896902622187,0.026769380197655585,276.6,80000,timestep_80000,4,70000
5,15.112370692616008,66.91082804303738,16.188798321243087,14.0,0.3099933377401775,-0.1390789842530371,0.027838677367612235,0.05262029856626081,276.6,96000,timestep_96000,4,70000
5,14.806907229089717,68.14073686954967,15.941556146776042,14.4,0.28996524491649733,-0.1521378320097029,0.02373915450959633,0.04994540695751592,276.6,112000,timestep_112000,4,70000
5,7.888128557421661,99.55390364173877,9.858232390499143,19.2,0.4282837645221429,-0.2301430805200416,0.03331345684521926,0.051409966391018476,276.6,128000,timestep_128000,4,70000
5,2.011159360012077,98.11411320841721,4.231132225267333,20.6,0.5261496074567734,-0.2341508146453533,0.0355863955068514,0.04482346652641253,276.6,144000,timestep_144000,4,70000
5,7.899126794864612,64.72306489446878,8.786307740041888,12.0,0.47790178195428606,-0.030929513620071257,0.034566086714241405,0.031219285953032846,276.6,160000,timestep_160000,4,70000
5,4.713641916244467,48.632913687817464,5.105434678627927,7.6,0.7111244137228526,0.1600322903107666,0.043477461040696885,0.026244162345925595,276.6,176000,timestep_176000,4,70000
5,11.240726444761576,31.44613102253786,11.481603854400669,6.0,0.7732492809871445,0.2378736184566502,0.042448294833963285,0.038634223309973605,276.6,192000,timestep_192000,4,70000
5,9.676932323474487,29.686486597475902,9.909658137748144,5.8,0.7496788463813191,0.251985529686822,0.0411305463951783,0.04816969229647192,276.6,200000,final_post_training,4,70000
