metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,200,35.70956351150964,53.26935691495146,3.7667123504008684,34.81514488429387,13.170755626172706,58.273865886530736,45.10311026035803,28.326807304723943,43.09231971829534,0.17,237.4241107747887,hamilton_ppo,0.0,within_training_seed
full_objective,200,35.37972993650965,53.24161128680631,3.7647504382198966,34.683299435661105,12.98853979206607,58.24905651153074,45.26051671946467,28.00081907759865,42.758640795420646,0.17,235.39944827478868,hamilton_ppo,0.0,within_training_seed
mean_abs_inventory,200,3.8617350000000004,2.4767555648296367,0.1751330655232554,2.934625,2.0558125,5.286125,3.2303125,3.5184741915744198,4.204995808425581,0.0,13.083,hamilton_ppo,0.0,within_training_seed
terminal_abs_inventory,200,6.125,4.457434081729625,0.31518818658830494,5.0,3.0,9.0,6.0,5.507231154286922,6.742768845713078,0.0,23.0,hamilton_ppo,0.0,within_training_seed
raw_pnl,200,23.810687694165257,477.4812161639087,33.76302058386996,43.58702022700072,-299.0321257062649,389.7775145145133,688.8096402207782,-42.36483265021987,89.98620803855037,0.46,1454.5586769806923,return_lstm_ppo,0.0,within_training_seed
full_objective,200,-4.731670618334776,479.2957807681,33.89132967752243,14.976878627520454,-328.05291758126486,368.71910423718106,696.7720218184459,-71.15867678627873,61.69533554960918,0.48,1420.639271980692,return_lstm_ppo,0.0,within_training_seed
mean_abs_inventory,200,41.53620375,6.050864428261008,0.42786072692638205,41.484125,37.4789375,45.2635,7.7845625,40.69759672522429,42.37481077477571,0.0,59.2655,return_lstm_ppo,0.0,within_training_seed
terminal_abs_inventory,200,75.935,8.898691394958787,0.6292325029061736,76.0,69.0,81.0,12.0,74.70170429430391,77.1682957056961,0.0,103.0,return_lstm_ppo,0.0,within_training_seed
raw_pnl,200,37.61323637421586,330.2682911824373,23.353494830599463,44.87551995641388,-179.9332703147645,281.97336352054003,461.90663383530455,-8.159613493759089,83.3860862421908,0.425,901.9838030169785,return_mlp_ppo,0.0,within_training_seed
full_objective,200,23.63748962421593,331.5211023106385,23.44208195502917,30.150343920794963,-194.24717411848175,265.03930941606353,459.28648353454525,-22.30899100764124,69.5839702560731,0.445,888.8388505169785,return_mlp_ppo,0.0,within_training_seed
mean_abs_inventory,200,27.600612499999997,7.857790028404693,0.5556296614224993,28.344,23.503500000000003,32.4421875,8.9386875,26.5115783636119,28.689646636388094,0.0,45.61525,return_mlp_ppo,0.0,within_training_seed
terminal_abs_inventory,200,52.37,11.915240863034226,0.8425347613722551,54.0,46.75,60.0,13.25,50.71863186771038,54.021368132289616,0.0,78.0,return_mlp_ppo,0.0,within_training_seed
