n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.73666280815987,34.404885599260986,23.917220055089736,4.8,0.0006983965849120046,-0.00039382569783845905,0.001243245288210677,0.00048059351908200776,276.6,0,baseline_untrained,3,70000
5,23.233564822234815,32.99198156659224,23.371984270922653,4.4,0.0614611444011969,0.03921219777823941,0.022308931832253024,0.03245652565298572,276.6,16000,timestep_16000,3,70000
5,10.995797991608592,52.19964139410091,11.564535947025627,8.4,0.23457519363663115,-0.031941011815048374,0.053662771839202796,0.04946161429726697,276.6,32000,timestep_32000,3,70000
5,4.384564474963256,72.20979157328986,5.497494829934112,13.0,0.3362860417320775,-0.09927557995145574,0.08047243327653447,0.05354098118695879,276.6,48000,timestep_48000,3,70000
5,3.4789427309394467,103.84742136693365,5.436555165805703,18.2,0.40062157262388726,-0.2003434173256396,0.0866810163495299,0.07455909690948388,276.6,64000,timestep_64000,3,70000
5,-1.881570647371597,86.02805334906249,-0.16726348623956255,17.0,0.5467287367957274,-0.12321556290101182,0.08872718074906356,0.04769274810141162,276.6,80000,timestep_80000,3,70000
5,-3.38834793437987,92.09074437789833,-1.5356863766157403,17.6,0.6510624389931161,-0.12452233915129005,0.09194687836944573,0.042283549232027776,276.6,96000,timestep_96000,3,70000
5,-1.1265546054288964,86.02071943135287,0.5404456605776886,16.6,0.5901567580168953,-0.11814306661303459,0.10377287818667981,0.040355889225632886,276.6,112000,timestep_112000,3,70000
5,-3.6844125075489074,93.84873498873135,-1.903840697700207,16.6,0.5731794507238025,-0.12431722491257706,0.11182576361748058,0.06858481349779189,276.6,128000,timestep_128000,3,70000
5,1.7610552773619148,89.49890709883863,3.4834644326886064,16.6,0.5303599447852361,-0.137766531398567,0.09398666947098056,0.06465418156908835,276.6,144000,timestep_144000,3,70000
5,-5.970543914684699,119.43175001750947,-3.450399484844047,20.8,0.47621006834834534,-0.24933269536439182,0.0873036560324374,0.06515756747238989,276.6,160000,timestep_160000,3,70000
5,-28.437747776123814,178.03552610889932,-22.30465172066897,33.8,0.534912059338129,-0.4458431681040311,0.09671118035723154,0.07682878463510014,276.6,176000,timestep_176000,3,70000
5,-31.54303707831219,159.05721185685113,-26.311444795618673,31.2,0.6407891549196953,-0.41139178084706535,0.1117074306904257,0.06591894632086932,276.6,192000,timestep_192000,3,70000
5,-26.48836726706824,142.01959529396893,-22.508806010315766,27.2,0.6176391531829807,-0.35563739782989845,0.09008820481636655,0.04428869475133044,276.6,200000,final_post_training,3,70000
