metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,100,37.24674368087212,44.95658710238729,4.495658710238729,38.303350620513875,11.752283134874524,65.13185961140806,53.379576476533536,28.435252608804213,46.05823475294003,0.17,169.6835254260028,hamilton_ppo,0.0,within_training_seed
full_objective,100,37.022252080872114,44.980474534883605,4.49804745348836,38.14103437051388,11.687590634874525,64.78255961140805,53.09496897653352,28.206079072034928,45.838425089709304,0.17,169.0720779260028,hamilton_ppo,0.0,within_training_seed
mean_abs_inventory,100,3.2088399999999995,1.6674050900253437,0.16674050900253437,2.854625,1.9535624999999999,4.4233125,2.46975,2.882028602355032,3.535651397644967,0.0,8.645,hamilton_ppo,0.0,within_training_seed
terminal_abs_inventory,100,5.43,3.8277429591883734,0.3827742959188373,5.0,2.75,8.0,5.25,4.679762379999079,6.180237620000921,0.0,18.0,hamilton_ppo,0.0,within_training_seed
raw_pnl,100,43.152716201583665,89.681476137943,8.968147613794299,52.39287084239686,-9.533201376262184,87.43028360977826,96.96348498604044,25.57514687854684,60.73028552462049,0.28,253.97169686865186,return_lstm_ppo,0.0,within_training_seed
full_objective,100,41.99075292658368,89.81241614993179,8.981241614993179,51.15193352512219,-11.490735126262162,87.05648985977825,98.54722498604042,24.38751936119705,59.59398649197031,0.29,252.9945993686519,return_lstm_ppo,0.0,within_training_seed
mean_abs_inventory,100,6.9423224999999995,3.7844247915499296,0.37844247915499296,6.688750000000001,3.7304375,8.8104375,5.080000000000001,6.200575240856214,7.684069759143785,0.0,17.64675,return_lstm_ppo,0.0,within_training_seed
terminal_abs_inventory,100,15.3,7.11876166736657,0.711876166736657,15.0,10.75,20.0,9.25,13.904722713196152,16.695277286803847,0.0,34.0,return_lstm_ppo,0.0,within_training_seed
raw_pnl,100,41.24137697039205,64.86505560816464,6.486505560816464,42.44217744861356,8.483355872011487,71.83486881611533,63.351512944103845,28.52782607119178,53.95492786959231,0.19,289.8942507082272,return_mlp_ppo,0.0,within_training_seed
full_objective,100,40.67262019539205,64.846462148875,6.4846462148875,42.022547448613565,7.333661289588045,71.19162006611533,63.85795877652729,27.962713614212547,53.38252677657155,0.19,288.29380820822723,return_mlp_ppo,0.0,within_training_seed
mean_abs_inventory,100,4.329907500000001,3.1471660290991816,0.31471660290991815,3.4935,1.961625,5.914,3.952375,3.713062958296561,4.946752041703441,0.0,13.847,return_mlp_ppo,0.0,within_training_seed
terminal_abs_inventory,100,9.71,7.355743993435993,0.7355743993435994,8.0,4.0,14.0,10.0,8.268274177286546,11.151725822713455,0.0,33.0,return_mlp_ppo,0.0,within_training_seed
