n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.74339552970169,34.40720159746772,23.923952776631555,4.8,-0.0004480628785258479,0.0009237852633832425,0.0002918358729524838,0.00044727995544774433,276.6,0,baseline_untrained,1,70000
5,30.250908256501827,45.97746755727267,30.611521491123074,8.2,-0.23174567146742595,-0.013354702751234373,0.039653319955711266,0.009581869504524932,276.6,16000,timestep_16000,1,70000
5,43.629988811928754,97.99762042792983,45.67758138870458,21.0,-0.42702320090946905,0.04366637721242934,0.04332442389881996,0.005396991325294023,276.6,32000,timestep_32000,1,70000
5,46.954752988534274,131.44135534832927,50.24392712455583,27.8,-0.4460423731407392,0.1510409869883945,0.04028004016020333,0.010843152668631457,276.6,48000,timestep_48000,1,70000
5,40.168075338188814,114.60577244449647,42.76737350524486,23.4,-0.462680615619396,0.007770292365462913,0.045013330469579914,0.005791471121926368,276.6,64000,timestep_64000,1,70000
5,35.81109702540455,44.19985105021407,36.19325368486092,8.4,-0.23807531461087328,-0.054967081527119946,0.036494953119325345,0.010732934230450825,276.6,80000,timestep_80000,1,70000
5,26.765044463736263,45.58332187612341,27.049951086236597,6.2,-0.17203531977239073,0.043750525721559595,0.031245661743530165,0.015970636790573665,276.6,96000,timestep_96000,1,70000
5,25.97410666667191,46.801851015080715,26.272341740107485,6.4,-0.13528749405454227,0.1044518474222781,0.026774813091187413,0.013574541137897331,276.6,112000,timestep_112000,1,70000
5,36.32566468411672,31.909006676991986,36.45431826782655,5.0,-0.03394469063976862,0.14655492788777347,0.013142620908600616,0.03091592336552367,276.6,128000,timestep_128000,1,70000
5,36.790296118085145,34.85859433616348,36.98687559771462,5.8,-0.0038210272540724535,0.2668780791354369,0.012576783152770719,0.05672768788544572,276.6,144000,timestep_144000,1,70000
5,36.39621110096242,48.97236951601287,36.77562581404759,8.4,-0.057380993119882054,0.3101821694030162,0.008220438695452597,0.055402917113441266,276.6,160000,timestep_160000,1,70000
5,34.50357697541237,47.57748110325703,34.836069300957966,7.4,-0.03588226185242874,0.2946394040146257,0.007554952333483013,0.0732866902673163,276.6,176000,timestep_176000,1,70000
5,41.46170999008605,47.86335472692387,41.81975586186941,8.0,-0.00856064260544677,0.4196866534364801,0.026174899826550337,0.10371848395672874,276.6,192000,timestep_192000,1,70000
5,42.480770082455045,48.274939316300696,42.80989630757902,7.4,-0.007613524160397038,0.38261299948285477,0.02757999941584491,0.10079719577425522,276.6,200000,final_post_training,1,70000
