metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,level
full_objective,200,42.395894677600474,45.87655766492396,3.243962502236341,46.34776117225586,19.953687471517146,68.70399273996453,48.75030526844739,36.037728173217246,48.7540611819837,0.13,156.74648122345124,belief_weighted,pooled_all_seeds
raw_pnl,200,42.631707365100475,45.83950211477644,3.2413422791573505,46.50117867225586,20.36764309651714,68.77452086496453,48.40687776844739,36.27867649795207,48.98473823224888,0.13,157.38011872345123,belief_weighted,pooled_all_seeds
mean_abs_inventory,200,3.41397625,1.7363799536219424,0.12278060399224583,2.99,2.2051875,4.194625,1.9894375000000002,3.173326266175198,3.654626233824802,0.0,9.9135,belief_weighted,pooled_all_seeds
terminal_abs_inventory,200,4.67,3.571396697632356,0.25253588232030805,4.0,2.0,7.0,5.0,4.175029670652196,5.1649703293478035,0.0,15.0,belief_weighted,pooled_all_seeds
full_objective,200,33.138361568525255,59.28978021404777,4.192420564441317,36.71472451654273,0.7691742914763652,67.56224902914356,66.7930747376672,24.921217262220274,41.355505874830236,0.245,204.96702080331926,hamilton_ppo,pooled_all_seeds
raw_pnl,200,33.51018584352526,59.248866001814314,4.1895274927495985,37.151464516542745,0.963740541476362,68.08573551774731,67.12199497627094,25.298711957736046,41.72165972931447,0.245,205.7301208033192,hamilton_ppo,pooled_all_seeds
mean_abs_inventory,200,5.0631375,1.9539483599395102,0.13816501354015606,4.851875,3.7973125,6.1771875,2.3798749999999997,4.792334073461294,5.333940926538705,0.0,11.339,hamilton_ppo,pooled_all_seeds
terminal_abs_inventory,200,4.335,2.81645826987187,0.19915367415553306,4.0,2.0,6.0,4.0,3.9446587986551553,4.725341201344845,0.0,17.0,hamilton_ppo,pooled_all_seeds
full_objective,200,41.8619994063879,60.80786137416547,4.299765112712394,46.121866326238454,16.591557724863918,74.28326324087749,57.69170551601357,33.43445978547161,50.289539027304194,0.195,230.14009529566928,naive,pooled_all_seeds
raw_pnl,200,42.30553243138789,60.63058112708105,4.287229506224012,46.25332552171261,17.245807735160156,74.36146074087748,57.11565300571732,33.902562599188826,50.70850226358695,0.19,231.2577377956693,naive,pooled_all_seeds
