q,tau,b,bid_action,ask_action_mirror,symmetry_error
5,0.05,0.9,-0.08340979367494583,0.17317959666252136,-0.2565893903374672
5,0.05,1.0,-0.08919680118560791,0.23076428472995758,-0.3199610859155655
10,1.0,0.0,-0.15323948860168457,-1.0,0.8467605113983154
10,1.0,0.1,-0.16096344590187073,-0.9838016033172607,0.82283815741539
10,1.0,0.2,-0.16843503713607788,-0.9365400671958923,0.7681050300598145
10,1.0,0.3,-0.17560535669326782,-0.8878603577613831,0.7122550010681152
10,1.0,0.4,-0.18243050575256348,-0.8379493951797485,0.6555188894271851
10,1.0,0.5,-0.188873291015625,-0.7870029211044312,0.5981296300888062
10,1.0,0.6,-0.1949046552181244,-0.7352217435836792,0.5403170883655548
10,1.0,0.7,-0.200504332780838,-0.6828088760375977,0.48230454325675964
10,1.0,0.8,-0.20566105842590332,-0.6299660205841064,0.4243049621582031
10,1.0,0.9,-0.21037209033966064,-0.5768917798995972,0.3665196895599365
10,1.0,1.0,-0.21464243531227112,-0.5237781405448914,0.30913570523262024
10,0.75,0.0,-0.10875768959522247,-0.9563642144203186,0.8476065248250961
10,0.75,0.1,-0.11682645976543427,-0.9079005718231201,0.7910741120576859
10,0.75,0.2,-0.12465714663267136,-0.8577703237533569,0.7331131771206856
10,0.75,0.3,-0.13219614326953888,-0.8061701059341431,0.6739739626646042
10,0.75,0.4,-0.13939592242240906,-0.7533125877380371,0.613916665315628
10,0.75,0.5,-0.14621680974960327,-0.6994214057922363,0.5532045960426331
10,0.75,0.6,-0.15262851119041443,-0.6447266936302185,0.4920981824398041
10,0.75,0.7,-0.15861037373542786,-0.5894611477851868,0.4308507740497589
10,0.75,0.8,-0.16415166854858398,-0.5338559746742249,0.36970430612564087
10,0.75,0.9,-0.1692506968975067,-0.4781376123428345,0.30888691544532776
10,0.75,1.0,-0.17391368746757507,-0.4225238263607025,0.24861013889312744
10,0.5,0.0,-0.0630839616060257,-0.8686541318893433,0.8055701702833176
10,0.5,0.1,-0.0714978277683258,-0.8174485564231873,0.7459507286548615
10,0.5,0.2,-0.07969194650650024,-0.7645649313926697,0.6848729848861694
10,0.5,0.3,-0.08760857582092285,-0.7102236747741699,0.6226150989532471
10,0.5,0.4,-0.09519709646701813,-0.6546631455421448,0.5594660490751266
10,0.5,0.5,-0.10241585224866867,-0.5981336832046509,0.4957178309559822
10,0.5,0.6,-0.10923336446285248,-0.5408926606178284,0.4316592961549759
10,0.5,0.7,-0.11562879383563995,-0.48319923877716064,0.3675704449415207
