q,tau,b,bid_action,ask_action_mirror,symmetry_error
10,0.5,0.8,-0.12159163504838943,-0.42530983686447144,0.303718201816082
10,0.5,0.9,-0.12712079286575317,-0.3674735426902771,0.24035274982452393
10,0.5,1.0,-0.1322232484817505,-0.3099282681941986,0.17770501971244812
10,0.25,0.0,-0.017856210470199585,-0.7658756971359253,0.7480194866657257
10,0.25,0.1,-0.02658054418861866,-0.7121326327323914,0.6855520885437727
10,0.25,0.2,-0.03510468825697899,-0.6567794680595398,0.6216747798025608
10,0.25,0.3,-0.043368078768253326,-0.6000603437423706,0.5566922649741173
10,0.25,0.4,-0.051318101584911346,-0.5422371625900269,0.4909190610051155
10,0.25,0.5,-0.058911923319101334,-0.48358309268951416,0.4246711693704128
10,0.25,0.6,-0.06611757725477219,-0.4243772625923157,0.3582596853375435
10,0.25,0.7,-0.07291417568922043,-0.36489859223365784,0.2919844165444374
10,0.25,0.8,-0.0792914628982544,-0.3054203987121582,0.2261289358139038
10,0.25,0.9,-0.08524854481220245,-0.24620594084262848,0.16095739603042603
10,0.25,1.0,-0.09079259634017944,-0.18750359117984772,0.09671099483966827
10,0.05,0.0,0.016943126916885376,-0.6731837391853333,0.6901268661022186
10,0.05,0.1,0.008014172315597534,-0.6176849007606506,0.6256990730762482
10,0.05,0.2,-0.0007291994988918304,-0.5606946349143982,0.5599654354155064
10,0.05,0.3,-0.00922529585659504,-0.5024740695953369,0.4932487737387419
10,0.05,0.4,-0.01742096059024334,-0.4433003067970276,0.42587934620678425
10,0.05,0.5,-0.025273213163018227,-0.38346022367477417,0.35818701051175594
10,0.05,0.6,-0.03275027871131897,-0.323243647813797,0.290493369102478
10,0.05,0.7,-0.039831556379795074,-0.2629377841949463,0.22310622781515121
10,0.05,0.8,-0.04650703817605972,-0.202821284532547,0.15631424635648727
10,0.05,0.9,-0.05277598649263382,-0.14315977692604065,0.09038379043340683
10,0.05,1.0,-0.05864540860056877,-0.08420142531394958,0.025556016713380814
15,1.0,0.0,-0.135326087474823,-1.0,0.864673912525177
15,1.0,0.1,-0.1429680585861206,-1.0,0.8570319414138794
15,1.0,0.2,-0.15038132667541504,-1.0,0.849618673324585
15,1.0,0.3,-0.15751859545707703,-0.987701416015625,0.830182820558548
15,1.0,0.4,-0.16433700919151306,-0.9407852292060852,0.7764482200145721
15,1.0,0.5,-0.17079976201057434,-0.89268958568573,0.7218898236751556
15,1.0,0.6,-0.17687749862670898,-0.8435843586921692,0.6667068600654602
15,1.0,0.7,-0.18254902958869934,-0.7936438322067261,0.6110948026180267
15,1.0,0.8,-0.1878015697002411,-0.7430447340011597,0.5552431643009186
15,1.0,0.9,-0.1926305890083313,-0.6919643878936768,0.49933379888534546
15,1.0,1.0,-0.19703888893127441,-0.6405786871910095,0.4435397982597351
15,0.75,0.0,-0.0914003998041153,-1.0,0.9085996001958847
15,0.75,0.1,-0.09939949214458466,-1.0,0.9006005078554153
15,0.75,0.2,-0.1071828082203865,-0.9619646072387695,0.854781799018383
15,0.75,0.3,-0.11469870805740356,-0.9137044548988342,0.7990057468414307
15,0.75,0.4,-0.12190084904432297,-0.8640507459640503,0.7421498969197273
15,0.75,0.5,-0.1287500262260437,-0.8131874799728394,0.6844374537467957
15,0.75,0.6,-0.1352154016494751,-0.7613075375556946,0.6260921359062195
15,0.75,0.7,-0.1412753462791443,-0.7086097598075867,0.5673344135284424
15,0.75,0.8,-0.14691734313964844,-0.6552962064743042,0.5083788633346558
15,0.75,0.9,-0.1521376222372055,-0.6015692353248596,0.4494316130876541
15,0.75,1.0,-0.15694019198417664,-0.547629177570343,0.3906889855861664
15,0.5,0.0,-0.04701146110892296,-0.9734609127044678,0.9264494515955448
15,0.5,0.1,-0.055342815816402435,-0.9259365200996399,0.8705937042832375
15,0.5,0.2,-0.06347399204969406,-0.8766575455665588,0.8131835535168648
15,0.5,0.3,-0.07134991884231567,-0.8257984519004822,0.7544485330581665
15,0.5,0.4,-0.07892155647277832,-0.7735510468482971,0.6946294903755188
15,0.5,0.5,-0.0861479640007019,-0.7201207280158997,0.6339727640151978
15,0.5,0.6,-0.09299734234809875,-0.6657227873802185,0.5727254450321198
15,0.5,0.7,-0.09944780170917511,-0.6105789542198181,0.511131152510643
15,0.5,0.8,-0.10548710823059082,-0.5549139380455017,0.4494268298149109
15,0.5,0.9,-0.11111216247081757,-0.49895143508911133,0.38783927261829376
15,0.5,1.0,-0.1163276731967926,-0.44291219115257263,0.32658451795578003
15,0.25,0.0,-0.003660723567008972,-0.8785777688026428,0.8749170452356339
15,0.25,0.1,-0.012269951403141022,-0.8285954594612122,0.8163255080580711
15,0.25,0.2,-0.02069503627717495,-0.7768939137458801,0.7561988774687052
15,0.25,0.3,-0.02887876331806183,-0.7236670851707458,0.694788321852684
15,0.25,0.4,-0.0367707759141922,-0.6691266298294067,0.6323558539152145
15,0.25,0.5,-0.04432927817106247,-0.6134980916976929,0.5691688135266304
15,0.25,0.6,-0.05152233690023422,-0.5570167303085327,0.5054943934082985
15,0.25,0.7,-0.058328211307525635,-0.4999227523803711,0.44159454107284546
15,0.25,0.8,-0.06473518908023834,-0.4424579441547394,0.37772275507450104
15,0.25,0.9,-0.07074060291051865,-0.38486161828041077,0.3141210153698921
15,0.25,1.0,-0.07634954154491425,-0.3273669183254242,0.25101737678050995
15,0.05,0.0,0.02935463935136795,-0.7921598553657532,0.8215144947171211
15,0.05,0.1,0.02057410404086113,-0.7403810620307922,0.7609551660716534
15,0.05,0.2,0.011966247111558914,-0.6869674324989319,0.6989336796104908
15,0.05,0.3,0.003588832914829254,-0.6321285963058472,0.6357174292206764
15,0.05,0.4,-0.004507612437009811,-0.5760912299156189,0.5715836174786091
15,0.05,0.5,-0.012281559407711029,-0.5190945863723755,0.5068130269646645
15,0.05,0.6,-0.019701523706316948,-0.4613858461380005,0.44168432243168354
15,0.05,0.7,-0.02674638293683529,-0.40321555733680725,0.37646917439997196
15,0.05,0.8,-0.033404938876628876,-0.3448333144187927,0.31142837554216385
15,0.05,0.9,-0.03967495262622833,-0.286484032869339,0.24680908024311066
15,0.05,1.0,-0.04556170850992203,-0.22840391099452972,0.1828422024846077
20,1.0,0.0,-0.12807242572307587,-1.0,0.8719275742769241
20,1.0,0.1,-0.1356906294822693,-1.0,0.8643093705177307
20,1.0,0.2,-0.1430889368057251,-1.0,0.8569110631942749
20,1.0,0.3,-0.15022066235542297,-1.0,0.849779337644577
20,1.0,0.4,-0.15704336762428284,-0.9802021980285645,0.8231588304042816
20,1.0,0.5,-0.16352048516273499,-0.9333261251449585,0.7698056399822235
20,1.0,0.6,-0.1696225106716156,-0.8853854537010193,0.7157629430294037
20,1.0,0.7,-0.17532795667648315,-0.8365423083305359,0.6612143516540527
20,1.0,0.8,-0.18062350153923035,-0.78696209192276,0.6063385903835297
20,1.0,0.9,-0.18550387024879456,-0.7368121147155762,0.5513082444667816
20,1.0,1.0,-0.18997105956077576,-0.6862598657608032,0.49628880620002747
20,0.75,0.0,-0.08448906987905502,-1.0,0.915510930120945
20,0.75,0.1,-0.09246353060007095,-1.0,0.907536469399929
20,0.75,0.2,-0.10023052990436554,-1.0,0.8997694700956345
20,0.75,0.3,-0.10773921757936478,-0.9547665119171143,0.8470272943377495
20,0.75,0.4,-0.11494382470846176,-0.9064680933952332,0.7915242686867714
20,0.75,0.5,-0.12180536240339279,-0.8569092750549316,0.7351039126515388
20,0.75,0.6,-0.12829291820526123,-0.8062673211097717,0.6779744029045105
20,0.75,0.7,-0.134384423494339,-0.754726767539978,0.620342344045639
20,0.75,0.8,-0.1400667130947113,-0.7024760842323303,0.562409371137619
20,0.75,0.9,-0.14533528685569763,-0.6497063636779785,0.5043710768222809
20,0.75,1.0,-0.1501932144165039,-0.59660804271698,0.4464148283004761
20,0.5,0.0,-0.04070902243256569,-1.0,0.9592909775674343
20,0.5,0.1,-0.049005504697561264,-0.9671627283096313,0.9181572236120701
20,0.5,0.2,-0.05710932984948158,-0.919369637966156,0.8622603081166744
20,0.5,0.3,-0.06496648490428925,-0.8699690699577332,0.8050025850534439
20,0.5,0.4,-0.07252871245145798,-0.8191351294517517,0.7466064170002937
20,0.5,0.5,-0.07975532114505768,-0.7670555710792542,0.6873002499341965
20,0.5,0.6,-0.08661450445652008,-0.7139283418655396,0.6273138374090195
20,0.5,0.7,-0.0930839404463768,-0.6599589586257935,0.5668750181794167
20,0.5,0.8,-0.09915079176425934,-0.6053571701049805,0.5062063783407211
20,0.5,0.9,-0.10481107980012894,-0.550334632396698,0.44552355259656906
20,0.5,1.0,-0.1100686714053154,-0.49510127305984497,0.38503260165452957
20,0.25,0.0,0.0018288269639015198,-0.9214098453521729,0.9232386723160744
20,0.25,0.1,-0.006729042157530785,-0.8729676604270935,0.8662386182695627
20,0.25,0.2,-0.015109283849596977,-0.8227853775024414,0.8076760936528444
20,0.25,0.3,-0.023256059736013412,-0.7710383534431458,0.7477822937071323
20,0.25,0.4,-0.031119899824261665,-0.7179192304611206,0.6867993306368589
20,0.25,0.5,-0.038659464567899704,-0.6636345386505127,0.624975074082613
20,0.25,0.6,-0.04584282636642456,-0.6084010004997253,0.5625581741333008
20,0.25,0.7,-0.05264792963862419,-0.552442193031311,0.49979426339268684
20,0.25,0.8,-0.05906242877244949,-0.4959847331047058,0.4369223043322563
20,0.25,0.9,-0.06508289277553558,-0.43925514817237854,0.37417225539684296
20,0.25,1.0,-0.07071360945701599,-0.3824767768383026,0.3117631673812866
20,0.05,0.0,0.03410514444112778,-0.8375321626663208,0.8716373071074486
20,0.05,0.1,0.025390833616256714,-0.7872928380966187,0.8126836717128754
20,0.05,0.2,0.016843542456626892,-0.7353857159614563,0.7522292584180832
20,0.05,0.3,0.008519507944583893,-0.682000994682312,0.6905205026268959
20,0.05,0.4,0.0004682280123233795,-0.6273460388183594,0.6278142668306828
20,0.05,0.5,-0.007269309833645821,-0.5716407895088196,0.5643714796751738
20,0.05,0.6,-0.014661688357591629,-0.515114426612854,0.5004527382552624
20,0.05,0.7,-0.021687529981136322,-0.45800095796585083,0.4363134279847145
20,0.05,0.8,-0.028335101902484894,-0.4005354344844818,0.3722003325819969
20,0.05,0.9,-0.03460147976875305,-0.3429510295391083,0.3083495497703552
20,0.05,1.0,-0.04049117490649223,-0.2854750454425812,0.24498387053608894
