n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag,learner_seed,training_env_seed
10,44.8691360587689,22.619996061483043,45.02262155876945,3.5,-0.0003742596431118727,-0.0001301438153313029,0.0004999730578959245,0.0003609896866438796,0,baseline_untrained,0,70001
10,46.41638278392672,19.240379825940302,46.552895533927185,4.4,-0.06536892187315971,0.07966975896535441,0.004203570465975155,0.01626462594778079,16000,timestep_16000,0,70001
10,45.47465391859377,18.193222678081042,45.60803441859443,3.6,-0.001567047650719178,0.1297970532059204,0.008977481272878599,0.02346365425748368,32000,timestep_32000,0,70001
10,38.996640542748715,19.649012496797187,39.17635029274929,5.4,-0.019080419479560806,0.20840781352301127,0.025016360603415548,0.061778800617511,48000,timestep_48000,0,70001
10,45.994684670438765,18.659005590363996,46.096779420439574,3.0,0.007958447561312641,0.09060550683387555,0.02339308414137345,0.026455336533143217,64000,timestep_64000,0,70001
10,55.077950480199966,39.50083465423087,55.68831123019851,9.0,0.18770848434697837,-0.08986622391038109,0.05176851144681447,0.04363388594519917,80000,timestep_80000,0,70001
10,46.613484274908586,23.698219553440385,46.73153177490916,3.1,0.14855737263560295,0.07233576334491372,0.026503031981816878,0.004519676007691949,96000,timestep_96000,0,70001
10,51.68228237445241,31.873194825082894,52.117651124453346,7.1,0.09638635390745476,-0.1068779461549595,0.02003702707683208,0.021139689567209363,112000,timestep_112000,0,70001
10,66.563855244498,84.28101012252307,69.20801299449856,21.8,0.22165375631563367,-0.34194243927188217,0.04156395488965024,0.06713206813388974,128000,timestep_128000,0,70001
10,80.41605466491978,140.38607909433557,87.15314541491789,34.0,0.21668880203440785,-0.4787176223862916,0.04843477655806598,0.10996288020736734,144000,timestep_144000,0,70001
10,91.1289947684622,166.38473888077831,99.4502462684618,35.3,0.1404936318159569,-0.4899270982852206,0.06504929745962455,0.17027043550217594,160000,timestep_160000,0,70001
10,76.80924069679347,88.96139384666208,78.76446119679674,16.3,0.09276842534128227,-0.30513554856609554,0.06069417912748451,0.11437501157740151,176000,timestep_176000,0,70001
10,70.24536317838944,82.12215985959885,72.23132917839212,17.7,0.2527052414967679,-0.26874783818461,0.10476206611176053,0.07410402085606327,192000,timestep_192000,0,70001
10,54.61605149829495,61.210952795495025,56.03311849829491,15.6,0.359435001526773,-0.2019493813911453,0.1178697778759963,0.04189511391868103,200000,final_post_training,0,70001
