n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag,learner_seed,training_env_seed
10,44.86288324542967,22.627469871241523,45.01636874543022,3.5,-0.00021802748365694065,-0.0002855755394801477,0.0007875081235840205,0.0013622475161014236,0,baseline_untrained,1,70000
10,44.880623537584086,20.14035319749289,44.943483537584676,2.2,-0.040250725720427,0.027170953617303168,0.026150942027801233,0.0689977370029507,16000,timestep_16000,1,70000
10,45.204613636400374,18.948705731042427,45.2657031364011,2.3,-0.038529527406585114,0.059012955328519454,0.023014833993052045,0.11543116559119551,32000,timestep_32000,1,70000
10,45.7597929006912,19.209060637576947,45.82061065069229,1.3,-0.008738130400096997,0.08599782417260576,0.015431919166697852,0.18141536187914803,48000,timestep_48000,1,70000
10,43.07611847115791,22.22165243189656,43.120108971159254,1.1,0.013931528848828747,0.11041899414812215,0.061222167549682516,0.16256446060047866,64000,timestep_64000,1,70000
10,41.96487197802073,23.6969895187877,42.021744728021496,1.7,-0.03298701852033846,0.06999814935210161,0.10280260858480707,0.14173217204430424,80000,timestep_80000,1,70000
10,34.87892339536108,17.488107522053816,34.95298714536147,3.1,-0.0901082835897454,0.022371861242037265,0.18307168003748242,0.1178840909271013,96000,timestep_96000,1,70000
10,30.9994335117365,15.417642115023291,31.059946511736843,2.5,-0.026064766301587224,0.14359079423886723,0.136662739587184,0.14635819052297513,112000,timestep_112000,1,70000
10,25.104040164621892,13.385299381393258,25.19389741462171,2.8,0.023219014144293032,0.27992535868319685,0.16080341401692042,0.1713123856255834,128000,timestep_128000,1,70000
10,21.688829644881547,15.616825046150964,21.83825939488104,4.1,-0.020388361850765067,0.2697321646653116,0.1412576305443942,0.215170300258084,144000,timestep_144000,1,70000
10,23.55262451275774,14.583131083035438,23.725575762757593,4.7,-0.015982077026204206,0.32079660307285374,0.12688666138027044,0.20167781024819864,160000,timestep_160000,1,70000
10,23.823549950579615,15.041307112553318,23.948104950579346,3.8,0.008280273765022866,0.27432708324589766,0.11295216306707265,0.21736859348394233,176000,timestep_176000,1,70000
10,20.890330733231554,16.00102259503158,21.066870733231532,4.4,0.008078630248666742,0.3091808746836148,0.18887848941308463,0.12575947284326405,192000,timestep_192000,1,70000
10,17.79886960938232,17.889311623898994,17.987234109382136,4.3,0.03608157869677525,0.3554241660452448,0.21249417136252938,0.14413127657221586,200000,final_post_training,1,70000
