n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
5,43.43388761487965,17.463883258956525,43.660773114879575,4.0,0.0005950391225328076,-0.00013257658462654262,0.0004585201264963266,0.00035865186066119686,0,baseline_untrained
5,101.80104917261025,91.30688001930777,104.12322517261082,19.4,-0.13995076703056694,-0.4693646819636226,0.00433998616522413,0.018756501750232486,20000,timestep_20000
5,258.5209431748539,466.5678320287972,312.74865717485244,113.8,-0.20457580943703652,-0.9996842490181327,0.003600813075227842,0.010878937660080962,40000,timestep_40000
5,165.36760833580323,284.78643654505004,193.2422298358053,80.8,-0.5996458660453557,-1.0,0.005497945679152001,0.0,60000,timestep_60000
5,145.7923689557709,258.32377522809196,171.45714395577488,77.4,-0.625663070499897,-1.0,0.005754532023136806,0.0,60000,final_post_training
