n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.71448340664195,34.412294893970724,23.89504065357182,4.8,0.00010911820831641943,-0.0007188440397847401,0.0003523183260804762,0.0003489344080807148,276.6,0,baseline_untrained,2,70000
5,27.40937844036828,41.1782188261579,27.750267261115447,7.2,0.031941865790963295,-0.08193457044327035,0.014570068704045838,0.017183942672509674,276.6,16000,timestep_16000,2,70000
5,22.224561581467853,45.27455270293442,22.893563167083066,10.2,0.15499517176669314,-0.08141634959878369,0.017925891428676025,0.06270999216458573,276.6,32000,timestep_32000,2,70000
5,19.894335508815573,41.69604290054148,20.27845226543501,7.8,0.07170050714009416,-0.011186876537787391,0.04043534663485208,0.07243009745820124,276.6,48000,timestep_48000,2,70000
5,7.6486995865224285,69.68117889191369,8.996733242209586,14.4,0.13632423014784756,-0.19681133819031527,0.020719020008067555,0.0474295285110471,276.6,64000,timestep_64000,2,70000
5,12.417756328757852,70.76293173375295,13.553439384606232,13.2,0.08961550550655188,-0.21780066010666793,0.04447493415785231,0.10926815779149195,276.6,80000,timestep_80000,2,70000
5,14.134917752503705,70.73539130955486,15.260339226836356,14.4,0.22694627337281634,-0.18455239716177874,0.026770927962894393,0.09017961656543765,276.6,96000,timestep_96000,2,70000
5,14.35492850925414,55.92612618152487,15.150430268555686,11.6,0.20353710503786782,-0.043674690341839566,0.03136097517512474,0.13139483856275316,276.6,112000,timestep_112000,2,70000
5,29.897553858959384,23.515164683434367,30.007114991332685,3.8,0.17215255252472836,0.12902705522433572,0.03452728466237708,0.05086312633862126,276.6,128000,timestep_128000,2,70000
5,26.14689773464358,28.437894933590353,26.269384270722206,4.4,0.12503281361285384,0.11527132588510744,0.038278416200166636,0.042404901807373066,276.6,144000,timestep_144000,2,70000
5,17.579575299523743,36.2731418272784,17.835907220874365,6.2,0.27594367037604706,0.0683860288870966,0.05918699362785431,0.04959083877932312,276.6,160000,timestep_160000,2,70000
5,23.54616765596794,19.75444521961539,23.66455874087878,4.6,0.34672736673362,0.13523928996980922,0.07171470050561522,0.05227385708886623,276.6,176000,timestep_176000,2,70000
5,35.403050579189745,26.96146495523292,35.49524348926299,4.4,0.12879566889221222,0.2913670063622172,0.07159763806607217,0.04968930902543007,276.6,192000,timestep_192000,2,70000
5,33.66086267601128,25.962910365731272,33.746009374719655,3.8,0.18513283638293038,0.2801491342759701,0.07122253571850935,0.05004133996628129,276.6,200000,final_post_training,2,70000
