metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,100,37.15874457839827,198.1244534645362,19.81244534645362,62.59408362170586,-108.24002929552398,159.4532930861859,267.6933223817099,-1.6736483006508251,75.99113745744737,0.42,604.2863584532988,hamilton_ppo,3.0,within_training_seed
full_objective,100,32.643449928398304,198.26617384745927,19.826617384745926,58.56092935727442,-113.44470522935504,156.78962371118593,270.234328940541,-6.216720145703711,71.50362000250033,0.42,598.7095634532989,hamilton_ppo,3.0,within_training_seed
mean_abs_inventory,100,15.987139999999997,4.1753205903223405,0.41753205903223406,16.302875,13.1761875,18.7888125,5.6126249999999995,15.168777164296818,16.805502835703177,0.0,26.50025,hamilton_ppo,3.0,within_training_seed
terminal_abs_inventory,100,29.65,6.715540547750781,0.671554054775078,30.5,25.0,34.0,9.0,28.333754052640845,30.966245947359152,0.0,47.0,hamilton_ppo,3.0,within_training_seed
raw_pnl,100,38.82265826291166,53.72015846643579,5.3720158466435795,41.78984170389151,16.750451512092297,61.88935585806446,45.138904345972165,28.293507203490243,49.351809322333075,0.19,219.47095954609017,return_lstm_ppo,3.0,within_training_seed
full_objective,100,38.52477923791165,53.72538481595333,5.372538481595333,41.588082953891515,16.518085887092305,61.65331898306447,45.13523309597217,27.9946038139848,49.05495466183851,0.19,218.5466020460902,return_lstm_ppo,3.0,within_training_seed
mean_abs_inventory,100,3.9859075,2.149114201674058,0.21491142016740578,3.377625,2.315375,5.0264999999999995,2.7111249999999996,3.564681116471885,4.4071338835281155,0.0,10.76975,return_lstm_ppo,3.0,within_training_seed
terminal_abs_inventory,100,5.23,3.4753242708959964,0.34753242708959964,5.0,2.0,7.25,5.25,4.548836442904385,5.911163557095616,0.0,14.0,return_lstm_ppo,3.0,within_training_seed
raw_pnl,100,37.21514714883919,52.227660917640286,5.222766091764028,36.4756776300023,12.073862338314896,63.75918318853661,51.685320850221714,26.9785256089817,47.45176868869669,0.17,201.72142147935392,return_mlp_ppo,3.0,within_training_seed
full_objective,100,36.96605847383919,52.22876175473279,5.222876175473279,36.435428880002306,11.987886713314897,63.279136313536625,51.29124960022173,26.729221169911565,47.20289577776681,0.17,200.97919147935394,return_mlp_ppo,3.0,within_training_seed
mean_abs_inventory,100,3.4505325,2.0749823823807896,0.20749823823807895,2.8275,1.778375,4.836625,3.0582499999999997,3.043835953053365,3.857229046946635,0.0,9.54525,return_mlp_ppo,3.0,within_training_seed
terminal_abs_inventory,100,4.96,3.7089027482477337,0.3708902748247734,4.0,2.0,8.0,6.0,4.233055061343444,5.686944938656556,0.0,15.0,return_mlp_ppo,3.0,within_training_seed
