n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
10,44.8691360587689,22.619996061483043,45.02262155876945,3.5,-0.0003742596431118727,-0.0001301438153313029,0.0004999730578959245,0.0003609896866438796,0,baseline_untrained
10,44.839234332325,23.48281748116122,44.99483008232477,3.9,-0.01920363220436848,-0.04312993561364711,0.008347567027524327,0.0020673047902544225,16000,timestep_16000
10,46.948052284619905,26.180877650877527,47.24143103462028,5.6,0.0857687186188472,-0.06096212173509412,0.03121147639446858,0.01492985631132903,32000,timestep_32000
10,47.41089893957201,20.950382887065768,47.62446618957237,5.3,-0.054455213726297004,0.13086694419644773,0.03928565317377284,0.01024550435211296,48000,timestep_48000
10,46.84844088765307,21.628844305098454,46.98377763765393,3.3,0.01595123610193259,0.023238458370164153,0.016213636055380454,0.01925919224129674,64000,timestep_64000
10,46.81717546538373,22.146032306574988,46.964704215384266,3.8,0.049876826582523064,0.021159643959059758,0.04834256906646931,0.019212744463150053,80000,timestep_80000
10,47.55041666281886,25.263889065817242,47.77489916281975,4.8,0.11944443783834577,-0.033326677895896134,0.041176868832531056,0.036311907001917894,96000,timestep_96000
10,43.24878304735707,27.787706919534852,43.51817354735713,5.8,0.14575271625225433,-0.04469398640994914,0.06816593265236638,0.061840143793912436,112000,timestep_112000
10,47.42369860168319,28.88475263658844,47.60064010168265,4.2,0.1537818308775546,0.030564446059637703,0.0795422475035253,0.07333956124138262,128000,timestep_128000
10,53.20982837282818,34.27337977543283,53.63303962282801,7.7,0.13031183010430542,-0.08581250582870562,0.028713970050557203,0.05067336714613655,144000,timestep_144000
10,50.50138369621483,34.647027365788745,50.944560196214994,8.1,0.14418974093445577,-0.07759314120709897,0.034057662626371575,0.049536947409193864,160000,timestep_160000
10,49.89088881960795,30.732334443926266,50.21950081960845,6.5,0.1197063490611501,-0.08205976289953106,0.05519960968719094,0.05182046882712837,176000,timestep_176000
10,54.088840168348256,35.13598314393203,54.51737716834822,6.9,0.015794379690656207,-0.14715529416650533,0.05140194658685533,0.026424423419469375,192000,timestep_192000
10,51.48991472447223,29.13449228708345,51.712302724472295,4.1,-0.09838065263074386,-0.0987407965194434,0.07329909642031031,0.024488220922562903,200000,final_post_training
