agent_type,training_seed,training_env_seed,evaluation_seed,raw_pnl,full_objective,spread_revenue,adverse_selection_loss,running_penalty,terminal_penalty,mean_abs_inventory,max_abs_inventory,mean_signed_inventory,terminal_signed_inventory,terminal_abs_inventory,fills,bid_action_mean,ask_action_mean,bid_action_std,ask_action_std,mean_quoted_spread,episode_length,reward_reconciliation_error,path_pairing_status,model_path,total_training_timesteps,recurrent_state_reset_verified,return_on_turnover_pct,raw_pnl_loss,full_objective_loss,turnover,checkpoint_selection,loaded_model_path,best_validation_timestep,best_validation_mean_objective
oracle,,,140000,142.58097219313993,141.6473046931399,61.17203474193039,18.81619144056897,0.8336675000000456,0.1,8.52175,14.0,-8.52175,-10.0,10.0,54.0,-0.3000327829557635,-0.20145396762841045,0.0745785605395322,0.06563910288047989,2.300302846505966,4000,1.2505552149377763e-12,exogenous_paired_fills_not_claimed_paired,,,,2.6403883739470357,False,False,5400.0,analytic,,,
oracle,,,140001,12.39036563089752,12.282893130897522,61.59234555110395,23.93159086794892,0.08247249999999863,0.025,2.31825,6.0,2.26025,5.0,5.0,63.0,-0.30503935705803836,-0.3266163930827201,0.14014417154896144,0.1403381971743845,2.1004860478733396,4000,3.0730973321624333e-13,exogenous_paired_fills_not_claimed_paired,,,,0.19667247033170665,False,False,6300.0,analytic,,,
oracle,,,140002,-44.540282619025106,-45.00115261902511,53.219394024599715,14.946576425405192,0.36087000000000236,0.1,4.435,12.0,4.0185,10.0,10.0,56.0,-0.31779517612051034,-0.3463607979270594,0.14367413607914542,0.1546286960625601,2.0505963604821447,4000,3.055333763768431e-13,exogenous_paired_fills_not_claimed_paired,,,,-0.7953621896254484,True,True,5600.0,analytic,,,
oracle,,,140003,49.949561781914696,49.5755117819147,53.73505514705281,8.585332018293895,0.3730499999999961,0.001,5.332,10.0,5.0655,-1.0,1.0,57.0,-0.28963224129949167,-0.3513510728636976,0.15168001094454422,0.13579575080941722,2.086167707958675,4000,7.815970093361102e-14,exogenous_paired_fills_not_claimed_paired,,,,0.8763081014371,False,False,5700.0,analytic,,,
oracle,,,140004,132.79637268788747,132.55532018788747,49.71491502070439,22.6944254059964,0.16005249999999785,0.081,3.11275,9.0,-1.61825,-9.0,9.0,45.0,-0.25652474818782095,-0.25151548271321217,0.07224881739758865,0.0759962809795017,2.290242882449413,4000,4.547473508864641e-13,exogenous_paired_fills_not_claimed_paired,,,,2.9510305041752773,False,False,4500.0,analytic,,,
oracle,,,140005,52.59985398818034,52.56858398818034,55.186590562857994,19.860265920609447,0.027269999999999652,0.004,1.366,4.0,0.101,2.0,2.0,52.0,-0.2736953695060713,-0.27077523074560916,0.10121652702309131,0.10298264195933628,2.234320198850034,4000,2.5295321393059567e-12,exogenous_paired_fills_not_claimed_paired,,,,1.0115356536188527,False,False,5200.0,analytic,,,
oracle,,,140006,47.81795783958705,47.657645339587056,49.13629931134752,7.6616497445752945,0.14431249999999982,0.016,2.75275,8.0,-2.39775,-4.0,4.0,60.0,-0.363832232008025,-0.34668700452801704,0.16339682476898162,0.15213313072504245,1.9794261224364604,4000,7.815970093361102e-13,exogenous_paired_fills_not_claimed_paired,,,,0.7969659639931176,False,False,6000.0,analytic,,,
oracle,,,140007,63.88131684381233,63.604876843812335,68.38954563737828,10.242000252494769,0.21243999999999624,0.064,3.8655,10.0,2.614,8.0,8.0,88.0,-0.42901429142664893,-0.44501694870007985,0.15754302643120432,0.16272920481798014,1.7284259211074577,4000,3.694822225952521e-13,exogenous_paired_fills_not_claimed_paired,,,,0.7259240550433219,False,False,8800.0,analytic,,,
oracle,,,140008,31.885090977417192,31.794053477417197,71.87216781589056,11.703442907244266,0.09003749999999494,0.001,2.54575,7.0,1.37325,-1.0,1.0,83.0,-0.3571789115349135,-0.37912341695261176,0.15665692614949264,0.16359012831756414,1.9398476136506069,4000,6.643574579356937e-13,exogenous_paired_fills_not_claimed_paired,,,,0.3841577226194842,False,False,8300.0,analytic,,,
oracle,,,140009,36.54396341453071,36.45754091453071,57.5571742144291,12.066271737589558,0.05042249999999981,0.036000000000000004,1.55375,7.0,-1.30675,-6.0,6.0,72.0,-0.392071071300363,-0.3801040711667768,0.1619023810361516,0.16398523771649806,1.8847808091751344,4000,1.7053025658242404e-13,exogenous_paired_fills_not_claimed_paired,,,,0.5075550474240376,False,False,7200.0,analytic,,,
oracle,,,140010,47.861445286225944,47.78400778622594,63.89929060234928,10.297465073453687,0.0684374999999999,0.009000000000000001,2.12925,7.0,-2.03375,-3.0,3.0,77.0,-0.38304602931370907,-0.36253419424088623,0.1605083500628821,0.16287376095138745,1.9256055184000744,4000,1.5631940186722204e-13,exogenous_paired_fills_not_claimed_paired,,,,0.6215772115094278,False,False,7700.0,analytic,,,
oracle,,,140011,3.3918506149082503,3.2741706149082526,62.74177454641763,21.496895154028962,0.11667999999999802,0.001,2.9175,7.0,2.715,1.0,1.0,67.0,-0.34570960877378665,-0.3742661898751629,0.15712907301688195,0.16017249235551206,1.9649097631350245,4000,9.50350909079134e-14,exogenous_paired_fills_not_claimed_paired,,,,0.05062463604340672,False,False,6700.0,analytic,,,
oracle,,,140012,21.038309942280534,20.708834942280532,56.07111334593516,13.46207047590835,0.26547500000000057,0.064,4.6095,9.0,-4.6075,-8.0,8.0,68.0,-0.39960068518058794,-0.3501242756469513,0.15396745010978544,0.16974138715365983,1.9192431115607027,4000,4.902744876744691e-13,exogenous_paired_fills_not_claimed_paired,,,,0.3093869109158902,False,False,6800.0,analytic,,,
oracle,,,140013,66.2459831363521,65.94616063635209,63.935305195241845,23.012751240049464,0.2748224999999985,0.025,4.41775,11.0,-3.21225,-5.0,5.0,67.0,-0.3484505610800994,-0.32682616829677985,0.1556082605567362,0.14855537036991268,2.0335253701860765,4000,1.1795009413617663e-12,exogenous_paired_fills_not_claimed_paired,,,,0.9887460169604791,False,False,6700.0,analytic,,,
