metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,level
full_objective,100,44.05438597750853,37.340749604730405,3.7340749604730403,45.603635828354555,27.145062647442288,67.06894685694252,39.92388420950023,36.73559905498137,51.37317290003569,0.09,115.36270225678662,belief_weighted,pooled_all_seeds
raw_pnl,100,44.25254845250854,37.31373515295321,3.7313735152953207,45.8636546099838,27.350645147442286,67.59196342153531,40.241318274093025,36.93905636252971,51.56604054248737,0.09,115.46386475678662,belief_weighted,pooled_all_seeds
mean_abs_inventory,100,3.1154574999999993,1.5906364506860964,0.15906364506860965,2.63825,2.0644375,3.755625,1.6911875000000003,2.8036927556655242,3.4272222443344744,0.0,9.7755,belief_weighted,pooled_all_seeds
mean_signed_inventory,100,0.002367499999999971,3.0744012095514903,0.30744012095514905,0.2895,-1.9059375,2.0571875,3.963125,-0.6002151370720922,0.6049501370720921,0.45,9.7755,belief_weighted,pooled_all_seeds
terminal_abs_inventory,100,4.41,3.405565854286008,0.3405565854286008,4.0,2.0,6.0,4.0,3.7425090925599425,5.077490907440057,0.0,17.0,belief_weighted,pooled_all_seeds
terminal_signed_inventory,100,0.01,5.589483270600533,0.5589483270600533,0.0,-3.0,4.0,7.0,-1.0855387210377043,1.1055387210377043,0.47,17.0,belief_weighted,pooled_all_seeds
fills,100,62.67,11.881617241892126,1.1881617241892126,62.0,54.0,71.0,17.0,60.34120302058915,64.99879697941086,0.0,98.0,belief_weighted,pooled_all_seeds
mean_quoted_spread,100,2.04915373623612,0.15989979221077305,0.015989979221077304,2.079850850457635,1.9702373536820155,2.1763924266773955,0.20615507299538005,2.0178133769628084,2.0804940955094318,0.0,2.288527806540173,belief_weighted,pooled_all_seeds
full_objective,500,25.133491796683504,107.21264290640539,4.794695151722661,30.03186078654975,-12.979034639822505,65.13000517194855,78.10903981177105,15.73588929930709,34.53109429405992,0.33,559.0552585680788,hamilton_ppo,pooled_all_seeds
raw_pnl,500,26.76346381668349,107.18072447632295,4.7932677161346735,30.188950786549754,-12.164581778425173,66.12634729718604,78.29092907561122,17.36865909305953,36.158268540307446,0.32,565.3914160680788,hamilton_ppo,pooled_all_seeds
mean_abs_inventory,500,8.137371,5.60194603851607,0.25052664296815175,6.7333750000000006,3.8268125,11.3328125,7.505999999999999,7.646338779782423,8.628403220217578,0.0,44.68525,hamilton_ppo,pooled_all_seeds
mean_signed_inventory,500,4.341393,8.858390352970014,0.3961592600093861,5.4795,-3.2914375,11.035124999999999,14.326562499999998,3.5649208503816032,5.117865149618397,0.42,44.68525,hamilton_ppo,pooled_all_seeds
terminal_abs_inventory,500,14.426,11.645589874585747,0.5208066119531396,11.0,6.0,20.0,14.0,13.405219040571847,15.446780959428153,0.0,81.0,hamilton_ppo,pooled_all_seeds
terminal_signed_inventory,500,8.694,16.383198172662425,0.7326788960584704,10.0,-4.0,19.0,23.0,7.257949363725399,10.130050636274603,0.406,81.0,hamilton_ppo,pooled_all_seeds
fills,500,25.638,15.7502729562504,0.7043736198870493,21.0,15.0,32.0,17.0,24.257427705021385,27.01857229497862,0.0,127.0,hamilton_ppo,pooled_all_seeds
mean_quoted_spread,500,3.3586045136053135,0.888673103671659,0.03974266939171094,3.774814859855325,2.511404096409602,4.142374130824722,1.6309700344151201,3.28070888159756,3.436500145613067,0.0,4.651609136470323,hamilton_ppo,pooled_all_seeds
full_objective,100,42.99649041021562,58.940433953266506,5.8940433953266504,51.61699098752799,26.226100965853732,74.81603368102441,48.589932715170676,31.444165355375386,54.54881546505585,0.14,293.9729878975726,naive,pooled_all_seeds
raw_pnl,100,43.361995560215625,58.730083124618844,5.873008312461884,51.87934473752799,26.495735340853734,74.85915368102441,48.363418340170675,31.850899267790332,54.87309185264092,0.14,291.07653539757257,naive,pooled_all_seeds
mean_abs_inventory,100,4.131955,2.626408626712473,0.2626408626712473,3.18175,2.342625,5.215625,2.873,3.617178909164355,4.646731090835644,0.0,13.34325,naive,pooled_all_seeds
mean_signed_inventory,100,0.006455000000000047,4.6010966291892155,0.4601096629189215,-0.413125,-2.5471874999999997,2.3514375,4.898624999999999,-0.895359939321086,0.9082699393210862,0.56,13.34325,naive,pooled_all_seeds
terminal_abs_inventory,100,5.95,4.436704118413063,0.4436704118413063,5.0,3.0,8.0,5.0,5.080405992791039,6.819594007208961,0.0,24.0,naive,pooled_all_seeds
terminal_signed_inventory,100,0.03,7.446041589565247,0.7446041589565248,-0.5,-5.0,5.0,10.0,-1.4294241515547885,1.4894241515547886,0.5,24.0,naive,pooled_all_seeds
fills,100,70.21,8.801164982575036,0.8801164982575036,70.5,65.0,75.0,10.0,68.48497166341528,71.93502833658471,0.0,90.0,naive,pooled_all_seeds
mean_quoted_spread,100,1.8333333333333328,0.0,0.0,1.8333333333333328,1.8333333333333328,1.8333333333333328,0.0,1.8333333333333328,1.8333333333333328,0.0,1.8333333333333328,naive,pooled_all_seeds
full_objective,100,44.74023482097998,36.82985647452135,3.682985647452135,45.47331657335086,29.65433075184531,73.4324606418006,43.778129889955295,37.52158295197379,51.958886689986166,0.1,118.01299303698744,oracle,pooled_all_seeds
raw_pnl,100,44.95349084597998,36.808570212778086,3.6808570212778084,45.86141282335085,29.83361825184531,73.53565751680061,43.7020392649553,37.739011084275475,52.16797060768448,0.1,118.33091553698743,oracle,pooled_all_seeds
mean_abs_inventory,100,3.194147500000001,1.7226678720351674,0.17226678720351674,2.66875,2.095625,4.0801875,1.9845625,2.8565045970811083,3.531790402918894,0.0,10.86875,oracle,pooled_all_seeds
mean_signed_inventory,100,0.2489825,3.2591886125135705,0.32591886125135705,0.395625,-1.5678750000000001,2.1678125,3.7356875,-0.38981846805265985,0.8877834680526598,0.44,10.86875,oracle,pooled_all_seeds
terminal_abs_inventory,100,4.59,3.795518356688529,0.37955183566885287,4.0,2.0,7.0,5.0,3.846078402089048,5.333921597910951,0.0,20.0,oracle,pooled_all_seeds
terminal_signed_inventory,100,0.27,5.967682324255567,0.5967682324255568,1.0,-3.0,4.0,7.0,-0.8996657355540911,1.4396657355540912,0.41,20.0,oracle,pooled_all_seeds
fills,100,64.03,13.205795330196144,1.3205795330196144,63.5,54.0,73.0,19.0,61.441664115281554,66.61833588471845,0.0,104.0,oracle,pooled_all_seeds
mean_quoted_spread,100,2.04552918978935,0.1807472655594755,0.01807472655594755,2.0769337081271884,1.9464819944749885,2.1895497238062798,0.24306772933129128,2.010102725739693,2.0809556538390073,0.0,2.342892913478694,oracle,pooled_all_seeds
full_objective,100,43.674071684927505,38.28977217191132,3.8289772171911323,44.46346600400878,27.23391578090161,69.59154596003853,42.35763017913692,36.16927633923289,51.17886703062212,0.11,129.2724678174379,randomised,pooled_all_seeds
raw_pnl,100,43.88650013492751,38.26160453670438,3.8261604536704383,44.55518100400877,27.344599530901615,69.69889033503854,42.35429080413692,36.38722564573345,51.38577462412157,0.11,129.4015778174379,randomised,pooled_all_seeds
mean_abs_inventory,100,3.2026150000000007,1.6676452685424197,0.16676452685424198,2.813125,1.9377499999999999,4.0694375,2.1316875000000004,2.875756527365686,3.529473472634315,0.0,8.96925,randomised,pooled_all_seeds
mean_signed_inventory,100,0.07370499999999999,3.2139715975367187,0.3213971597536719,0.218875,-1.7708750000000002,2.3335625,4.1044375,-0.5562334331171969,0.7036434331171969,0.46,8.96925,randomised,pooled_all_seeds
terminal_abs_inventory,100,4.57,3.745043862941199,0.37450438629411986,4.0,2.0,7.0,5.0,3.8359714028635254,5.304028597136475,0.0,18.0,randomised,pooled_all_seeds
terminal_signed_inventory,100,0.03,5.92623852289992,0.592623852289992,0.0,-3.25,4.0,7.25,-1.1315427504883844,1.1915427504883844,0.43,18.0,randomised,pooled_all_seeds
fills,100,63.59,12.294447297192109,1.2294447297192108,64.0,55.0,71.25,16.25,61.18028832975035,65.99971167024965,0.0,102.0,randomised,pooled_all_seeds
mean_quoted_spread,100,2.049458105517919,0.15990581782306096,0.015990581782306095,2.0789485903858305,1.9724581753008428,2.1755401667902032,0.20308199148936046,2.0181165652245987,2.080799645811239,0.0,2.287544047549063,randomised,pooled_all_seeds
full_objective,500,28.181632551029942,130.62012735176674,5.8415096797646004,31.02931566414514,1.444017132230696,59.496462379131195,58.0524452469005,16.732273578691327,39.63099152336856,0.242,877.435147655055,return_lstm_ppo,pooled_all_seeds
raw_pnl,500,30.38581301602992,130.28441445507667,5.826496142606153,31.064828164145137,1.8428654266398043,60.607207543565195,58.76434211692539,18.96588057652186,41.80574545553798,0.238,859.2474201550549,return_lstm_ppo,pooled_all_seeds
mean_abs_inventory,500,7.9812935,8.131331040115798,0.36364417906505986,4.566375,2.578875,8.8460625,6.2671875,7.2685509090324825,8.694036090967517,0.0,35.95225,return_lstm_ppo,pooled_all_seeds
mean_signed_inventory,500,5.9835755,9.670196147855572,0.4324643188472333,3.42375,-0.34625,8.7449375,9.0911875,5.135945435059423,6.831205564940577,0.27,35.95225,return_lstm_ppo,pooled_all_seeds
terminal_abs_inventory,500,15.174,15.887244350929215,0.7104991668765449,9.0,5.0,17.0,12.0,13.78142163292197,16.566578367078026,0.0,66.0,return_lstm_ppo,pooled_all_seeds
terminal_signed_inventory,500,11.25,18.875913228249402,0.8441565023150633,6.0,-1.0,17.0,18.0,9.595453255462475,12.904546744537525,0.256,66.0,return_lstm_ppo,pooled_all_seeds
fills,500,33.514,18.756797138044533,0.8388294688168216,26.0,20.0,40.0,20.0,31.86989424111903,35.15810575888097,0.0,86.0,return_lstm_ppo,pooled_all_seeds
mean_quoted_spread,500,3.3643402858029465,0.5041137731890042,0.022544653304890486,3.3489942991665833,3.3012634945166472,3.51315665226789,0.21189315775124262,3.320152765325361,3.408527806280532,0.0,4.1211884278852455,return_lstm_ppo,pooled_all_seeds
full_objective,500,17.203874365280193,158.70331427147508,7.097427979310615,24.95967536115218,-16.559739381956348,62.48505264562863,79.04479202758498,3.2929155258313862,31.114833204729,0.32,1047.1036668415636,return_mlp_ppo,pooled_all_seeds
raw_pnl,500,20.731650390280176,157.92142555252383,7.062460852782311,25.77972505761221,-16.29542524888877,64.03814868288654,80.3335739317753,6.889227118826847,34.57407366173351,0.314,1064.4794293415634,return_mlp_ppo,pooled_all_seeds
mean_abs_inventory,500,9.586361499999999,8.657623987267092,0.3871807151832398,5.902125,3.122625,13.572624999999999,10.45,8.827487298240849,10.34523570175915,0.0,41.54725,return_mlp_ppo,pooled_all_seeds
mean_signed_inventory,500,3.4467105,12.438059278935658,0.5562469211174429,-1.381625,-3.75875,11.477,15.23575,2.3564665346098117,4.536954465390188,0.546,41.54725,return_mlp_ppo,pooled_all_seeds
terminal_abs_inventory,500,21.042,22.46217564416543,1.0045390332578805,12.0,3.0,36.25,33.25,19.073103494814557,23.010896505185446,0.0,92.0,return_mlp_ppo,pooled_all_seeds
terminal_signed_inventory,500,6.186,30.16387114155756,1.3489693267413376,-1.0,-4.0,19.0,23.0,3.542020119586978,8.829979880413022,0.532,92.0,return_mlp_ppo,pooled_all_seeds
fills,500,36.878,28.127520880122432,1.2579009745299694,26.0,15.0,58.0,43.0,34.41251408992126,39.34348591007874,0.0,136.0,return_mlp_ppo,pooled_all_seeds
mean_quoted_spread,500,3.2019210168974515,0.7992468539696106,0.03574340592557794,2.8179494117595913,2.504419288086199,3.894916482385737,1.390497194299538,3.131863941283319,3.271978092511584,0.0,4.55500536201138,return_mlp_ppo,pooled_all_seeds
