n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
10,44.848600744685804,22.615605660566644,45.00208624468635,3.5,-0.0008541552058409011,-0.0007473773047341211,0.0006004921676655322,0.0013067266066318802,0,baseline_untrained
10,45.634754515258656,27.602878162819344,45.830836765258574,3.1,0.08969855701307533,-0.0030832911927020177,0.08266467198144355,0.06387860857344922,16000,timestep_16000
10,53.00762392838283,33.943448948688726,53.27570417838333,4.2,0.12029286038461141,0.008692566808173433,0.10827418227795706,0.10363590558080604,32000,timestep_32000
10,55.468450571048855,50.16299648845401,56.16314757104866,9.3,0.2567793612074107,-0.05537547881156206,0.08030436182821954,0.1325886000353681,48000,timestep_48000
10,60.56113901311712,57.08067616855924,61.44857876311611,11.0,0.26784438103437425,-0.08555041076713824,0.0747291460578501,0.1221549343573875,64000,timestep_64000
10,66.66233039214366,76.13547438148572,67.7165798921462,11.6,0.26241247479245067,-0.07517540636514314,0.03591159729556971,0.2332492122351905,80000,timestep_80000
10,74.42348496735661,100.97836399728433,76.77287171735553,18.7,0.3709388520903885,-0.20807727577224724,0.04312416233489978,0.20380358365720122,96000,timestep_96000
10,89.45233913641621,138.15340527083535,94.33001538641527,26.4,0.3474231055486947,-0.2994840852300833,0.045315754024725326,0.2473297173500165,112000,timestep_112000
10,87.04680158111626,122.23296067840302,90.4965930811156,21.9,0.2794134998675436,-0.25351907963943743,0.05342267886108292,0.2505992116635479,128000,timestep_128000
10,92.6593049041069,135.54649294201243,96.90066465410334,24.3,0.3085812570210546,-0.2583218380794482,0.03550024767609306,0.27343047387446795,144000,timestep_144000
10,106.13242570387149,187.74059786350782,114.52157720387372,32.9,0.2516225751599297,-0.3652097401085717,0.057361932186023395,0.3098270147242778,160000,timestep_160000
10,115.30616646675476,267.60694782345314,136.61437221675888,54.7,0.14513489808456506,-0.5909803722678393,0.022392690084183698,0.31240800973298655,176000,timestep_176000
10,118.16161748628231,259.4141877574019,137.6374614862885,51.2,0.0075120555751957,-0.579664811741194,0.0720608417442617,0.33493196744546305,192000,timestep_192000
10,124.05522504589749,276.6335450373006,147.68697579590716,58.7,-0.03683962748623453,-0.6606648163303209,0.08127162294950901,0.2845432932341617,200000,final_post_training
