metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,100,21.392257194730064,43.028088878272456,4.302808887827245,25.25909889483041,3.5445057638557174,43.77698735201234,40.232481588156624,12.958751774588663,29.825762614871465,0.24,184.89127482082858,hamilton_ppo,1.0,within_training_seed
full_objective,100,21.12643074473005,42.98941409295588,4.298941409295589,25.16614660315488,3.4501076388557177,43.71774672701235,40.26763908815663,12.700505582510697,29.552355906949405,0.24,183.1976873208286,hamilton_ppo,1.0,within_training_seed
mean_abs_inventory,100,3.598155,1.8135671653838978,0.18135671653838978,3.573875,2.4554375000000004,4.4288125,1.9733749999999999,3.2426958355847564,3.953614164415244,0.0,11.0975,hamilton_ppo,1.0,within_training_seed
terminal_abs_inventory,100,6.47,3.217549729627541,0.3217549729627541,6.0,4.0,9.0,5.0,5.839360252993002,7.100639747006998,0.0,17.0,hamilton_ppo,1.0,within_training_seed
raw_pnl,100,27.980889110631814,41.677268496352205,4.167726849635221,28.32015278703321,10.593309830176015,46.29042710568561,35.6971172755096,19.81214448534678,36.14963373591685,0.15,204.93575546973966,return_lstm_ppo,1.0,within_training_seed
full_objective,100,27.742052760631818,41.674684486415146,4.1674684486415146,28.233316250181126,10.412426080176012,46.18046648068561,35.7680404005096,19.57381460129445,35.910290919969185,0.15,204.38560796973968,return_lstm_ppo,1.0,within_training_seed
mean_abs_inventory,100,3.16594,2.1092733543770112,0.21092733543770112,2.59225,1.535375,4.172750000000001,2.6373750000000005,2.7525224225421057,3.5793575774578943,0.0,11.02625,return_lstm_ppo,1.0,within_training_seed
terminal_abs_inventory,100,5.64,3.849491636383414,0.3849491636383414,5.0,3.0,8.0,5.0,4.885499639268851,6.394500360731149,0.0,19.0,return_lstm_ppo,1.0,within_training_seed
raw_pnl,100,20.370892460858762,32.789134652332535,3.2789134652332534,20.50779082059818,5.2555585405659,38.02943096674851,32.773872426182606,13.944222069001587,26.797562852715938,0.22,147.33527464281076,return_mlp_ppo,1.0,within_training_seed
full_objective,100,20.239784285858764,32.772693785729146,3.277269378572915,20.43305680936433,5.1906729155659015,37.90660784174851,32.71593492618261,13.816336303855852,26.663232267861677,0.22,146.51906464281078,return_mlp_ppo,1.0,within_training_seed
mean_abs_inventory,100,2.4834024999999995,1.420318650624524,0.1420318650624524,2.298375,1.471625,3.2475,1.775875,2.205020044477593,2.761784955522406,0.0,8.16875,return_mlp_ppo,1.0,within_training_seed
terminal_abs_inventory,100,4.12,2.5157283018817607,0.25157283018817606,4.0,2.0,6.0,4.0,3.6269172528311753,4.613082747168825,0.0,11.0,return_mlp_ppo,1.0,within_training_seed
