seed,cumulative_objective,raw_pnl,running_inventory_penalty,terminal_inventory_penalty,full_objective,reconciliation_abs_diff,mean_signed_inventory,mean_abs_inventory,terminal_signed_inventory,terminal_abs_inventory,total_fills,bid_action_mean,bid_action_std,ask_action_mean,ask_action_std,frac_bid_near_low,frac_bid_near_high,frac_ask_near_low,frac_ask_near_high,mean_belief,episode_length,treatment
100013,65.67851925361443,67.58621425361389,1.5466949999999837,0.361,65.6785192536139,5.258016244624741e-13,11.3125,11.3125,19.0,19.0,23.0,-0.13262922424823045,0.07150454614314686,0.8565984476339072,0.25433018646512123,0.0,0.0,0.0,0.63425,0.9141628009608589,4000,correct
100013,65.06483531947838,66.96727031947785,1.5414349999999837,0.361,65.06483531947787,5.115907697472721e-13,11.252,11.252,19.0,19.0,25.0,-0.1226568316211924,0.07597298649522204,0.8317050543939695,0.2565240363473916,0.0,0.0,0.0,0.549,0.9141628009608589,4000,stationary
100013,66.22484840285293,68.39658590285399,1.7717374999999396,0.4,66.22484840285404,1.1084466677857563e-12,12.15725,12.15725,20.0,20.0,24.0,-0.12962650238675996,0.07440257270884111,0.8783100044392049,0.22249920338523108,0.0,0.0,0.0,0.65025,0.9141628009608589,4000,shuffled
100013,61.978715899251554,63.195073399251214,0.9603575000000037,0.256,61.97871589925121,3.410605131648481e-13,8.58775,8.58775,16.0,16.0,28.0,-0.08798697059601546,0.08764964027880784,0.5430010132431052,0.3961476035007914,0.0,0.0,0.0,0.06875,0.9141628009608589,4000,complement
100014,22.06671477632535,22.49889727632649,0.3111824999999949,0.121,22.066714776326496,1.1439738045737613e-12,3.52525,3.86725,11.0,11.0,27.0,-0.16758009743317961,0.07851751750853905,0.45136116463504733,0.5216939504537123,0.0,0.0,0.0,0.28675,0.6671160784089533,4000,correct
100014,28.24737220878372,28.68981470878498,0.32144249999999386,0.121,28.247372208784988,1.2683187833317788e-12,4.21375,4.22325,11.0,11.0,23.0,-0.16695918148104102,0.08257273861844437,0.5842122307317331,0.3473881619354865,0.0,0.0,0.0,0.2825,0.6671160784089533,4000,stationary
100014,25.616994014371958,25.926434014373854,0.2284399999999965,0.081,25.61699401437386,1.900701818158268e-12,3.41,3.542,9.0,9.0,25.0,-0.1658539305734448,0.08686323919860826,0.5011070340387523,0.4105832484807936,0.0,0.0,0.0,0.23325,0.6671160784089533,4000,shuffled
100014,30.959244121351194,31.01777912135225,0.042534999999999316,0.016,30.95924412135225,1.0551559626037488e-12,1.2595,1.62,4.0,4.0,26.0,-0.16131109483353795,0.08635829274261744,0.19761782860429958,0.29080441066142865,0.0,0.0,0.0,0.0,0.6671160784089533,4000,complement
100015,44.297353523883594,46.20353352388338,1.4221799999999716,0.484,44.29735352388341,1.8474111129762605e-13,10.0135,10.104,22.0,22.0,26.0,-0.14373073415644466,0.08577776907142082,0.8057022542967461,0.3089822498522571,0.0,0.0,0.0,0.5715,0.9203287825857546,4000,correct
100015,44.86709197154968,46.77327197154955,1.4221799999999716,0.484,44.86709197154958,9.947598300641403e-14,10.0135,10.104,22.0,22.0,26.0,-0.13272047489695252,0.08579225741140004,0.7672413606448099,0.35136012225501895,0.0,0.0,0.0,0.48675,0.9203287825857546,4000,stationary
