n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
5,43.41178635564809,17.492071148535896,43.63867185564801,4.0,-0.0013641146916175898,0.00044455308238310244,0.0014794772783780735,0.0010809061422841204,0,baseline_untrained
5,31.00615958745086,15.712756761705394,31.098907087451447,3.2,-0.04693993119856459,0.06209577951668762,0.05842234512982378,0.04687975416637637,20000,timestep_20000
5,17.435244312448017,26.868115758628004,17.539784312448294,3.0,-0.08973243884295225,0.1077359400997404,0.20164511646838987,0.054208545621273585,40000,timestep_40000
5,13.902783457736229,32.99706287359246,14.073321457736188,4.6,-0.05868989782970748,0.18078859352190046,0.1490279782618412,0.061547299772118945,60000,timestep_60000
5,-1.249778287446695,56.92899837926989,-0.9868042874463413,6.0,-0.10456672181045869,0.19150574490488506,0.14803820130905448,0.10356967147511041,60000,final_post_training
