n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,24.013246549531686,34.544503441545096,24.193516206506786,4.6,0.0018456564143945306,-0.002201643226525213,0.0011009591251857564,0.0024504288887572043,276.6,0,baseline_untrained,1,70000
5,34.239948092529026,37.41092693335223,34.40803866170327,4.4,-0.05695190840328027,0.08705299947375805,0.07993905226864903,0.05196595005407344,276.6,16000,timestep_16000,1,70000
5,43.66918771398633,43.497806193609094,43.93859862315924,6.8,-0.049197586949925466,0.17290013355882441,0.15046072072630925,0.07995323259966303,276.6,32000,timestep_32000,1,70000
5,42.71674686522569,48.15349794824849,43.06374413426098,7.8,-0.04524988569763697,0.2135756745717649,0.18945581296291672,0.08996286889753473,276.6,48000,timestep_48000,1,70000
5,37.48027766844429,49.865160497081746,37.83349868448473,7.8,-0.04740622792022932,0.25042346263989884,0.19257617187024847,0.13649671250441053,276.6,64000,timestep_64000,1,70000
5,38.6378092942406,47.882414479331345,38.94539474791368,7.8,-0.045635472773565874,0.28843687657355743,0.16581728815423655,0.22892335604710226,276.6,80000,timestep_80000,1,70000
5,41.26365276764302,42.97686529841634,41.46313572854128,5.4,-0.019420691590085463,0.16192289194616066,0.2405705829308815,0.23635586903302794,276.6,96000,timestep_96000,1,70000
5,45.56463031437419,38.887100094122495,45.81564587226902,6.8,0.13937245752960067,0.26495465445746375,0.30291113494304983,0.17404163479470558,276.6,112000,timestep_112000,1,70000
5,44.15132052712606,29.573308045872366,44.2728003839062,4.4,0.18483007153319714,0.2693234014769966,0.24305391113736988,0.20043762617962607,276.6,128000,timestep_128000,1,70000
5,28.46957390315015,19.797649427020282,28.538031068272637,3.2,0.2529665865360969,0.32543244241014263,0.21995155737673028,0.1806893499070187,276.6,144000,timestep_144000,1,70000
5,31.2921417650217,23.420589475991147,31.348048613441414,2.4,0.26140349482900627,0.2544705247020299,0.25800431929940526,0.20555503416910062,276.6,160000,timestep_160000,1,70000
5,28.924030145441197,18.967332274874455,28.993473565437785,3.4,0.308260116668247,0.4261119014348509,0.26239297319132265,0.17927154758451141,276.6,176000,timestep_176000,1,70000
5,32.29140070477348,13.253702768464665,32.3248806004763,1.4,0.31570331326976087,0.3238276521650373,0.2426919300624354,0.23998073201809686,276.6,192000,timestep_192000,1,70000
5,31.4425638200885,10.155372158143411,31.468752171202162,1.4,0.4006766277693336,0.35656534275410406,0.2585370766185872,0.20576323476090516,276.6,200000,final_post_training,1,70000
