n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.727291876542136,34.414573339398586,23.907849123472005,4.8,-0.0014366025215255074,0.0013505139150803383,0.0010642964226418824,0.0013409991643138757,276.6,0,baseline_untrained,3,70000
5,30.755297363015007,38.7630963830553,31.010574500225562,5.4,-0.04715945865418183,-0.05333329271188441,0.17765461915936448,0.04919608078338961,276.6,16000,timestep_16000,3,70000
5,28.34480710641978,24.208694033018666,28.446129362841543,4.4,0.03668671400981214,0.1465505936734556,0.17527963301614055,0.08265841934479572,276.6,32000,timestep_32000,3,70000
5,23.48204618182529,21.168734539843587,23.625401309607547,3.6,0.15683594703154446,0.1115584152724408,0.1894287683244025,0.1338992765440741,276.6,48000,timestep_48000,3,70000
5,16.428774932172633,29.16691893381743,16.627511070017988,5.4,0.18722061246003222,0.12345763996434725,0.13816451082490033,0.14449142827429223,276.6,64000,timestep_64000,3,70000
5,19.6565782385447,18.514005798876724,19.788346958788203,4.0,0.32059168234866164,0.1767574002177051,0.19027888660497144,0.12194793153573029,276.6,80000,timestep_80000,3,70000
5,24.990675466343458,19.16371305747526,25.13017124309678,4.0,0.4855393510290293,0.1614814844280104,0.22796821220214142,0.08057497944722294,276.6,96000,timestep_96000,3,70000
5,-5.363959136267723,67.12177794394648,-4.293432719161819,14.4,0.7845003179564738,0.03296758222850935,0.20352157450355618,0.10970586719929545,276.6,112000,timestep_112000,3,70000
5,-7.084265857488214,73.68341314610629,-5.884258326297595,14.8,0.8226301086634203,0.030542005138338386,0.19992385035249902,0.091053443726872,276.6,128000,timestep_128000,3,70000
5,-2.686032476973708,66.99925178355393,-1.7251282837580788,13.4,0.7498998972045194,0.03673709310733983,0.19409038366323264,0.09890832079151553,276.6,144000,timestep_144000,3,70000
5,13.538689892228419,28.787323209904233,13.843407270874831,7.4,0.717424617377221,0.15246150643441528,0.2235608587119217,0.09400810215712231,276.6,160000,timestep_160000,3,70000
5,12.760429654806646,29.866522733027548,13.116939878991877,8.2,0.7507674089381747,0.17048444842282665,0.23680711837590168,0.11245714351420329,276.6,176000,timestep_176000,3,70000
5,-9.95183306861585,76.51972403844083,-8.723946866342953,15.4,0.8253922320105033,0.006771062829397721,0.2537486068019881,0.11619197252112219,276.6,192000,timestep_192000,3,70000
5,-7.054258534316872,86.3912363597766,-5.292659075492679,18.8,0.8500987466260392,-0.06333659986197,0.24119608616777968,0.1416212177564543,276.6,200000,final_post_training,3,70000
