metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,100,31.785887458492983,41.593442562710756,4.159344256271075,26.803614784469573,11.984167098653131,48.233989659217464,36.24982256056433,23.633572716201677,39.93820220078429,0.16,179.89228204426877,hamilton_ppo,4.0,within_training_seed
full_objective,100,31.633205558492982,41.58301311301611,4.158301311301611,26.75874228446957,11.912154598653135,48.17016903421746,36.25801443556432,23.482934988341825,39.78347612864414,0.16,179.4839970442688,hamilton_ppo,4.0,within_training_seed
mean_abs_inventory,100,2.597305,1.7254388965806158,0.17254388965806158,2.05775,1.298875,3.6751250000000004,2.3762500000000006,2.2591189762701993,2.9354910237298006,0.0,9.07675,hamilton_ppo,4.0,within_training_seed
terminal_abs_inventory,100,3.77,3.1167679452025983,0.3116767945202598,3.0,1.75,6.0,4.25,3.159113482740291,4.380886517259709,0.0,12.0,hamilton_ppo,4.0,within_training_seed
raw_pnl,100,43.674331597192214,104.61707711863791,10.461707711863792,48.20538341178241,-12.549177356282769,87.43062015306722,99.97979750934999,23.169384481939183,64.17927871244524,0.31,361.7713261882989,return_lstm_ppo,4.0,within_training_seed
full_objective,100,42.573651972192216,104.65267572891567,10.465267572891566,47.603999661782424,-12.807962981282769,86.60435327806724,99.41231625935,22.06172752932475,63.085576415059684,0.32,358.948826188299,return_lstm_ppo,4.0,within_training_seed
mean_abs_inventory,100,7.5121975,3.5671668721913394,0.35671668721913397,7.4295,4.570375,9.574375,5.004,6.813032793050498,8.211362206949502,0.0,17.46675,return_lstm_ppo,4.0,within_training_seed
terminal_abs_inventory,100,12.84,6.094740239407959,0.6094740239407959,12.5,8.0,17.25,9.25,11.64543091307604,14.034569086923959,0.0,26.0,return_lstm_ppo,4.0,within_training_seed
raw_pnl,100,39.806810360707374,67.9430227525662,6.794302275256619,28.935315951532054,12.05349475916696,56.9678023813175,44.91430762215054,26.489977901204398,53.12364282021035,0.16,362.35021205279077,return_mlp_ppo,4.0,within_training_seed
full_objective,100,39.39345498570738,67.77923536913895,6.777923536913894,28.876839701532056,11.998296634166959,56.8722330063175,44.87393637215054,26.108724853356147,52.67818511805861,0.16,359.8946145527908,return_mlp_ppo,4.0,within_training_seed
mean_abs_inventory,100,3.6090524999999998,2.8074012411673235,0.2807401241167323,2.732,1.4921875,5.1586875,3.6665,3.0588018567312045,4.1593031432687955,0.0,13.669,return_mlp_ppo,4.0,within_training_seed
terminal_abs_inventory,100,7.91,6.8976573391026585,0.6897657339102659,6.0,3.0,11.0,8.0,6.558059161535879,9.26194083846412,0.0,31.0,return_mlp_ppo,4.0,within_training_seed
