metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,100,35.846685981068084,46.44125825166952,4.6441258251669515,34.88375213782906,20.04252571114108,59.856336222754514,39.81381051161343,26.74419936374086,44.94917259839531,0.11,225.13593114486025,hamilton_ppo,1.0,within_training_seed
full_objective,100,35.588170006068076,46.49319262027141,4.649319262027141,34.83671713782906,19.828936961141086,59.662745152237214,39.833808191096125,26.47550425249488,44.70083575964127,0.11,226.95171864486025,hamilton_ppo,1.0,within_training_seed
mean_abs_inventory,100,3.3532275000000005,2.007487460838294,0.2007487460838294,2.76775,1.907125,4.4986875,2.5915625,2.9597599576756948,3.746695042324306,0.0,11.04325,hamilton_ppo,1.0,within_training_seed
terminal_abs_inventory,100,5.81,4.029424602379678,0.4029424602379678,6.0,2.75,9.0,6.25,5.0202327779335825,6.599767222066417,0.0,18.0,hamilton_ppo,1.0,within_training_seed
raw_pnl,100,40.621479535523164,107.1289184732914,10.712891847329141,40.03994935321583,10.97543358994156,78.07319972512677,67.09776613518521,19.62421151475805,61.618747556288284,0.23,439.542202684127,return_lstm_ppo,1.0,within_training_seed
full_objective,100,39.19921991052317,107.57502848735837,10.757502848735836,39.432066853215844,10.699354839941563,76.5283166001268,65.82896176018524,18.114514327000933,60.283925494045405,0.24,448.10424268412675,return_lstm_ppo,1.0,within_training_seed
mean_abs_inventory,100,7.3544374999999995,4.508951580777589,0.45089515807775893,6.7642500000000005,3.6079375000000002,10.6859375,7.077999999999999,6.470682990167592,8.238192009832407,0.0,22.922,return_lstm_ppo,1.0,within_training_seed
terminal_abs_inventory,100,16.23,9.439713015668529,0.9439713015668529,16.0,7.0,25.0,18.0,14.379816248928968,18.080183751071033,0.0,40.0,return_lstm_ppo,1.0,within_training_seed
raw_pnl,100,37.344917365555304,42.50159893759498,4.2501598937594975,34.24650520904976,21.121192648225602,55.990547930382604,34.869355282157,29.01460397378669,45.67523075732392,0.12,152.79370123225038,return_mlp_ppo,1.0,within_training_seed
full_objective,100,37.1228514655553,42.51347503426783,4.251347503426783,34.07716270904976,20.959997648225606,55.60689246929549,34.64689482106988,28.790210358838806,45.455492572271794,0.12,152.6529037322504,return_mlp_ppo,1.0,within_training_seed
mean_abs_inventory,100,3.1247350000000007,1.790812687184455,0.17908126871844549,2.870125,1.7126875,4.05625,2.3435625000000004,2.7737357133118477,3.4757342866881538,0.0,8.071,return_mlp_ppo,1.0,within_training_seed
terminal_abs_inventory,100,5.6,3.570360590679147,0.3570360590679147,6.0,3.0,8.0,5.0,4.9002093242268865,6.299790675773113,0.0,14.0,return_mlp_ppo,1.0,within_training_seed
