metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,level
full_objective,200,42.395894677600474,45.87655766492396,3.243962502236341,46.34776117225586,19.953687471517146,68.70399273996453,48.75030526844739,36.037728173217246,48.7540611819837,0.13,156.74648122345124,belief_weighted,pooled_all_seeds
raw_pnl,200,42.631707365100475,45.83950211477644,3.2413422791573505,46.50117867225586,20.36764309651714,68.77452086496453,48.40687776844739,36.27867649795207,48.98473823224888,0.13,157.38011872345123,belief_weighted,pooled_all_seeds
mean_abs_inventory,200,3.41397625,1.7363799536219424,0.12278060399224583,2.99,2.2051875,4.194625,1.9894375000000002,3.173326266175198,3.654626233824802,0.0,9.9135,belief_weighted,pooled_all_seeds
terminal_abs_inventory,200,4.67,3.571396697632356,0.25253588232030805,4.0,2.0,7.0,5.0,4.175029670652196,5.1649703293478035,0.0,15.0,belief_weighted,pooled_all_seeds
full_objective,200,35.37972993650965,53.24161128680631,3.7647504382198966,34.683299435661105,12.98853979206607,58.24905651153074,45.26051671946467,28.00081907759865,42.758640795420646,0.17,235.39944827478868,hamilton_ppo,pooled_all_seeds
raw_pnl,200,35.70956351150964,53.26935691495146,3.7667123504008684,34.81514488429387,13.170755626172706,58.273865886530736,45.10311026035803,28.326807304723943,43.09231971829534,0.17,237.4241107747887,hamilton_ppo,pooled_all_seeds
mean_abs_inventory,200,3.8617350000000004,2.4767555648296367,0.1751330655232554,2.934625,2.0558125,5.286125,3.2303125,3.5184741915744198,4.204995808425581,0.0,13.083,hamilton_ppo,pooled_all_seeds
terminal_abs_inventory,200,6.125,4.457434081729625,0.31518818658830494,5.0,3.0,9.0,6.0,5.507231154286922,6.742768845713078,0.0,23.0,hamilton_ppo,pooled_all_seeds
full_objective,200,41.8619994063879,60.80786137416547,4.299765112712394,46.121866326238454,16.591557724863918,74.28326324087749,57.69170551601357,33.43445978547161,50.289539027304194,0.195,230.14009529566928,naive,pooled_all_seeds
raw_pnl,200,42.30553243138789,60.63058112708105,4.287229506224012,46.25332552171261,17.245807735160156,74.36146074087748,57.11565300571732,33.902562599188826,50.70850226358695,0.19,231.2577377956693,naive,pooled_all_seeds
