n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,mean_episode_length,total_timesteps,tag,learner_seed,training_env_seed
5,23.729679521070228,34.40669874062765,23.910236768000093,4.8,-0.00023479516860164777,0.00016893637411107487,0.0006570755700035064,0.00035487009013545343,276.6,0,baseline_untrained,3,70000
5,28.442410457488513,31.938898474455712,28.62344887368938,5.6,-0.03463714967757216,0.0027872908618902167,0.013152522567782711,0.016088495689249957,276.6,16000,timestep_16000,3,70000
5,40.1102219000156,56.203218175208555,40.868893155455794,13.6,-0.22450048848178536,0.26027049325185675,0.017483822936192047,0.02601601746242107,276.6,32000,timestep_32000,3,70000
5,62.21615202984392,111.83604608740269,64.99777192104125,25.4,-0.38922555941821696,0.31320111539729334,0.02941190431406674,0.028056883986521886,276.6,48000,timestep_48000,3,70000
5,51.30186792334084,161.53795788735812,56.727140025347765,35.2,-0.49905300617692094,0.3717136829875986,0.03458653033730029,0.029706429439678314,276.6,64000,timestep_64000,3,70000
5,45.182350920435276,144.27116148361455,49.534020734737354,31.6,-0.4567371975961838,0.3204448512194386,0.03162910937957791,0.026034234309264596,276.6,80000,timestep_80000,3,70000
5,50.97424292793693,161.30837375700384,56.21248766623685,34.4,-0.49515981323591457,0.3325576344565559,0.033426114018163304,0.026056479409621105,276.6,96000,timestep_96000,3,70000
5,46.04867908847494,126.22114509452133,49.5779357932101,28.6,-0.4344372441392831,0.26307416617848783,0.031170839469398748,0.022728460860640943,276.6,112000,timestep_112000,3,70000
5,55.03073345080891,106.61117044550348,57.77162662576775,25.4,-0.39616510956208084,0.2633960506328619,0.03024494290564722,0.023535173861513572,276.6,128000,timestep_128000,3,70000
5,56.53609147212188,93.63446967811983,58.61605614522914,22.2,-0.37005641821580615,0.2155922426372788,0.02860054943895769,0.020433659751508144,276.6,144000,timestep_144000,3,70000
5,39.40753270215147,115.97040889348784,42.18814546065232,25.4,-0.4300431533947598,0.11027231728705218,0.0346342291216128,0.014048451682944567,276.6,160000,timestep_160000,3,70000
5,48.377204886540035,82.29779184896094,49.84969154753791,17.4,-0.3917483714552608,-0.001497431269315538,0.03201028332603666,0.008927930694986893,276.6,176000,timestep_176000,3,70000
5,24.344541085673026,39.39767659389471,24.54590909905392,6.2,-0.11312364771240273,-0.014625677486645249,0.011784378242574289,0.010835721293044472,276.6,192000,timestep_192000,3,70000
5,24.318201906980853,47.62106243195068,24.87996468617398,8.8,-0.013756377187127211,-0.14477006245245558,0.009201880662720685,0.020496267099315492,276.6,200000,final_post_training,3,70000
