metric,n,mean,std,se,median,iqr_low,iqr_high,iqr,ci_lo,ci_hi,loss_rate,max_abs,agent_type,training_seed,level
raw_pnl,100,-23.66454253355565,509.50485522247243,50.95048552224724,-11.6723607237559,-289.1963173380068,288.89360001870955,578.0899173567163,-123.52749415716023,76.19840909004894,0.52,1927.7300269191364,hamilton_ppo,2.0,within_training_seed
full_objective,100,-50.78075160855559,511.0263520631418,51.10263520631418,-32.62778886008377,-308.25991046300646,271.2588481437099,579.5187586067163,-150.94191661293138,49.38041339582021,0.55,1895.2325644191362,hamilton_ppo,2.0,within_training_seed
mean_abs_inventory,100,43.757077499999994,6.453309838629497,0.6453309838629497,43.242999999999995,38.356874999999995,48.2485625,9.891687500000003,42.49222877162861,45.02192622837138,0.0,58.79575,hamilton_ppo,2.0,within_training_seed
terminal_abs_inventory,100,62.11,9.359157995452282,0.9359157995452282,62.0,54.75,69.0,14.25,60.27560503289135,63.94439496710865,0.0,91.0,hamilton_ppo,2.0,within_training_seed
raw_pnl,100,35.233042835289055,31.341322817571182,3.134132281757118,34.95294012861502,20.023574826009245,47.40270503834341,27.379130212334168,29.090143563045103,41.37594210753301,0.08,176.8398096611486,return_lstm_ppo,2.0,within_training_seed
full_objective,100,35.11364956028905,31.32552433550337,3.132552433550337,34.90399212496075,19.951187326009247,47.298297523946076,27.34711019793683,28.973846790530388,41.25345233004771,0.08,176.6441596611486,return_lstm_ppo,2.0,within_training_seed
mean_abs_inventory,100,2.2838075,1.2017022836812776,0.12017022836812777,1.989625,1.3910625,3.0779375,1.686875,2.0482738523984696,2.5193411476015304,0.0,6.9485,return_lstm_ppo,2.0,within_training_seed
terminal_abs_inventory,100,3.71,2.9208238771298967,0.29208238771298967,3.0,1.75,5.0,3.25,3.13751852008254,4.282481479917459,0.0,13.0,return_lstm_ppo,2.0,within_training_seed
raw_pnl,100,-17.78747165518759,464.0555648509509,46.40555648509509,-4.9327319008916675,-252.6567070414626,252.4260187474547,505.0827257889173,-108.74236236597396,73.16741905559878,0.51,1768.8362453798281,return_mlp_ppo,2.0,within_training_seed
full_objective,100,-39.44881675518736,465.3521968845423,46.535219688454234,-19.92370324712671,-281.29919373571784,235.1718624974554,516.4710562331733,-130.65784734455767,51.76021383418294,0.54,1741.4797803798288,return_mlp_ppo,2.0,within_training_seed
mean_abs_inventory,100,39.416760000000004,5.95007908464546,0.595007908464546,38.954,34.4534375,43.5363125,9.082875000000001,38.25054449940949,40.582975500590514,0.0,54.04575,return_mlp_ppo,2.0,within_training_seed
terminal_abs_inventory,100,55.2,8.277998098891576,0.8277998098891576,55.0,49.0,62.0,13.0,53.57751237261726,56.82248762738275,0.0,77.0,return_mlp_ppo,2.0,within_training_seed
