n_transitions,gae_recompute_max_abs_diff,gae_recompute_matches,mean_reward,std_reward,mean_critic_value,std_critic_value,mean_mc_return,std_mc_return,mean_critic_error,std_critic_error,max_abs_critic_error,advantage_mean,advantage_std,advantage_min,advantage_max,return_mean,return_std,frac_top10pct_advantage_actions_near_analytical,frac_bottom10pct_advantage_actions_near_analytical
4000,0.0,True,-0.04885462298989296,4.141674518585205,0.08535759150981903,0.1336674690246582,-4.418767946126258,70.26945560270126,4.504125543158863,70.27848586699835,246.227838806808,-0.9182319045066833,15.652586936950684,-128.767333984375,76.65470886230469,-0.8328739404678345,15.661494255065918,0.24,0.23
