group,learner_seed,timestep,actor_distance_from_clone,det_mean_objective,det_se_objective,det_mean_raw_pnl,det_mean_quoted_spread,det_mean_fills,det_mean_abs_inventory,det_mean_signed_inventory,det_loss_rate,det_frac_near_bound,stoch_mean_objective,stoch_se_objective,stoch_mean_raw_pnl,stoch_mean_quoted_spread,stoch_mean_fills,stoch_mean_abs_inventory,stoch_mean_signed_inventory,stoch_loss_rate,stoch_frac_near_bound,n_eval_seeds,bid_action_depth_mse,ask_action_depth_mse,mean_quoted_spread_error_signed,mean_inventory_skew_error_signed,frac_wrong_inventory_skew,corr_bid,corr_ask,frac_wider_than_analytical,n_states,model_path,actor_clone_verify_max_abs_diff
A_random_init,1,0,13.610507011413574,19.91660465516649,11.358807089491265,20.194519796413182,3.0688093651409374,27.15,3.391999581298625,1.1151038566331588,0.1,0.0,-22.41743263028294,16.796920242280926,-21.85392089538084,3.034597791174451,84.35,5.310019775476415,-0.8729907883594636,0.55,0.5745596266927013,20,0.46891629207029656,0.46592863359513226,1.2339320401637561,-0.000871691733983867,0.8888888888888888,0.43105404002566805,0.8790848718700914,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t000000.zip,
A_random_init,1,4000,13.616602897644043,23.34576055825189,9.919987913558067,23.574619805189872,2.911585052848449,25.05,3.1832607242205833,-0.5075888354619558,0.3,0.0,-1.8676284296383492,13.510993892523944,-1.16566323413953,2.941345852609672,80.85,5.87463595593322,-3.751989952708759,0.55,0.5755727116621152,20,0.5884569834445498,0.42123006127186635,1.3022425880080761,-0.1307550214013745,0.45925925925925926,0.5743404787526379,0.5588223556312586,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t004000.zip,
A_random_init,1,8000,13.628938674926758,27.954852169388367,11.544898895867002,28.26913733462352,2.8790925442783637,28.25,3.824486287259922,-1.3313585301573032,0.3,0.0,-8.021882598285364,15.500700012050396,-7.027737655226095,2.9474099562820943,83.5,6.963693688533074,-2.6093429013010008,0.65,0.5521837939921646,20,0.5016804312888148,0.387685138641848,1.2057637456511872,-0.14555634862456376,0.5444444444444444,0.8765801605083225,-0.7443092977405817,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t008000.zip,
A_random_init,1,16000,13.653109550476074,28.856770079186447,11.681997018775688,29.243785232506077,2.837684986496501,31.65,4.0928917107631015,-2.0762554652374576,0.35,0.0,2.8129269782838358,13.594260111756363,3.4677113307251815,2.9362971049581903,89.7,5.656638273933116,-4.063596548296916,0.55,0.5767468714241133,20,0.4446557526531332,0.33705906295285964,1.096713712953402,-0.1887836355015056,0.5444444444444444,0.8491133224824664,-0.6583566099338783,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t016000.zip,
A_random_init,1,24000,13.632482528686523,29.42539133517888,10.847519959418623,29.733320227818297,2.890511512860612,29.6,3.8216447900810016,-1.4480999563087416,0.3,0.0,-14.173406903835902,15.379616984207013,-13.326694633972853,2.9360927364014984,87.45,6.337041303411169,-3.0677801525239943,0.6,0.576117047589208,20,0.4801175574577024,0.33644871588393477,1.1286716267225891,-0.14436345770286008,0.4444444444444444,0.468734989520402,-0.06070654383903515,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t024000.zip,
A_random_init,1,32000,13.643875122070312,26.504419481311817,13.184487818815226,26.949565105183968,2.9406866793703257,33.6,4.4506889781231465,-1.1428253979445926,0.3,0.0,5.67621042814698,17.86807161919342,6.5850412408027825,2.9960741587141353,90.4,6.981627539063899,-1.6781696308558254,0.5,0.5717302628588861,20,0.43500268613424176,0.29651452503303916,0.9851528414561648,-0.10419918329377288,0.15185185185185185,-0.49966602828622025,-0.09238110576222007,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t032000.zip,
A_random_init,1,48000,13.665870666503906,22.906355252941193,15.94255927463204,23.45470127240469,3.03065051826596,35.85,4.66294831427973,0.022200661775691,0.25,0.0,-8.138485270694318,22.492194682445373,-6.941908723002582,3.0510065167955975,92.7,7.728976219133588,-0.40756573622560144,0.4,0.5656109568509364,20,0.3746833916493686,0.31241476066428675,0.8941255450579059,-0.024372482874806554,0.0,-0.370079291061873,-0.2665980796251413,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t048000.zip,
A_random_init,1,64000,13.650078773498535,24.677937611490467,9.938866337077053,24.94083810458709,2.986196778142447,24.75,3.3058054964045906,0.47523396186607025,0.2,0.0,12.876213758727104,11.226457774097303,13.304817611151666,3.0109806843437577,79.6,4.689512637922564,-1.1358350982461816,0.4,0.5673254750052745,20,0.5463753522980239,0.45851449644398967,1.285784598633867,-0.07787683834568228,0.18888888888888888,0.2990507853066044,0.1417954813342842,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\A_random_init_seed1_t064000.zip,
B_clone_init,1,0,0.0,29.413455796897267,15.844837414268234,29.782404320226835,3.063225981536122,64.75,4.249256583185045,0.7497658433028679,0.25,0.0,-15.151419242127275,15.197857599753116,-14.59628190285539,3.034223942152244,115.6,5.087698330585336,0.44388036682182463,0.5,0.6122862921756695,20,0.017673124109922972,0.017456144783496726,-0.003862058980662526,-0.0045276682069604205,0.8888888888888888,0.9186991925706054,0.9186617225193988,0.24444444444444444,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\B_clone_init_seed1_t000000.zip,4.172325134277344e-07
B_clone_init,1,4000,0.09910788387060165,32.4680636420186,12.152185547820405,32.721364244420094,3.041391560785785,57.4,3.6159413132296314,-0.5023748033257116,0.15,0.0,-8.228177112593931,11.609230204899786,-7.8424247173175505,3.041369842237283,110.35,4.420597598398715,-0.9601256860904221,0.6,0.5983720945472197,20,0.01916390339311987,0.012877529907729552,0.1333612402681778,-0.04500681874415773,0.8888888888888888,0.9408240273311319,0.9447960084831166,1.0,270,C:\Users\conor\OneDrive\Documents\Edinburgh master\Dissertation\Python\mbt_gym\logs\phase5_ppo_optimisation\checkpoints\B_clone_init_seed1_t004000.zip,
