n_episodes,mean_cumulative_reward,std_cumulative_reward,mean_raw_pnl,mean_terminal_abs_inventory,action_mean_bid,action_mean_ask,action_std_bid,action_std_ask,total_timesteps,tag
10,44.86288324542967,22.627469871241523,45.01636874543022,3.5,-0.00021802748365694065,-0.0002855755394801477,0.0007875081235840205,0.0013622475161014236,0,baseline_untrained
10,47.531269503091735,21.135385740943715,47.67464925309217,4.0,-0.038022954276678504,-0.00023475268443871755,0.03370264750439162,0.03828306402600988,16000,timestep_16000
10,48.416594227564886,21.10173528899009,48.623248727565276,5.1,0.0004621710979074123,0.04397466654673917,0.02397427740901585,0.08504259547066176,32000,timestep_32000
10,39.39151720964563,18.827953621881477,39.54078945964618,3.9,0.07536125435756985,0.2411156108313473,0.06205282395778645,0.1083406281498483,48000,timestep_48000
10,34.508937247689914,20.30069019370879,34.66779149768999,3.9,0.10200277220138815,0.3371488003871171,0.05835005986757826,0.16797488666045401,64000,timestep_64000
10,33.89313669977353,15.974451094988579,34.0089156997739,3.4,0.15052381923489738,0.28957420998989836,0.07151749497925808,0.14153562272053968,80000,timestep_80000
10,27.70356525185133,17.65416804380954,27.81931850185117,3.4,0.160388790774229,0.3926610379739082,0.07251577716354034,0.1468490340739437,96000,timestep_96000
10,33.29610586075015,23.818296828363646,33.54723661075056,5.4,0.021690598611347377,0.340284232069517,0.03033092848956822,0.1268450286410705,112000,timestep_112000
10,35.802136150363324,19.625672362445655,36.0291361503638,5.3,0.0184992673011031,0.28776776047436287,0.0338122123120713,0.10839572849666679,128000,timestep_128000
10,34.29387362908435,29.11736814918631,34.9786558790846,11.5,-0.14477518290278968,0.3589442374396138,0.0412103717620732,0.07972264423507684,144000,timestep_144000
10,30.497127448787914,47.13841781206863,32.15803644878802,19.5,-0.27958482535381335,0.48220410225577653,0.061789855529825945,0.07654807230535948,160000,timestep_160000
10,24.31603007193744,50.48997825485802,26.17624107193701,20.2,-0.2953068920141319,0.5470381776474417,0.050501882875152365,0.08699104657956892,176000,timestep_176000
10,23.713757871038407,50.370524855446526,25.454260871037853,19.5,-0.2621648693815223,0.6033670644931495,0.043072865277173716,0.07616022515168047,192000,timestep_192000
10,24.862005227915613,36.56238847508314,25.71272572791592,13.4,-0.11324392290416872,0.6363407138630748,0.044674748589965466,0.09087831540726528,200000,final_post_training
