n_updates,num_timesteps,policy_loss,value_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,log_std_mean,advantage_mean,advantage_std,advantage_min,advantage_max,return_mean,return_std,actor_grad_norm_mean,critic_grad_norm_mean,actor_param_update_norm,critic_param_update_norm,frac_sampled_action_clipped,frac_sampled_action_near_bound,log_std_bid,log_std_ask,action_std_bid,action_std_ask,learning_rate,total_loss
10,4000,-0.0033739642096974444,119.45644180297852,0.1626170401275158,0.00475803017616272,0.04965000012423843,-0.0005459785461425781,0.22275060415267944,3.194200277328491,10.703720092773438,-47.06184387207031,72.40444946289062,3.1989216804504395,10.700799942016602,0.6914228039937054,5.991424350922492,0.11283435672521591,1.5704200267791748,0.0,0.0,-1.4973605871200562,-1.5060633420944214,0.22371986508369446,0.22178132832050323,0.0003,55.61583709716797
20,8000,-0.0015353618046261542,55.58882457733154,0.17011505827307702,0.0032887165434658527,0.01742500006221235,-0.0011823177337646484,0.22160786390304565,1.47930908203125,7.4667816162109375,-38.49188232421875,43.659339904785156,3.9979567527770996,7.462371826171875,0.5770665877751427,3.067400064435502,0.11275753378868103,1.4417322874069214,0.0,0.0,-1.4983826875686646,-1.5153813362121582,0.22349132597446442,0.2197243720293045,0.0003,23.79294204711914
30,12000,-0.003288354933515074,48.671891326904294,0.17528440818190574,0.004667984787374735,0.024475000114180148,0.05268371105194092,0.2218400537967682,2.1152453422546387,6.9594011306762695,-59.910545349121094,33.290313720703125,6.040407657623291,7.150301456451416,0.5884231511627163,5.634547160822328,0.12798704206943512,1.3223780393600464,0.0,0.0,-1.501624345779419,-1.5099903345108032,0.22276800870895386,0.22091209888458252,0.0003,19.35731315612793
40,16000,-0.002706605712944292,42.8115412902832,0.18206868767738343,0.004263508133590221,0.02532499993685633,0.09797012805938721,0.219476118683815,1.6690245866775513,6.54275369644165,-36.40247344970703,27.054676055908203,7.953042507171631,6.888903617858887,0.5914549230732093,4.801418059703682,0.12741652131080627,1.089304804801941,0.0,0.0,-1.513218641281128,-1.5198159217834473,0.2202000916004181,0.21875214576721191,0.0003,21.576770782470703
50,20000,-0.001325506574411879,72.78225460052491,0.19987101197242738,0.003467052010819316,0.015199999958276748,0.08520287275314331,0.2181512415409088,2.8408265113830566,8.42825698852539,-32.83183288574219,73.90864562988281,10.449673652648926,8.812017440795898,0.5908757644861771,9.380734317811179,0.12811346352100372,0.849249005317688,0.0,0.0,-1.5251983404159546,-1.5199419260025024,0.21757790446281433,0.2187245786190033,0.0003,38.25791931152344
60,24000,-0.000926152183821074,49.13001564025879,0.20808255508542062,0.002447396283969283,0.00879999994765967,0.1652577519416809,0.21791136264801025,2.2686526775360107,6.941016674041748,-24.34285545349121,52.53102493286133,12.716812133789062,7.597082614898682,0.5885246331388774,8.43286197615107,0.0642206147313118,0.8093711137771606,0.0,0.0,-1.5285800695419312,-1.5187777280807495,0.21684333682060242,0.2189793735742569,0.0003,25.281490325927734
70,28000,-0.0006676133803681294,53.36703357696533,0.206201454102993,0.0028032781556248665,0.007674999921582639,0.19661861658096313,0.2187497615814209,0.464263379573822,7.403613090515137,-38.57184982299805,32.989192962646484,13.160674095153809,8.260052680969238,0.5571685238894548,5.008291511760057,0.07212219387292862,0.8623809218406677,0.0,0.0,-1.5268365144729614,-1.5128660202026367,0.21722175180912018,0.22027775645256042,0.0003,25.229265213012695
80,32000,-0.0016407132517269928,40.85755237579346,0.20574044331908226,0.0035559118259698153,0.011374999908730388,0.3623806834220886,0.2174765169620514,0.2067410796880722,6.499904632568359,-30.736125946044922,27.265384674072266,13.04190731048584,8.140034675598145,0.5268962971969139,4.7473101809566485,0.11098389327526093,0.7494670152664185,0.0,0.0,-1.5344493389129639,-1.5169559717178345,0.21557435393333435,0.21937866508960724,0.0003,23.740978240966797
90,36000,-0.0023716615384603303,68.0222968673706,0.21686159059405327,0.002795375417917967,0.017950000008568168,0.3419361114501953,0.21672582626342773,0.6114333271980286,8.315939903259277,-57.2393684387207,38.108245849609375,13.433984756469727,10.251261711120605,0.6122337010339096,7.223462162508379,0.0797504186630249,0.6779380440711975,0.0,0.0,-1.5409044027328491,-1.5174771547317505,0.21418730914592743,0.21926435828208923,0.0003,29.576030731201172
100,40000,-0.0009370211445704624,43.447751960754395,0.22404280722141265,0.004214812535792589,0.0165499999653548,0.49319690465927124,0.21596956253051758,0.31417760252952576,6.624449729919434,-34.54824447631836,33.93046569824219,13.865335464477539,9.305295944213867,0.5530274133899685,4.814310564800271,0.12618760764598846,0.3629283905029297,0.0,0.0,-1.5525277853012085,-1.5130964517593384,0.21171212196350098,0.22022700309753418,0.0003,17.90108871459961
110,44000,-0.0008243115328106753,49.07000438690186,0.2308751994371414,0.003356901928782463,0.019025000012479722,0.4437621235847473,0.21521583199501038,0.47814539074897766,7.016366004943848,-41.23291778564453,62.63691711425781,14.17495059967041,9.40766716003418,0.6221760180590151,5.129789566865871,0.08137106895446777,0.5121898651123047,0.0,0.0,-1.5549724102020264,-1.5176043510437012,0.2111952006816864,0.21923647820949554,0.0003,29.805139541625977
120,48000,-0.0009508966468278235,59.51162288665771,0.23843939423561097,0.002376922871917486,0.007949999999254942,0.3859202265739441,0.2143181413412094,0.9599894285202026,7.895481586456299,-39.16801834106445,60.8956413269043,14.989903450012207,10.075490951538086,0.6164122346387569,8.462606556834704,0.07803932577371597,1.0769685506820679,0.0,0.0,-1.5621201992034912,-1.5189335346221924,0.20969100296497345,0.21894526481628418,0.0003,31.427255630493164
130,52000,-0.0009677854709207168,54.42047046661377,0.24829626560211182,0.003231943119317293,0.009274999941699207,0.539207935333252,0.21301999688148499,-0.437049001455307,7.587100982666016,-36.16569519042969,34.632476806640625,14.827652931213379,11.17695140838623,0.5989094343368948,9.969032688344234,0.10480908304452896,0.6211279630661011,0.0,0.0,-1.5692038536071777,-1.5240445137023926,0.20821087062358856,0.21782909333705902,0.0003,26.116172790527344
140,56000,-0.002183895438486072,64.2811610031128,0.2517992979288101,0.0038990124594420195,0.02295000000856817,0.5836937427520752,0.21410857141017914,1.5856469869613647,8.045446395874023,-70.98028564453125,33.898956298828125,15.5995512008667,12.469346046447754,0.5222714294828069,11.362591205988345,0.10799563676118851,0.7088879942893982,0.0,0.00025,-1.5672428607940674,-1.5159586668014526,0.20861957967281342,0.21959756314754486,0.0003,33.7805290222168
150,60000,-0.0011683229218474621,38.174030990600585,0.24554122760891914,0.0030966021586209536,0.006800000001676381,0.6792556047439575,0.21382498741149902,1.7193485498428345,6.180059432983398,-27.933208465576172,52.271427154541016,18.06062126159668,10.912220001220703,0.5783539202749584,9.317545781405501,0.13000339269638062,0.53472501039505,0.0,0.0,-1.5636616945266724,-1.5219676494598389,0.2093680202960968,0.21828198432922363,0.0003,19.16750717163086
160,64000,-0.0017157382423767587,50.76865455627441,0.253237662166357,0.003615799592807889,0.011775000006891786,0.6633216738700867,0.21243593096733093,0.8857415914535522,7.278273582458496,-43.146575927734375,37.28728485107422,19.127849578857422,12.543559074401855,0.5350743189993706,11.701515041780322,0.08657445013523102,0.5449063181877136,0.0,0.0,-1.5715996026992798,-1.5271245241165161,0.20771265029907227,0.2171592116355896,0.0003,27.383020401000977
