agent_type,environment_type,n_seeds,mean_realised_fill_rate_per_step,mean_quoted_spread,mean_p_fill_total,mean_inventory_mean,mean_inventory_std,worst_seed_abs_inventory_mean
hamilton_ppo,event,5,0.09284609978917775,3.2043580769266766,0.191579498667039,-0.8269992972593112,3.8828473340226415,3.2510189739985944
hamilton_ppo,fixed,5,0.007264999999999999,3.2151159889922987,0.21270536725579622,4.879641,4.689127529458452,15.099475
return_lstm_ppo,event,5,0.0822909346451159,3.3756642705175635,0.1687804322424838,-0.7013352073085029,4.086236637842325,4.023822909346452
return_lstm_ppo,fixed,5,0.011928999999999999,2.6755114427783093,0.34749767468363657,11.370592000000002,8.534111189732373,40.39806
return_mlp_ppo,event,5,0.08091356289529156,3.475805479467547,0.16543026816973305,0.44730850316233306,3.334083394639862,2.3278285312719604
return_mlp_ppo,fixed,5,0.0087,3.0569976213347667,0.2534367433325043,6.559188999999999,6.574736051305736,26.45761
