q,tau,belief,policy,bid_depth,ask_depth,bid_action,ask_action
-6.0,0.0,0.0,event_seed4,1.003502715572205,1.2134514103577878,-0.3462764620780945,-0.20950712263584148
-4.0,0.0,0.0,analytical,0.659649707957365,0.6756884707131127,-0.5702766577675371,-0.5598283385254723
-4.0,0.0,0.0,fixed_seed0,1.5589823200265356,1.5025728367251905,0.0155861284583807,-0.021161362528800964
-4.0,0.0,0.0,fixed_seed1,1.2351781718650752,1.7248057387099502,-0.1953534036874771,0.12361042201519012
-4.0,0.0,0.0,fixed_seed2,1.280287621610254,1.8549664336253462,-0.16596722602844238,0.20840252935886383
-4.0,0.0,0.0,fixed_seed3,1.4679473202653832,1.5903180479806205,-0.043717868626117706,0.03599952906370163
-4.0,0.0,0.0,fixed_seed4,1.5173528228481743,1.5248038069120604,-0.011533062905073166,-0.006679181009531021
-4.0,0.0,0.0,event_seed0,1.6377931171441455,1.2159374163105114,0.06692676991224289,-0.20788763463497162
-4.0,0.0,0.0,event_seed1,1.3134748472279867,1.541389243649887,-0.144347682595253,0.004125264473259449
-4.0,0.0,0.0,event_seed2,1.4640347235869322,1.5545157148331121,-0.046266697347164154,0.01267639547586441
-4.0,0.0,0.0,event_seed3,1.577238129936277,1.6005177359174383,0.027478724718093872,0.04264403134584427
-4.0,0.0,0.0,event_seed4,1.1350689341416655,1.270566117314165,-0.2605687379837036,-0.17230021953582764
-2.0,0.0,0.0,analytical,0.6636593986449071,0.6716787800339411,-0.5676645779579296,-0.562440418329627
-2.0,0.0,0.0,fixed_seed0,1.5624519763765972,1.5180965265046231,0.017846407368779182,-0.011048583313822746
-2.0,0.0,0.0,fixed_seed1,1.34649212951356,1.647847462873205,-0.12283884733915329,0.07347659021615982
-2.0,0.0,0.0,fixed_seed2,1.3614435629426032,1.7451385966200725,-0.11309885978698742,0.1368560940027237
-2.0,0.0,0.0,fixed_seed3,1.4225972690074082,1.6779312869559653,-0.07326078414916992,0.09307444840669632
-2.0,0.0,0.0,fixed_seed4,1.5397069680685582,1.5542527896012595,0.003029359970241785,0.012505115009844303
-2.0,0.0,0.0,event_seed0,1.5922898149487408,1.319968263118708,0.03728402033448219,-0.1401176005601883
-2.0,0.0,0.0,event_seed1,1.3967663743129093,1.5373992984658391,-0.09008810669183731,0.001526047708466649
-2.0,0.0,0.0,event_seed2,1.4966831376883203,1.546291609554851,-0.02499815821647633,0.007318870164453983
-2.0,0.0,0.0,event_seed3,1.5615016164129412,1.56430317953585,0.017227303236722946,0.019052358344197273
-2.0,0.0,0.0,event_seed4,1.2969154426771785,1.3409817864484508,-0.1551351696252824,-0.1264285147190094
0.0,0.0,0.0,analytical,0.667669089340819,0.667669089340819,-0.5650524981428695,-0.5650524981428695
0.0,0.0,0.0,fixed_seed0,1.5661994161341215,1.535165632384941,0.02028764598071575,7.094442844390869e-05
0.0,0.0,0.0,fixed_seed1,1.4711707080374972,1.5615489315462034,-0.041618019342422485,0.01725812628865242
0.0,0.0,0.0,fixed_seed2,1.4518342185397448,1.6228034953588144,-0.05421461537480354,0.057161904871463776
0.0,0.0,0.0,fixed_seed3,1.3736724261896756,1.7727206087278304,-0.10513246804475784,0.1548241674900055
0.0,0.0,0.0,fixed_seed4,1.5641959770768579,1.5865070581776595,0.018982522189617157,0.03351689130067825
0.0,0.0,0.0,event_seed0,1.5415737706681238,1.4358037839118147,0.004245473071932793,-0.06465750932693481
0.0,0.0,0.0,event_seed1,1.489349680892842,1.5329635647670876,-0.029775477945804596,-0.001363574294373393
0.0,0.0,0.0,event_seed2,1.532637218156767,1.5373528554086975,-0.0015761700924485922,0.0014957927633076906
0.0,0.0,0.0,event_seed3,1.5441079981414219,1.5243461413639283,0.005896374583244324,-0.006977323442697525
0.0,0.0,0.0,event_seed4,1.4786468364863183,1.420423883758719,-0.036747757345438004,-0.07467661798000336
2.0,0.0,0.0,analytical,0.6716787800339411,0.6636593986449069,-0.562440418329627,-0.5676645779579297
2.0,0.0,0.0,fixed_seed0,1.5698950717256734,1.5521971046065692,0.0226951502263546,0.011165956035256386
2.0,0.0,0.0,fixed_seed1,1.5966941081588921,1.474819411622565,0.04015316069126129,-0.03924110159277905
2.0,0.0,0.0,fixed_seed2,1.5431031134053619,1.4995158267805722,0.005241750739514828,-0.023152826353907585
2.0,0.0,0.0,fixed_seed3,1.3257147929899564,1.8657050131379558,-0.1363740712404251,0.21539808809757233
2.0,0.0,0.0,fixed_seed4,1.588461006200258,1.6184638844634236,0.03478977456688881,0.05433490127325058
2.0,0.0,0.0,event_seed0,1.490702965757645,1.5527591619552454,-0.028893891721963882,0.011532103642821312
2.0,0.0,0.0,event_seed1,1.5823752358587997,1.5285194280430603,0.03082524985074997,-0.004258670378476381
2.0,0.0,0.0,event_seed2,1.568589453683847,1.528410467135497,0.021844616159796715,-0.004329652059823275
2.0,0.0,0.0,event_seed3,1.526743756683289,1.48446979453693,-0.0054154167883098125,-0.032954439520835876
2.0,0.0,0.0,event_seed4,1.6618682624145156,1.5010675532814521,0.08261032402515411,-0.022141966968774796
4.0,0.0,0.0,analytical,0.6756884707131127,0.6596497079573651,-0.5598283385254723,-0.5702766577675371
4.0,0.0,0.0,fixed_seed0,1.573227188804807,1.5676201739572713,0.024865830317139626,0.021213186904788017
4.0,0.0,0.0,fixed_seed1,1.7101895027490361,1.3967741743904738,0.11408879607915878,-0.09008302539587021
