init_seed,epoch,train_mse,val_mse
2,31,2.1257543329877878e-05,1.4043421288079116e-05
2,32,2.0465760512974226e-05,1.385688483424019e-05
2,33,2.001928274511843e-05,1.2206876817799639e-05
2,34,2.0281546040439384e-05,1.1693493433995172e-05
2,35,1.9560891936764592e-05,1.376272030029213e-05
2,36,1.920634689383064e-05,1.2293464351387229e-05
2,37,1.921629207601623e-05,1.0372352335252799e-05
2,38,1.776074740257679e-05,1.0165282219531946e-05
2,39,1.8162369902636658e-05,1.0946063412120566e-05
2,40,1.7566191744435495e-05,1.0866791853914037e-05
2,41,1.7167222772710787e-05,9.558450983604416e-06
2,42,1.644576083108853e-05,8.963510481407866e-06
2,43,1.7988846615986702e-05,8.382891792280134e-06
2,44,1.7348979042762528e-05,2.1227437173365615e-05
2,45,1.6482213728087063e-05,1.0117569217982236e-05
2,46,1.7807531095160252e-05,1.081500158761628e-05
2,47,1.5477039237868327e-05,9.98931864160113e-06
2,48,1.4845948864254678e-05,7.264492978720227e-06
2,49,1.4466304613641587e-05,1.4144038686936256e-05
2,50,1.678721494107354e-05,4.474986417335458e-05
2,51,1.9146573044405723e-05,6.8329868554428685e-06
2,52,1.144612310507789e-05,1.6623807823634706e-05
2,53,1.10805777133292e-05,5.71035980101442e-06
2,54,9.963408740498739e-06,5.777008027507691e-06
2,55,1.0952648578393353e-05,5.759530722571071e-06
2,56,1.2234103041128307e-05,3.110946272499859e-05
2,57,1.3880772603448026e-05,4.1767143557081e-06
2,58,9.54473129963694e-06,4.394630195747595e-06
2,59,1.0334617355889874e-05,4.409155735629611e-06
2,60,7.849548405266732e-06,4.255243766237982e-06
2,61,1.1312718490892009e-05,3.744936111615971e-05
2,62,1.168371600132534e-05,4.392589289636817e-06
2,63,7.798028874440054e-06,3.774913238885347e-06
2,64,9.363550507440128e-06,5.074305590824224e-06
2,65,9.900305370573243e-06,4.9134500841319095e-06
2,66,7.905219816196886e-06,2.990386747114826e-06
2,67,6.477445801750603e-06,2.278340980410576e-05
2,68,1.563837418899419e-05,5.501001396623906e-06
2,69,6.392733625075462e-06,3.830061814369401e-06
2,70,7.14895622242161e-06,4.782687483384507e-06
2,71,6.267911944446988e-06,3.7629911275871564e-06
2,72,9.69100347862099e-06,2.117507938237395e-05
2,73,6.909621548596557e-06,4.450862888916163e-06
2,74,8.19271497610531e-06,1.6057836546679027e-05
2,75,1.5676030682426743e-05,3.4261156542925164e-06
2,76,5.614484869927922e-06,4.482547865336528e-06
2,77,6.819297386430934e-06,5.5795985645090695e-06
2,78,7.147108955427748e-06,1.152002460003132e-05
2,79,8.93990220117656e-06,8.322529538418166e-06
